#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 10 30 15 00  31  5.8  7.0  2.33 12.50  6.96 283 1026.4  10.1 999.0 999.0 99.0 99.00
2007 10 30 16 00  26  6.7  7.9  2.40 12.50  7.04 286 1026.9  10.2 999.0 999.0 99.0 99.00
2007 10 30 17 00  28  6.6  7.8  2.16 12.50  6.78 298 1027.5  10.2 999.0 999.0 99.0 99.00
2007 10 30 18 00  32  5.5  6.5  2.20 12.50  7.17 289 1028.0   9.7 999.0 999.0 99.0 99.00
2007 10 30 19 00  19  4.5  5.4  2.08 12.50  7.02 293 1027.6   9.7 999.0 999.0 99.0 99.00
2007 10 30 21 00  22  7.2  8.5  2.08 14.29  7.73 302 1027.1  10.3 999.0 999.0 99.0 99.00
2007 10 30 22 00  11  7.6  9.1  2.15 12.50  7.40 294 1026.8  10.3 999.0 999.0 99.0 99.00
2007 10 30 23 00 354  7.2  8.7  2.13 12.50  7.23 293 1026.7  10.3 999.0 999.0 99.0 99.00
2007 10 31 00 00 346  8.8 10.3  2.53 12.50  7.58 292 1027.0  10.3 999.0 999.0 99.0 99.00
2007 10 31 01 00 356  8.4  9.8  2.42 12.50  7.09 299 1026.8  10.2 999.0 999.0 99.0 99.00
2007 10 31 02 00   4  7.6  8.8  2.26 12.50  6.52 297 1026.7  10.2 999.0 999.0 99.0 99.00
2007 10 31 03 00   2  7.9  9.7  2.33 12.50  7.39 292 1027.1  10.5 999.0 999.0 99.0 99.00
2007 10 31 04 00  10  7.4  8.7  2.29 12.50  6.81 296 1026.7  10.3 999.0 999.0 99.0 99.00
2007 10 31 05 00  13  6.8  8.1  2.20 12.50  6.81 291 1026.7  10.3 999.0 999.0 99.0 99.00
2007 10 31 06 00  17  6.2  7.2  2.20 12.50  7.19 295 1026.6  10.5 999.0 999.0 99.0 99.00
2007 10 31 07 00  34  5.4  6.3  2.08 11.11  7.15 291 1026.4  10.3 999.0 999.0 99.0 99.00
2007 10 31 08 00  45  3.7  4.4  2.19 12.50  7.83 290 1025.8  10.2 999.0 999.0 99.0 99.00
2007 10 31 09 00  32  2.5  3.3  2.02 12.50  8.13 292 1025.8   9.8 999.0 999.0 99.0 99.00
2007 10 31 10 00 350  2.1  3.1  2.13 11.11  8.51 295 1025.9   9.7 999.0 999.0 99.0 99.00
2007 10 31 11 00   5  3.9  4.7  2.14 11.11  8.31 298 1025.8   9.5 999.0 999.0 99.0 99.00
2007 10 31 12 00 345  5.9  7.0  1.98 10.00  7.97 301 1025.8   9.4 999.0 999.0 99.0 99.00
2007 10 31 13 00 349  6.8  8.6  2.03 12.50  7.84 297 1025.9   9.2 999.0 999.0 99.0 99.00
2007 10 31 14 00   4  6.5  7.4  2.10 12.50  7.64 295 1026.0   9.0 999.0 999.0 99.0 99.00
2007 10 31 15 00  30  5.9  6.9  2.10  9.09  7.28 299 1025.9   8.3 999.0 999.0 99.0 99.00
2007 10 31 16 00  70  3.3  4.5  1.82 10.00  6.46 286 1025.8   8.6 999.0 999.0 99.0 99.00
2007 10 31 17 00  80  0.8  1.6  1.80 12.50  7.34 284 1026.5   8.9 999.0 999.0 99.0 99.00
2007 10 31 18 00 323  2.4  3.4  1.55 12.50  7.22 287 1026.7   8.7 999.0 999.0 99.0 99.00
2007 10 31 19 00 354  3.7  4.4  1.62 11.11  7.63 288 1026.7   9.3 999.0 999.0 99.0 99.00
2007 10 31 20 00 344  4.9  6.0  1.59 11.11  7.99 291 1026.8   9.8 999.0 999.0 99.0 99.00
2007 10 31 21 00 336  1.9  2.8  1.56 11.11  7.89 291 1026.5   9.9 999.0 999.0 99.0 99.00
2007 10 31 22 00 315  3.6  4.9  1.73 11.11  8.12 298 1026.2  10.4 999.0 999.0 99.0 99.00
2007 10 31 23 00 323  5.0  6.0  1.92 11.11  8.72 299 1025.9  10.5 999.0 999.0 99.0 99.00
2007 11 01 00 00 339  3.5  4.5  2.01 11.11  8.86 297 1025.9  10.5 999.0 999.0 99.0 99.00
2007 11 01 01 00 338  1.7  2.5  2.14 11.11  8.83 298 1025.8  10.5 999.0 999.0 99.0 99.00
2007 11 01 02 00 315  1.5  2.1  2.48 11.11  9.24 302 1026.2  10.5 999.0 999.0 99.0 99.00
2007 11 01 03 00 303  1.0  2.0  2.63 11.11  9.45 300 1026.7  10.6 999.0 999.0 99.0 99.00
2007 11 01 04 00 197  0.9  1.8  2.35 11.11  8.82 300 1026.8  10.5 999.0 999.0 99.0 99.00
2007 11 01 05 00 185  2.3  2.9  2.50 12.50  9.34 291 1027.0  10.5 999.0 999.0 99.0 99.00
2007 11 01 06 00 188  3.4  4.2  2.48 12.50  9.85 292 1027.1  10.6 999.0 999.0 99.0 99.00
2007 11 01 07 00 222  3.4  4.5  2.60 14.29 10.47 290 1027.3  10.9 999.0 999.0 99.0 99.00
2007 11 01 08 00 358  9.9 12.7  2.80 14.29 10.81 295 1027.2  10.3 999.0 999.0 99.0 99.00
2007 11 01 09 00   8  5.8  7.4  2.92 14.29  9.88 282 1027.3  10.6 999.0 999.0 99.0 99.00
2007 11 01 10 00 358  5.9  7.0  2.70 14.29  9.61 283 1028.0  10.9 999.0 999.0 99.0 99.00
2007 11 01 11 00   3  5.4  6.5  3.43 14.29  9.84 291 1028.1  10.8 999.0 999.0 99.0 99.00
2007 11 01 12 00 354  6.6  7.9  3.21 14.29  9.42 298 1028.4  10.9 999.0 999.0 99.0 99.00
2007 11 01 13 00   6  7.5  8.7  3.56 12.50  9.29 291 1028.4  10.6 999.0 999.0 99.0 99.00
2007 11 01 14 00   7  6.7  7.8  3.51 14.29  8.99 290 1028.6  10.5 999.0 999.0 99.0 99.00
2007 11 01 15 00   5  6.2  7.3  3.27 12.50  8.98 298 1029.0  10.5 999.0 999.0 99.0 99.00
2007 11 01 16 00  12  6.1  7.4  3.66 12.50  8.49 296 1029.3  10.4 999.0 999.0 99.0 99.00
2007 11 01 17 00  10  5.9  7.1  3.39 14.29  8.73 294 1030.0  10.3 999.0 999.0 99.0 99.00
2007 11 01 18 00 360  6.2  7.5  3.96 14.29  9.46 292 1030.5  10.4 999.0 999.0 99.0 99.00
2007 11 01 20 00   7  6.4  7.8  3.65 12.50  8.93 292 1030.5  10.3 999.0 999.0 99.0 99.00
2007 11 01 21 00  16  6.1  7.4  2.87 14.29  8.24 301 1030.0  10.3 999.0 999.0 99.0 99.00
2007 11 01 22 00  24  4.9  6.0  3.36 14.29  9.12 290 1030.3  10.2 999.0 999.0 99.0 99.00
2007 11 01 23 00  17  5.5  6.8  3.01 14.29  8.98 288 1030.0   9.9 999.0 999.0 99.0 99.00
2007 11 02 00 00   5  6.5  7.6  2.90 14.29  8.93 290 1029.9   9.8 999.0 999.0 99.0 99.00
2007 11 02 01 00 360  7.0  8.7  3.16 14.29  8.85 285 1029.7   9.8 999.0 999.0 99.0 99.00
2007 11 02 02 00 350  6.9  8.3  2.95 14.29  8.51 291 1029.9  10.0 999.0 999.0 99.0 99.00
2007 11 02 03 00 354  8.4 10.2  3.11 12.50  8.59 290 1029.9  10.2 999.0 999.0 99.0 99.00
2007 11 02 04 00   4  7.5  8.8  2.86 14.29  7.89 282 1030.2  10.1 999.0 999.0 99.0 99.00
2007 11 02 05 00  12  7.6  8.9  3.27 14.29  8.58 290 1030.4   9.9 999.0 999.0 99.0 99.00
2007 11 02 06 00  24  6.7  7.8  2.84 14.29  7.50 282 1030.4   9.8 999.0 999.0 99.0 99.00
2007 11 02 07 00  35  5.3  6.2  2.82 12.50  8.10 292 1030.3   9.5 999.0 999.0 99.0 99.00
2007 11 02 08 00  27  4.7  5.5  2.70 12.50  8.20 298 1030.4   9.4 999.0 999.0 99.0 99.00
2007 11 02 09 00  15  5.1  6.2  2.86 12.50  8.56 291 1030.5   9.7 999.0 999.0 99.0 99.00
2007 11 02 10 00  22  4.7  5.5  2.97 12.50  9.19 288 1030.3   9.5 999.0 999.0 99.0 99.00
2007 11 02 11 00  25  4.1  4.9  3.18 12.50  9.61 289 1030.3   9.4 999.0 999.0 99.0 99.00
2007 11 02 12 00  22  4.5  5.3  3.03 12.50  9.54 290 1030.0   9.4 999.0 999.0 99.0 99.00
2007 11 02 13 00  36  4.9  6.0  3.32 12.50  9.63 296 1029.6   9.1 999.0 999.0 99.0 99.00
2007 11 02 14 00  45  3.9  5.0  2.95 12.50  9.36 296 1030.1   9.0 999.0 999.0 99.0 99.00
2007 11 02 15 00  27  3.8  4.6  3.04 12.50  9.33 291 1030.2   9.0 999.0 999.0 99.0 99.00
2007 11 02 16 00  43  4.7  6.0  3.44 14.29  9.60 289 1030.2   9.0 999.0 999.0 99.0 99.00
2007 11 02 17 00  58  3.4  4.4  2.83 14.29  9.11 297 1030.6   8.8 999.0 999.0 99.0 99.00
2007 11 02 18 00  42  2.0  2.9  2.72 14.29  8.94 283 1031.1   8.9 999.0 999.0 99.0 99.00
2007 11 02 19 00  90 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2007 11 02 20 00 320  1.1  2.1  2.45 12.50  8.93 281 1031.3   9.1 999.0 999.0 99.0 99.00
2007 11 02 21 00 329  1.0  1.8  2.44 12.50  8.74 290 1030.5   9.2 999.0 999.0 99.0 99.00
2007 11 02 22 00 356  1.1  1.8  2.24 12.50  8.86 288 1030.1   9.1 999.0 999.0 99.0 99.00
2007 11 02 23 00 321  0.8  1.9  2.29 12.50  8.85 286 1029.9   9.4 999.0 999.0 99.0 99.00
2007 11 03 00 00 301  2.8  3.5  2.42 14.29  9.25 287 1030.1   9.5 999.0 999.0 99.0 99.00
2007 11 03 01 00 319  1.8  2.9  2.09 12.50  9.14 290 1029.9   9.5 999.0 999.0 99.0 99.00
2007 11 03 02 00 321  1.4  2.3  2.61 12.50  9.60 284 1029.7   9.7 999.0 999.0 99.0 99.00
2007 11 03 03 00 152  0.2  1.3  2.29 12.50  9.49 284 1029.7   9.7 999.0 999.0 99.0 99.00
2007 11 03 04 00 190  1.5  2.0  2.25 12.50  9.31 286 1029.7   9.8 999.0 999.0 99.0 99.00
2007 11 03 05 00 192  1.7  2.8  2.04 12.50  9.10 289 1029.8   9.8 999.0 999.0 99.0 99.00
2007 11 03 06 00 190  1.7  2.2  2.32 12.50  9.83 279 1030.3  10.2 999.0 999.0 99.0 99.00
2007 11 03 07 00 190  2.9  3.6  2.13 12.50 10.00 282 1030.4  10.3 999.0 999.0 99.0 99.00
2007 11 03 08 00 193  3.4  3.9  2.12 14.29 10.86 287 1030.5  10.5 999.0 999.0 99.0 99.00
2007 11 03 09 00 190  3.9  4.8  2.17 12.50 10.45 288 1030.4  10.6 999.0 999.0 99.0 99.00
2007 11 03 10 00 177  4.7  6.1  2.06 14.29 10.46 296 1030.0  10.6 999.0 999.0 99.0 99.00
2007 11 03 11 00 168  5.5  6.5  2.24 14.29 10.04 294 1029.7  10.5 999.0 999.0 99.0 99.00
2007 11 03 12 00 175  4.9  6.1  2.26 14.29  9.37 294 1029.6  10.5 999.0 999.0 99.0 99.00
2007 11 03 13 00 184  5.0  6.2  2.62 12.50  9.76 295 1029.3  10.3 999.0 999.0 99.0 99.00
2007 11 03 14 00 182  4.7  5.7  2.46 14.29  9.11 294 1029.2  10.2 999.0 999.0 99.0 99.00
2007 11 03 15 00 186  4.3  5.7  2.99 12.50  9.32 302 1028.8  10.5 999.0 999.0 99.0 99.00
2007 11 03 16 00 173  4.3  5.8  2.49 14.29  8.89 289 1028.5  10.6 999.0 999.0 99.0 99.00
2007 11 03 17 00 173  4.1  5.0  2.61 12.50  9.02 291 1028.6  10.6 999.0 999.0 99.0 99.00
2007 11 03 18 00 167  4.8  6.4  2.91 12.50  9.39 285 1028.3  10.5 999.0 999.0 99.0 99.00
2007 11 03 19 00 180  4.2  5.4  2.43 14.29  9.16 286 1028.4  10.9 999.0 999.0 99.0 99.00
2007 11 03 20 00 221  2.9  3.7  2.71 14.29  9.54 290 1028.3  11.0 999.0 999.0 99.0 99.00
2007 11 03 21 00 238  2.3  3.1  2.13 14.29  8.65 283 1027.4  11.0 999.0 999.0 99.0 99.00
2007 11 03 22 00 253  1.8  2.5  2.56 14.29  9.85 287 1027.3  11.0 999.0 999.0 99.0 99.00
2007 11 03 23 00 253  1.3  2.1  2.78 14.29  9.63 286 1027.0  11.0 999.0 999.0 99.0 99.00
2007 11 04 00 00 188  1.0  1.4  2.94 14.29  9.72 295 1026.6  11.3 999.0 999.0 99.0 99.00
2007 11 04 01 00 196  1.7  2.6  2.84 14.29  9.27 291 1025.9  11.3 999.0 999.0 99.0 99.00
2007 11 04 02 00 271  1.6  2.8  2.69 14.29  8.93 290 1025.9  11.3 999.0 999.0 99.0 99.00
2007 11 04 03 00 290  2.0  3.2  2.87 12.50  9.12 301 1025.9  11.0 999.0 999.0 99.0 99.00
2007 11 04 04 00 300  2.8  3.9  2.78 12.50  8.70 294 1025.9  10.9 999.0 999.0 99.0 99.00
2007 11 04 05 00 313  2.3  3.7  2.71 12.50  8.96 299 1025.8  10.9 999.0 999.0 99.0 99.00
2007 11 04 06 00 310  2.3  3.8  2.92 12.50  8.72 306 1025.8  11.0 999.0 999.0 99.0 99.00
2007 11 04 07 00 335  0.3  1.3  2.42 12.50  8.22 293 1025.7  11.3 999.0 999.0 99.0 99.00
2007 11 04 08 00 313  1.4  2.5  2.33 12.50  8.15 300 1025.7  11.7 999.0 999.0 99.0 99.00
2007 11 04 09 00 191  0.8  1.6  2.49 12.50  8.58 289 1025.5  11.4 999.0 999.0 99.0 99.00
2007 11 04 10 00 264  0.4  1.2  2.28 12.50  8.28 280 1025.7  11.0 999.0 999.0 99.0 99.00
2007 11 04 11 00 191  1.4  1.9  2.36 12.50  8.50 290 1025.3  11.0 999.0 999.0 99.0 99.00
2007 11 04 12 00 195  1.8  2.3  2.60 12.50  8.65 285 1024.8  11.0 999.0 999.0 99.0 99.00
2007 11 04 13 00 268  1.3  2.1  2.42 12.50  8.45 298 1025.1  11.0 999.0 999.0 99.0 99.00
2007 11 04 14 00 210  1.3  1.8  2.75 10.00  8.69 290 1024.3  11.0 999.0 999.0 99.0 99.00
2007 11 04 15 00   5  5.6  7.3  2.56 11.11  8.06 291 1024.3  10.8 999.0 999.0 99.0 99.00
2007 11 04 16 00 350  4.3  5.7  2.53 11.11  8.03 300 1025.0  10.5 999.0 999.0 99.0 99.00
2007 11 04 17 00 352  3.9  4.6  2.45 12.50  7.77 296 1025.4  10.5 999.0 999.0 99.0 99.00
2007 11 04 18 00 339  4.2  5.4  2.59 12.50  7.80 298 1025.5  10.6 999.0 999.0 99.0 99.00
2007 11 04 19 00 345  4.7  6.0  2.59 12.50  8.20 300 1025.7  10.3 999.0 999.0 99.0 99.00
2007 11 04 20 00  26  2.9  4.0  2.27 12.50  7.63 297 1025.5  10.3 999.0 999.0 99.0 99.00
2007 11 04 21 00 360  4.2  5.6  2.23 12.50  7.68 286 1025.4  10.2 999.0 999.0 99.0 99.00
2007 11 04 22 00 357  5.6  6.9  2.18 12.50  7.47 286 1025.5  10.2 999.0 999.0 99.0 99.00
2007 11 04 23 00   8  5.5  6.7  2.09 12.50  7.32 293 1025.1  10.3 999.0 999.0 99.0 99.00
2007 11 05 00 00 360  6.0  6.8  2.23 10.00  7.78 299 1024.8  10.3 999.0 999.0 99.0 99.00
2007 11 05 01 00   7  6.5  7.7  2.11 11.11  7.42 291 1024.2  10.2 999.0 999.0 99.0 99.00
2007 11 05 02 00  11  6.3  7.2  2.14 10.00  7.16 292 1023.9  10.2 999.0 999.0 99.0 99.00
2007 11 05 03 00  15  5.7  6.8  2.08 11.11  7.12 298 1023.9  10.2 999.0 999.0 99.0 99.00
2007 11 05 04 00   5  5.9  7.0  2.10 11.11  7.17 299 1023.8  10.2 999.0 999.0 99.0 99.00
2007 11 05 05 00  13  7.3  8.3  2.20 10.00  7.24 293 1023.6  10.2 999.0 999.0 99.0 99.00
2007 11 05 06 00  15  7.3  8.6  2.06 11.11  6.70 302 1023.7  10.2 999.0 999.0 99.0 99.00
2007 11 05 07 00  24  7.7  9.0  1.94 11.11  6.19 294 1023.6   9.8 999.0 999.0 99.0 99.00
2007 11 05 08 00  22  6.7  8.0  1.91 11.11  6.34 301 1023.1  10.2 999.0 999.0 99.0 99.00
2007 11 05 09 00  35  5.9  6.9  2.07 11.11  6.75 296 1023.1  10.2 999.0 999.0 99.0 99.00
2007 11 05 10 00  33  6.2  7.5  1.99 11.11  6.70 301 1023.2   9.8 999.0 999.0 99.0 99.00
2007 11 05 11 00  23  6.1  6.9  1.86 11.11  6.49 302 1023.1   9.8 999.0 999.0 99.0 99.00
2007 11 05 12 00  23  6.7  7.8  1.81 11.11  6.53 303 1022.7   9.7 999.0 999.0 99.0 99.00
2007 11 05 13 00  34  7.4  8.6  1.87 11.11  6.42 299 1022.2   9.6 999.0 999.0 99.0 99.00
2007 11 05 14 00  29  7.2  8.6  1.85 10.00  6.35 295 1022.0   9.4 999.0 999.0 99.0 99.00
2007 11 05 15 00  37  6.6  7.6  1.86 11.11  6.13 302 1021.8   9.4 999.0 999.0 99.0 99.00
2007 11 05 16 00  38  5.4  6.4  1.71 10.00  6.30 298 1021.9   9.5 999.0 999.0 99.0 99.00
2007 11 05 17 00  45  5.8  6.6  1.52 11.11  6.34 278 1021.7   9.8 999.0 999.0 99.0 99.00
2007 11 05 19 00  38  5.1  6.2  1.54 10.00  6.00 301 1021.1   9.9 999.0 999.0 99.0 99.00
2007 11 05 20 00  22  5.9  6.9  1.47 11.11  5.93 294 1020.9  10.2 999.0 999.0 99.0 99.00
2007 11 05 21 00  18  7.4  8.3  1.45 10.00  5.58 291 1020.3  10.4 999.0 999.0 99.0 99.00
2007 11 05 22 00  15  7.0  8.5  1.53 11.11  5.52 276 1019.7  10.9 999.0 999.0 99.0 99.00
2007 11 05 23 00   8  6.8  8.2  1.42 10.00  5.13 303 1019.6  11.3 999.0 999.0 99.0 99.00
2007 11 06 00 00   5  6.8  7.9  1.43 10.00  5.39 303 1019.4  11.3 999.0 999.0 99.0 99.00
2007 11 06 01 00   2  7.0  8.2  1.29  8.33  5.00 283 1019.0  11.4 999.0 999.0 99.0 99.00
2007 11 06 02 00   2  7.2  8.5  1.26 10.00  4.90 290 1019.0  11.3 999.0 999.0 99.0 99.00
2007 11 06 03 00  12  6.9  8.0  1.21  7.69  5.07 292 1018.9  11.3 999.0 999.0 99.0 99.00
2007 11 06 04 00  20  5.5  6.5  1.19 11.11  5.13 288 1018.8  11.1 999.0 999.0 99.0 99.00
2007 11 06 05 00  25  5.3  6.3  1.10  9.09  5.44 289 1018.8  11.0 999.0 999.0 99.0 99.00
2007 11 06 06 00  24  4.8  5.7  1.06 11.11  5.77 296 1018.8  11.0 999.0 999.0 99.0 99.00
2007 11 06 07 00  10  3.2  4.0  0.95 10.00  5.51 292 1018.8  10.6 999.0 999.0 99.0 99.00
2007 11 06 08 00  11  2.8  3.2  0.95 10.00  5.61 281 1018.8  10.6 999.0 999.0 99.0 99.00
2007 11 06 09 00  32  0.9  1.2  0.93 10.00  5.33 289 1018.5  10.5 999.0 999.0 99.0 99.00
2007 11 06 10 00  74  2.6  3.5  0.91 10.00  5.37 284 1018.1  10.6 999.0 999.0 99.0 99.00
2007 11 06 11 00  42  2.6  3.2  0.82 16.67  5.51 231 1018.2  10.3 999.0 999.0 99.0 99.00
2007 11 06 12 00  69  3.2  3.8  0.85 10.00  5.51 278 1018.0  10.2 999.0 999.0 99.0 99.00
2007 11 06 13 00 101  3.7  4.5  0.82 16.67  5.54 201 1018.0  10.2 999.0 999.0 99.0 99.00
2007 11 06 14 00 103  3.5  4.2 99.00 99.00 99.00 999 1017.9  10.2 999.0 999.0 99.0 99.00
2007 11 06 15 00  99  3.2  4.1  0.91 16.67  5.51 187 1017.8  10.1 999.0 999.0 99.0 99.00
2007 11 06 16 00 115  2.9  3.4  0.87 10.00  5.79 280 1018.1  10.1 999.0 999.0 99.0 99.00
2007 11 06 17 00 131  2.7  3.8  0.90 10.00  6.69 274 1018.6  10.2 999.0 999.0 99.0 99.00
2007 11 06 18 00 126  2.3  3.0  1.03 10.00  7.11 283 1018.8  10.2 999.0 999.0 99.0 99.00
2007 11 06 19 00 129  1.6  2.1  0.99  9.09  7.04 279 1018.9  10.9 999.0 999.0 99.0 99.00
2007 11 06 20 00 137  0.9  1.3  1.05 10.00  7.58 283 1018.9  11.0 999.0 999.0 99.0 99.00
2007 11 06 21 00 102  1.5  2.0  1.10 10.00  8.17 284 1018.2  11.0 999.0 999.0 99.0 99.00
2007 11 06 22 00 111  0.9  1.3  1.08  9.09  8.16 282 1018.3  10.9 999.0 999.0 99.0 99.00
2007 11 06 23 00 159  0.7  1.2  1.03  8.33  8.04 276 1018.2  11.3 999.0 999.0 99.0 99.00
2007 11 07 00 00 177  0.2  0.6  1.04 10.00  8.15 278 1018.8  11.4 999.0 999.0 99.0 99.00
2007 11 07 01 00 224  0.2  0.6  1.19  9.09  8.54 273 1018.9  11.0 999.0 999.0 99.0 99.00
2007 11 07 02 00 139  0.8  1.2  1.23 10.00  8.72 279 1018.7  10.6 999.0 999.0 99.0 99.00
2007 11 07 03 00 156  1.1  1.5  1.33  9.09  8.62 275 1018.9  10.6 999.0 999.0 99.0 99.00
2007 11 07 04 00 202  0.5  0.8  1.26  9.09  8.89 275 1019.0  10.6 999.0 999.0 99.0 99.00
2007 11 07 05 00 190  1.4  1.9  1.12  9.09  8.64 271 1019.0  10.6 999.0 999.0 99.0 99.00
2007 11 07 06 00 247  1.5  1.9  1.30 14.29  9.06 274 1019.6  10.6 999.0 999.0 99.0 99.00
2007 11 07 07 00 263  1.4  1.8  1.21  9.09  8.96 279 1019.7  10.6 999.0 999.0 99.0 99.00
2007 11 07 08 00 180  0.0  0.3  1.20 14.29  9.20 262 1020.3  10.6 999.0 999.0 99.0 99.00
2007 11 07 09 00 180  0.0  0.4  1.35  9.09  9.41 276 1020.5  10.6 999.0 999.0 99.0 99.00
2007 11 07 10 00 117  1.1  1.5  1.31  8.33  9.17 278 1020.3  10.6 999.0 999.0 99.0 99.00
2007 11 07 11 00 124  1.1  2.0  1.29  8.33  8.88 274 1020.7  10.5 999.0 999.0 99.0 99.00
2007 11 07 12 00  90  1.3  1.9  1.31  9.09  8.73 272 1020.5  10.5 999.0 999.0 99.0 99.00
2007 11 07 13 00  91  2.2  3.2  1.36 12.50  8.89 286 1020.0  10.6 999.0 999.0 99.0 99.00
2007 11 07 14 00 133  2.6  3.3  1.30  9.09  8.83 271 1020.0  10.5 999.0 999.0 99.0 99.00
2007 11 07 15 00 180  0.0  0.0  1.31 12.50  9.27 284 1020.4  10.5 999.0 999.0 99.0 99.00
2007 11 07 16 00  35  1.0  1.7  1.42 11.11  9.29 274 1020.5  10.6 999.0 999.0 99.0 99.00
2007 11 07 17 00  77  1.3  1.9  1.48 11.11  9.34 276 1020.5  10.6 999.0 999.0 99.0 99.00
2007 11 07 18 00  70  2.1  2.7 99.00 99.00 99.00 999 1020.7  10.9 999.0 999.0 99.0 99.00
2007 11 07 19 00  99  1.7  2.7  1.55 10.00  9.19 272 1021.0  11.0 999.0 999.0 99.0 99.00
2007 11 07 20 00 120  0.6  1.3  1.70 11.11  9.62 280 1020.5  11.3 999.0 999.0 99.0 99.00
2007 11 07 21 00 180  0.0  0.3  1.63 10.00  9.13 268 1020.5  12.2 999.0 999.0 99.0 99.00
2007 11 07 22 00 122  2.7  3.4  1.51 11.11  8.78 284 1019.0  11.4 999.0 999.0 99.0 99.00
2007 11 07 23 00  95  0.2  0.9  1.67 10.00  9.26 275 1019.3  11.4 999.0 999.0 99.0 99.00
2007 11 08 00 00 264  0.3  0.9  1.65 10.00  8.43 277 1019.0  11.4 999.0 999.0 99.0 99.00
2007 11 08 01 00 285  1.6  2.2  1.61 10.00  8.31 280 1019.0  11.0 999.0 999.0 99.0 99.00
2007 11 08 02 00 340  1.4  2.2  1.51  9.09  8.02 268 1019.0  11.0 999.0 999.0 99.0 99.00
2007 11 08 03 00  32  0.8  1.3  1.49  9.09  8.37 275 1018.8  11.3 999.0 999.0 99.0 99.00
2007 11 08 04 00  78  0.9  1.9  1.56  9.09  8.05 262 1018.0  11.0 999.0 999.0 99.0 99.00
2007 11 08 05 00 350  1.0  1.2  1.51  9.09  8.15 263 1017.9  11.0 999.0 999.0 99.0 99.00
2007 11 08 06 00  12  1.1  1.4  1.52  9.09  8.24 261 1017.6  11.0 999.0 999.0 99.0 99.00
2007 11 08 07 00  32  0.9  1.3  1.57 10.00  8.29 277 1017.3  10.8 999.0 999.0 99.0 99.00
2007 11 08 08 00 180  0.0  0.3  1.40  9.09  7.84 268 1016.7  10.9 999.0 999.0 99.0 99.00
2007 11 08 09 00 138  0.8  1.3  1.47  9.09  8.12 269 1016.0  10.7 999.0 999.0 99.0 99.00
2007 11 08 10 00 180  0.0  0.1  1.47 16.67  8.11 210 1015.7  10.6 999.0 999.0 99.0 99.00
2007 11 08 11 00 207  0.3  0.9  1.45 10.00  7.83 272 1015.0  10.5 999.0 999.0 99.0 99.00
2007 11 08 12 00 302  0.3  0.9 99.00 99.00 99.00 999 1014.8  10.6 999.0 999.0 99.0 99.00
2007 11 08 13 00 180  0.0  0.3  1.50  9.09  7.89 272 1014.3  10.6 999.0 999.0 99.0 99.00
2007 11 08 14 00  74  0.4  0.9  1.33  9.09  7.82 272 1014.1  10.6 999.0 999.0 99.0 99.00
2007 11 08 15 00 169  1.7  2.2  1.42 16.67  8.44 211 1013.5  10.5 999.0 999.0 99.0 99.00
2007 11 08 16 00 186  2.2  2.7  1.26 16.67  8.24 207 1013.4  10.2 999.0 999.0 99.0 99.00
2007 11 08 17 00 151  3.6  4.3  1.23 16.67  8.12 206 1012.8  10.6 999.0 999.0 99.0 99.00
2007 11 08 18 00 148  4.5  5.4  1.25 16.67  8.21 213 1012.5  11.0 999.0 999.0 99.0 99.00
2007 11 08 19 00 161  5.5  6.5  1.20 16.67  8.01 207 1011.9  11.0 999.0 999.0 99.0 99.00
2007 11 08 20 00 167  6.2  7.3  1.24 16.67  7.58 215 1011.2  11.0 999.0 999.0 99.0 99.00
2007 11 08 21 00 176  7.7  9.2  1.30 16.67  5.68 214 1010.6  11.0 999.0 999.0 99.0 99.00
2007 11 08 22 00 183  7.8  9.7  1.31 16.67  5.51 206 1010.4  11.3 999.0 999.0 99.0 99.00
2007 11 08 23 00 175  8.4 10.3  1.27 16.67  4.74 204 1009.7  11.0 999.0 999.0 99.0 99.00
2007 11 09 00 00 167 11.0 13.8  1.51 16.67  4.85 203 1008.8  11.2 999.0 999.0 99.0 99.00
2007 11 09 01 00 173 11.7 14.3  1.91  5.26  4.80 175 1008.7  10.9 999.0 999.0 99.0 99.00
2007 11 09 02 00 175 11.9 14.7  2.01  5.26  5.06 173 1008.6  10.6 999.0 999.0 99.0 99.00
2007 11 09 03 00 173 12.5 14.8  1.93  5.56  4.94 176 1008.2  10.6 999.0 999.0 99.0 99.00
2007 11 09 04 00 175 13.1 16.6  2.29  6.25  5.19 173 1007.9  11.0 999.0 999.0 99.0 99.00
2007 11 09 05 00 178 13.5 16.9  2.50  6.67  5.37 183 1008.1  10.6 999.0 999.0 99.0 99.00
2007 11 09 06 00 177 13.4 16.8  2.95  7.14  5.77 186 1008.0  11.0 999.0 999.0 99.0 99.00
2007 11 09 07 00 182 15.1 18.7  3.03  7.14  5.86 179 1007.7  11.3 999.0 999.0 99.0 99.00
2007 11 09 08 00 185 14.1 17.7  3.53  7.69  6.11 182 1007.8  11.0 999.0 999.0 99.0 99.00
