#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 03 16 16 00 999 99.0 99.0  1.62 16.67  6.87 253 1020.7   7.9 999.0 999.0 99.0 99.00
2007 03 16 17 00 999 99.0 99.0  1.67 12.50  6.76 291 1021.0   7.9 999.0 999.0 99.0 99.00
2007 03 16 18 00 999 99.0 99.0  1.66 12.50  6.99 293 1021.0   7.8 999.0 999.0 99.0 99.00
2007 03 16 19 00 999 99.0 99.0  1.79 11.11  7.22 296 1021.1   7.6 999.0 999.0 99.0 99.00
2007 03 16 20 00 999 99.0 99.0  1.81 12.50  7.52 292 1020.8   7.7 999.0 999.0 99.0 99.00
2007 03 16 21 00 999 99.0 99.0  1.74 11.11  7.35 293 1020.5   7.6 999.0 999.0 99.0 99.00
2007 03 16 22 00 999 99.0 99.0  1.93 12.50  7.84 301 1020.4   7.8 999.0 999.0 99.0 99.00
2007 03 16 23 00 999 99.0 99.0  1.96 12.50  7.98 293 1019.6   7.5 999.0 999.0 99.0 99.00
2007 03 17 00 00 999 99.0 99.0  1.86  7.69  7.40 261 1019.6   7.8 999.0 999.0 99.0 99.00
2007 03 17 01 00 999 99.0 99.0  1.93 12.50  7.97 291 1018.9   8.2 999.0 999.0 99.0 99.00
2007 03 17 02 00 999 99.0 99.0  1.87 11.11  7.48 291 1018.7   7.8 999.0 999.0 99.0 99.00
2007 03 17 03 00 999 99.0 99.0  1.74 11.11  7.43 299 1018.6   7.5 999.0 999.0 99.0 99.00
2007 03 17 04 00 999 99.0 99.0  1.84 11.11  7.83 302 1018.9   7.4 999.0 999.0 99.0 99.00
2007 03 17 05 00 999 99.0 99.0  1.83 12.50  7.89 298 1018.8   7.1 999.0 999.0 99.0 99.00
2007 03 17 06 00 999 99.0 99.0  1.72 11.11  7.56 304 1018.8   7.9 999.0 999.0 99.0 99.00
2007 03 17 07 00 999 99.0 99.0  1.78 14.29  7.70 256 1019.0   7.9 999.0 999.0 99.0 99.00
2007 03 17 08 00 999 99.0 99.0  1.83 12.50  7.96 286 1019.2   7.9 999.0 999.0 99.0 99.00
2007 03 17 09 00 999 99.0 99.0  1.81 14.29  7.64 254 1019.0   8.2 999.0 999.0 99.0 99.00
2007 03 17 10 00 999 99.0 99.0  1.90 12.50  7.69 276 1018.9   8.2 999.0 999.0 99.0 99.00
2007 03 17 11 00 999 99.0 99.0  1.81 11.11  7.97 302 1018.1   8.3 999.0 999.0 99.0 99.00
2007 03 17 12 00 999 99.0 99.0  1.81 11.11  7.61 301 1017.9   8.3 999.0 999.0 99.0 99.00
2007 03 17 13 00 999 99.0 99.0  1.81 12.50  8.05 276 1017.6   8.6 999.0 999.0 99.0 99.00
2007 03 17 14 00 999 99.0 99.0  1.80 12.50  7.09 272 1017.2   8.7 999.0 999.0 99.0 99.00
2007 03 17 15 00 999 99.0 99.0  1.75 11.11  6.13 284 1017.3   8.8 999.0 999.0 99.0 99.00
2007 03 17 16 00 999 99.0 99.0  1.89 11.11  5.96 288 1017.3   8.9 999.0 999.0 99.0 99.00
2007 03 17 17 00 999 99.0 99.0  1.91 12.50  5.56 271 1017.1   8.9 999.0 999.0 99.0 99.00
2007 03 17 18 00 999 99.0 99.0  1.95 11.11  5.47 292 1017.1   8.9 999.0 999.0 99.0 99.00
2007 03 17 19 00 999 99.0 99.0  1.99 12.50  5.51 272 1016.8   9.0 999.0 999.0 99.0 99.00
2007 03 17 20 00 999 99.0 99.0  1.99 11.11  5.50 292 1016.8   8.9 999.0 999.0 99.0 99.00
2007 03 17 21 00 999 99.0 99.0  2.16 11.11  5.47 299 1016.6   9.0 999.0 999.0 99.0 99.00
2007 03 17 22 00 999 99.0 99.0  2.23 11.11  5.68 281 1016.5   9.1 999.0 999.0 99.0 99.00
2007 03 17 23 00 999 99.0 99.0  2.16 10.00  5.73 297 1016.6   9.4 999.0 999.0 99.0 99.00
2007 03 18 00 00 999 99.0 99.0  2.39 10.00  6.12 296 1016.1   9.2 999.0 999.0 99.0 99.00
2007 03 18 01 00 999 99.0 99.0  2.44 10.00  6.25 294 1015.8   9.4 999.0 999.0 99.0 99.00
2007 03 18 02 00 999 99.0 99.0  2.25 10.00  6.20 289 1015.9   9.4 999.0 999.0 99.0 99.00
2007 03 18 03 00 999 99.0 99.0  2.25 10.00  6.20 291 1015.5   9.5 999.0 999.0 99.0 99.00
2007 03 18 04 00 999 99.0 99.0  2.17 12.50  6.20 263 1015.8   9.5 999.0 999.0 99.0 99.00
2007 03 18 05 00 999 99.0 99.0  2.11  8.33  6.14 270 1015.8   9.5 999.0 999.0 99.0 99.00
2007 03 18 06 00 999 99.0 99.0  2.13 11.11  6.20 283 1015.9   9.5 999.0 999.0 99.0 99.00
2007 03 18 07 00 999 99.0 99.0  2.02 11.11  6.24 276 1016.2   9.4 999.0 999.0 99.0 99.00
2007 03 18 08 00 999 99.0 99.0  2.00 11.11  6.45 279 1016.4   9.1 999.0 999.0 99.0 99.00
2007 03 18 09 00 999 99.0 99.0  1.96 11.11  6.59 284 1016.5   8.9 999.0 999.0 99.0 99.00
2007 03 18 10 00 999 99.0 99.0  1.78  8.33  6.50 267 1016.6   8.5 999.0 999.0 99.0 99.00
2007 03 18 11 00 999 99.0 99.0  1.83 11.11  6.79 274 1016.5   8.2 999.0 999.0 99.0 99.00
2007 03 18 12 00 999 99.0 99.0  1.72 10.00  6.68 296 1016.0   8.0 999.0 999.0 99.0 99.00
2007 03 18 13 00 999 99.0 99.0  1.59  8.33  6.47 268 1016.3   8.2 999.0 999.0 99.0 99.00
2007 03 18 14 00 999 99.0 99.0  1.68 12.50  6.63 239 1016.2   8.2 999.0 999.0 99.0 99.00
2007 03 18 15 00 999 99.0 99.0  1.48  9.09  6.29 286 1016.0   8.3 999.0 999.0 99.0 99.00
2007 03 18 16 00 999 99.0 99.0  1.66 11.11  6.70 263 1016.0   8.6 999.0 999.0 99.0 99.00
2007 03 18 17 00 999 99.0 99.0  1.84  7.69  6.82 306 1016.4   8.4 999.0 999.0 99.0 99.00
2007 03 18 18 00 999 99.0 99.0  1.87  7.69  6.63 304 1016.2   8.3 999.0 999.0 99.0 99.00
2007 03 18 19 00 999 99.0 99.0  1.87  7.69  6.57 307 1016.2   8.3 999.0 999.0 99.0 99.00
2007 03 18 20 00 999 99.0 99.0  1.78  7.69  6.60 291 1016.0   8.6 999.0 999.0 99.0 99.00
2007 03 18 21 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   8.7 999.0 999.0 99.0 99.00
2007 03 18 22 00 999 99.0 99.0  1.80  8.33  6.76 299 1014.9   9.0 999.0 999.0 99.0 99.00
2007 03 18 23 00 999 99.0 99.0  1.74  8.33  6.71 309 1014.6   9.4 999.0 999.0 99.0 99.00
2007 03 19 00 00 999 99.0 99.0  1.69  8.33  6.61 298 1014.2   9.4 999.0 999.0 99.0 99.00
2007 03 19 01 00 999 99.0 99.0  1.65  8.33  6.18 283 1013.6   9.4 999.0 999.0 99.0 99.00
2007 03 19 02 00 999 99.0 99.0  1.64 10.00  5.91 272 1013.4   9.0 999.0 999.0 99.0 99.00
2007 03 19 03 00 999 99.0 99.0  1.69 10.00  5.89 272 1012.8   8.9 999.0 999.0 99.0 99.00
2007 03 19 04 00 999 99.0 99.0  1.64  7.69  5.87 288 1012.6   8.9 999.0 999.0 99.0 99.00
2007 03 19 05 00 999 99.0 99.0  1.71 11.11  5.72 251 1012.5   9.0 999.0 999.0 99.0 99.00
2007 03 19 06 00 999 99.0 99.0  1.60 10.00  5.46 282 1011.9   9.0 999.0 999.0 99.0 99.00
2007 03 19 07 00 999 99.0 99.0  1.65 10.00  5.12 264 1011.4   8.8 999.0 999.0 99.0 99.00
2007 03 19 08 00 999 99.0 99.0  1.82 10.00  5.11 272 1011.2   8.8 999.0 999.0 99.0 99.00
2007 03 19 09 00 999 99.0 99.0  1.84  4.76  5.24 198 1010.5   9.0 999.0 999.0 99.0 99.00
2007 03 19 10 00 999 99.0 99.0  1.99  5.26  5.13 197 1010.0   9.3 999.0 999.0 99.0 99.00
2007 03 19 11 00 999 99.0 99.0  1.92  5.56  5.14 202 1009.5   9.4 999.0 999.0 99.0 99.00
2007 03 19 12 00 999 99.0 99.0  2.12  5.56  5.35 194 1008.7   9.0 999.0 999.0 99.0 99.00
2007 03 19 13 00 999 99.0 99.0  2.30  5.88  5.49 197 1008.6   9.0 999.0 999.0 99.0 99.00
2007 03 19 14 00 999 99.0 99.0  2.39  6.25  5.55 211 1008.1   9.0 999.0 999.0 99.0 99.00
2007 03 19 15 00 999 99.0 99.0  2.34  6.25  5.62 199 1007.9   9.4 999.0 999.0 99.0 99.00
2007 03 19 16 00 999 99.0 99.0  2.57  6.67  5.74 201 1008.1   9.5 999.0 999.0 99.0 99.00
2007 03 19 17 00 999 99.0 99.0  2.60  6.67  5.78 207 1008.2   9.7 999.0 999.0 99.0 99.00
2007 03 19 18 00 999 99.0 99.0  2.41  6.67  5.53 208 1008.8   9.7 999.0 999.0 99.0 99.00
2007 03 19 19 00 999 99.0 99.0  2.17  6.25  5.61 193 1009.1   9.7 999.0 999.0 99.0 99.00
2007 03 19 20 00 999 99.0 99.0  2.23  7.14  5.75 221 1008.9   9.6 999.0 999.0 99.0 99.00
2007 03 19 21 00 999 99.0 99.0  2.13  7.14  5.87 213 1008.8   9.5 999.0 999.0 99.0 99.00
2007 03 19 22 00 999 99.0 99.0  2.32  7.14  5.99 215 1008.7   9.5 999.0 999.0 99.0 99.00
2007 03 19 23 00 999 99.0 99.0  2.02  6.67  5.94 213 1008.7   9.7 999.0 999.0 99.0 99.00
2007 03 20 00 00 999 99.0 99.0  2.20  7.14  5.91 203 1008.8   9.4 999.0 999.0 99.0 99.00
2007 03 20 01 00 999 99.0 99.0  2.06  7.14  5.97 213 1008.8   9.0 999.0 999.0 99.0 99.00
2007 03 20 02 00 999 99.0 99.0  2.01  7.14  5.72 220 1008.9   9.4 999.0 999.0 99.0 99.00
2007 03 20 03 00 999 99.0 99.0  2.07  6.67  5.98 197 1008.9   9.3 999.0 999.0 99.0 99.00
2007 03 20 04 00 999 99.0 99.0  2.14 16.67  6.08 281 1009.0   9.4 999.0 999.0 99.0 99.00
2007 03 20 05 00 999 99.0 99.0  2.25  6.67  6.20 214 1009.3   9.1 999.0 999.0 99.0 99.00
2007 03 20 06 00 999 99.0 99.0  2.40 16.67  6.15 270 1009.6   8.9 999.0 999.0 99.0 99.00
2007 03 20 07 00 999 99.0 99.0  2.36  7.14  6.13 220 1009.6   8.6 999.0 999.0 99.0 99.00
2007 03 20 08 00 999 99.0 99.0  2.39  8.33  6.28 256 1010.1   7.8 999.0 999.0 99.0 99.00
2007 03 20 09 00 999 99.0 99.0  2.33  8.33  6.31 256 1010.5   7.6 999.0 999.0 99.0 99.00
2007 03 20 10 00 999 99.0 99.0  2.31  7.14  6.08 240 1011.6   7.9 999.0 999.0 99.0 99.00
2007 03 20 11 00 999 99.0 99.0  2.35  7.69  5.88 256 1012.3   7.4 999.0 999.0 99.0 99.00
2007 03 20 12 00 999 99.0 99.0  2.44  8.33  6.24 265 1013.0   7.4 999.0 999.0 99.0 99.00
2007 03 20 13 00 999 99.0 99.0  2.44  9.09  6.05 262 1013.8   7.2 999.0 999.0 99.0 99.00
2007 03 20 14 00 999 99.0 99.0  2.54  8.33  6.32 260 1014.8   7.2 999.0 999.0 99.0 99.00
2007 03 20 15 00 999 99.0 99.0  2.71  9.09  6.23 264 1016.0   6.5 999.0 999.0 99.0 99.00
2007 03 20 16 00 999 99.0 99.0  2.68  9.09  6.33 275 1016.4   7.3 999.0 999.0 99.0 99.00
2007 03 20 17 00 999 99.0 99.0  2.71  9.09  6.49 268 1017.3   7.0 999.0 999.0 99.0 99.00
2007 03 20 18 00 999 99.0 99.0  3.08  7.14  6.66 277 1018.2   7.1 999.0 999.0 99.0 99.00
2007 03 20 19 00 999 99.0 99.0  2.91  7.69  6.58 272 1019.0   6.4 999.0 999.0 99.0 99.00
2007 03 20 20 00 999 99.0 99.0  3.21  9.09  6.82 270 1019.6   6.6 999.0 999.0 99.0 99.00
2007 03 20 21 00 999 99.0 99.0  3.34  8.33  7.39 270 1020.1   6.3 999.0 999.0 99.0 99.00
2007 03 21 00 00 999 99.0 99.0  3.96 12.50  8.19 277 1021.2   6.8 999.0 999.0 99.0 99.00
2007 03 21 01 00 999 99.0 99.0  4.78 12.50  8.77 277 1021.3   6.7 999.0 999.0 99.0 99.00
2007 03 21 02 00 999 99.0 99.0  4.56 12.50  8.72 282 1021.9   7.0 999.0 999.0 99.0 99.00
2007 03 21 03 00 999 99.0 99.0  4.33 12.50  8.86 280 1022.3   7.1 999.0 999.0 99.0 99.00
2007 03 21 04 00 999 99.0 99.0  4.10 11.11  8.13 295 1022.9   7.1 999.0 999.0 99.0 99.00
2007 03 21 05 00 999 99.0 99.0  3.89 12.50  8.29 283 1023.7   7.0 999.0 999.0 99.0 99.00
2007 03 21 06 00 999 99.0 99.0  3.77 11.11  8.27 299 1024.2   7.1 999.0 999.0 99.0 99.00
2007 03 21 07 00 999 99.0 99.0  3.68 11.11  8.41 297 1024.8   6.7 999.0 999.0 99.0 99.00
2007 03 21 08 00 999 99.0 99.0  3.85 11.11  8.47 304 1024.7   6.2 999.0 999.0 99.0 99.00
2007 03 21 09 00 999 99.0 99.0  3.30 11.11  8.47 296 1025.0   6.5 999.0 999.0 99.0 99.00
2007 03 21 10 00 999 99.0 99.0  3.35 11.11  8.42 298 1025.3   6.7 999.0 999.0 99.0 99.00
2007 03 21 11 00 999 99.0 99.0  3.19 11.11  8.08 292 1025.2   7.0 999.0 999.0 99.0 99.00
2007 03 21 12 00 999 99.0 99.0  2.95 11.11  7.83 305 1025.3   7.0 999.0 999.0 99.0 99.00
2007 03 21 13 00 999 99.0 99.0  3.05 11.11  8.14 293 1025.3   7.0 999.0 999.0 99.0 99.00
2007 03 21 14 00 999 99.0 99.0  3.26 11.11  8.25 301 1026.2   7.1 999.0 999.0 99.0 99.00
2007 03 21 15 00 999 99.0 99.0  2.87 10.00  8.00 289 1026.9   7.1 999.0 999.0 99.0 99.00
2007 03 21 16 00 999 99.0 99.0  2.75 11.11  8.08 298 1026.9   7.5 999.0 999.0 99.0 99.00
2007 03 21 17 00 999 99.0 99.0  2.77 10.00  8.55 289 1026.9   7.6 999.0 999.0 99.0 99.00
2007 03 21 19 00 999 99.0 99.0  2.28 11.11  7.47 289 1027.3   7.8 999.0 999.0 99.0 99.00
2007 03 21 20 00 999 99.0 99.0  2.31 10.00  7.44 287 1026.9   7.9 999.0 999.0 99.0 99.00
2007 03 21 21 00 999 99.0 99.0  2.00 14.29  6.72 278 1026.7   8.1 999.0 999.0 99.0 99.00
2007 03 21 22 00 999 99.0 99.0  2.22 14.29  6.90 287 1026.2   8.2 999.0 999.0 99.0 99.00
2007 03 21 23 00 999 99.0 99.0  2.14 10.00  6.47 291 1026.1   8.3 999.0 999.0 99.0 99.00
2007 03 22 00 00 999 99.0 99.0  1.91 14.29  6.03 280 1026.3   8.2 999.0 999.0 99.0 99.00
2007 03 22 01 00 999 99.0 99.0  1.98 10.00  6.05 283 1025.7   8.2 999.0 999.0 99.0 99.00
2007 03 22 02 00 999 99.0 99.0  2.04 14.29  6.28 286 1024.9   8.0 999.0 999.0 99.0 99.00
2007 03 22 03 00 999 99.0 99.0  2.02  9.09  6.05 294 1025.0   8.0 999.0 999.0 99.0 99.00
2007 03 22 04 00 999 99.0 99.0  2.05 12.50  6.10 277 1025.3   8.1 999.0 999.0 99.0 99.00
2007 03 22 05 00 999 99.0 99.0  1.94 12.50  6.08 272 1025.1   7.8 999.0 999.0 99.0 99.00
2007 03 22 06 00 999 99.0 99.0  2.01  8.33  6.41 280 1024.6   8.2 999.0 999.0 99.0 99.00
2007 03 22 07 00 999 99.0 99.0  1.81  9.09  6.30 284 1024.3   7.8 999.0 999.0 99.0 99.00
2007 03 22 08 00 999 99.0 99.0  1.78 10.00  6.46 289 1024.1   7.8 999.0 999.0 99.0 99.00
2007 03 22 09 00 999 99.0 99.0  1.73 10.00  6.84 287 1023.2   7.9 999.0 999.0 99.0 99.00
2007 03 22 10 00 999 99.0 99.0  1.88 10.00  7.02 272 1022.7   8.3 999.0 999.0 99.0 99.00
2007 03 22 11 00 999 99.0 99.0  2.13 10.00  7.36 269 1022.2   8.4 999.0 999.0 99.0 99.00
2007 03 22 12 00 999 99.0 99.0  2.07 10.00  7.32 276 1022.1   7.9 999.0 999.0 99.0 99.00
2007 03 22 13 00 999 99.0 99.0  2.30 10.00  7.45 281 1021.6   7.8 999.0 999.0 99.0 99.00
2007 03 22 14 00 999 99.0 99.0  2.53 11.11  7.69 277 1021.4   7.9 999.0 999.0 99.0 99.00
2007 03 22 15 00 999 99.0 99.0  2.57 10.00  7.73 276 1021.1   8.2 999.0 999.0 99.0 99.00
2007 03 22 16 00 999 99.0 99.0  2.66 11.11  7.84 274 1021.1   8.4 999.0 999.0 99.0 99.00
2007 03 22 17 00 999 99.0 99.0  2.68 11.11  8.17 279 1021.3   8.6 999.0 999.0 99.0 99.00
2007 03 22 18 00 999 99.0 99.0  2.73 11.11  7.69 280 1021.2   8.6 999.0 999.0 99.0 99.00
2007 03 22 19 00 999 99.0 99.0  2.65 11.11  7.93 278 1020.6   8.9 999.0 999.0 99.0 99.00
2007 03 22 20 00 999 99.0 99.0  2.52 10.00  7.70 278 1019.8   8.7 999.0 999.0 99.0 99.00
2007 03 22 21 00 999 99.0 99.0  2.74 11.11  7.99 286 1019.5   8.8 999.0 999.0 99.0 99.00
2007 03 22 22 00 999 99.0 99.0  2.94 11.11  8.01 281 1019.2   8.6 999.0 999.0 99.0 99.00
2007 03 22 23 00 999 99.0 99.0  2.96 11.11  8.09 277 1019.4   8.7 999.0 999.0 99.0 99.00
2007 03 23 00 00 999 99.0 99.0  3.12 20.00  8.71 284 1018.7   8.6 999.0 999.0 99.0 99.00
2007 03 23 01 00 999 99.0 99.0  2.95 20.00  8.36 291 1019.1   8.9 999.0 999.0 99.0 99.00
2007 03 23 02 00 999 99.0 99.0  3.33 20.00  8.89 290 1018.6   9.0 999.0 999.0 99.0 99.00
2007 03 23 03 00 999 99.0 99.0  3.02 20.00  8.63 295 1018.9   9.0 999.0 999.0 99.0 99.00
2007 03 23 04 00 999 99.0 99.0  3.42 20.00  9.08 296 1018.8   9.1 999.0 999.0 99.0 99.00
2007 03 23 05 00 999 99.0 99.0  3.78 20.00  9.65 288 1019.4   9.0 999.0 999.0 99.0 99.00
2007 03 23 07 00 999 99.0 99.0  3.77 16.67 10.11 294 1019.7   9.0 999.0 999.0 99.0 99.00
2007 03 23 08 00 999 99.0 99.0  4.25 16.67 10.11 296 1018.8   8.9 999.0 999.0 99.0 99.00
2007 03 23 09 00 999 99.0 99.0  4.03 16.67  9.84 293 1019.4   8.9 999.0 999.0 99.0 99.00
2007 03 23 10 00 999 99.0 99.0  3.99 16.67 10.08 294 1019.9   8.9 999.0 999.0 99.0 99.00
2007 03 23 11 00 999 99.0 99.0  4.17 16.67 10.13 294 1019.1   8.7 999.0 999.0 99.0 99.00
2007 03 23 12 00 999 99.0 99.0  3.83 14.29  9.35 300 1018.5   8.7 999.0 999.0 99.0 99.00
2007 03 23 13 00 999 99.0 99.0  3.97 16.67  9.47 290 1017.8   8.8 999.0 999.0 99.0 99.00
2007 03 23 14 00 999 99.0 99.0  3.51 14.29  8.43 283 1017.9   9.0 999.0 999.0 99.0 99.00
2007 03 23 15 00 999 99.0 99.0  4.06 14.29  8.82 286 1017.8   9.4 999.0 999.0 99.0 99.00
2007 03 23 16 00 999 99.0 99.0  4.43 14.29  9.04 288 1017.8   9.4 999.0 999.0 99.0 99.00
2007 03 23 17 00 999 99.0 99.0  3.86 14.29  8.54 291 1017.5   9.4 999.0 999.0 99.0 99.00
2007 03 23 18 00 999 99.0 99.0  3.84 12.50  8.38 290 1017.3   9.4 999.0 999.0 99.0 99.00
2007 03 23 19 00 999 99.0 99.0  3.99 14.29  8.63 285 1017.2   9.4 999.0 999.0 99.0 99.00
2007 03 23 20 00 999 99.0 99.0  3.84 14.29  8.18 294 1016.4   9.1 999.0 999.0 99.0 99.00
2007 03 23 21 00 999 99.0 99.0  3.76 14.29  7.98 298 1015.9   9.0 999.0 999.0 99.0 99.00
2007 03 23 22 00 999 99.0 99.0  3.48 14.29  7.40 293 1016.0   9.0 999.0 999.0 99.0 99.00
2007 03 23 23 00 999 99.0 99.0  3.58 14.29  7.56 292 1015.8   9.4 999.0 999.0 99.0 99.00
2007 03 24 00 00 999 99.0 99.0  3.80 14.29  7.66 292 1015.6   9.5 999.0 999.0 99.0 99.00
2007 03 24 01 00 999 99.0 99.0  3.72 14.29  7.64 286 1015.2   9.5 999.0 999.0 99.0 99.00
2007 03 24 02 00 999 99.0 99.0  3.52 12.50  7.68 285 1015.1   9.4 999.0 999.0 99.0 99.00
2007 03 24 03 00 999 99.0 99.0  2.94 12.50  7.03 283 1015.3   9.4 999.0 999.0 99.0 99.00
2007 03 24 04 00 999 99.0 99.0  3.44 14.29  7.69 286 1015.1   9.4 999.0 999.0 99.0 99.00
2007 03 24 05 00 999 99.0 99.0  3.24 12.50  7.19 288 1015.1   9.5 999.0 999.0 99.0 99.00
2007 03 24 06 00 999 99.0 99.0  3.06 14.29  7.26 276 1014.3   9.5 999.0 999.0 99.0 99.00
2007 03 24 07 00 999 99.0 99.0  3.50 12.50  7.58 293 1013.4   9.4 999.0 999.0 99.0 99.00
2007 03 24 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.8   9.4 999.0 999.0 99.0 99.00
2007 03 24 09 00 999 99.0 99.0  3.58 12.50  7.21 268 1012.4   9.5 999.0 999.0 99.0 99.00
2007 03 24 10 00 999 99.0 99.0  3.20 14.29  6.87 281 1011.9   9.5 999.0 999.0 99.0 99.00
2007 03 24 11 00 999 99.0 99.0  3.29 12.50  7.01 271 1011.5   9.7 999.0 999.0 99.0 99.00
2007 03 24 12 00 999 99.0 99.0  3.27 12.50  6.72 268 1011.1   9.5 999.0 999.0 99.0 99.00
2007 03 24 13 00 999 99.0 99.0  3.36 12.50  6.83 280 1011.2   9.7 999.0 999.0 99.0 99.00
2007 03 24 14 00 999 99.0 99.0  3.17 12.50  6.88 285 1011.1   9.7 999.0 999.0 99.0 99.00
2007 03 24 15 00 999 99.0 99.0  3.36 12.50  7.12 274 1011.2   9.7 999.0 999.0 99.0 99.00
2007 03 24 16 00 999 99.0 99.0  3.23 11.11  7.01 274 1010.9   9.5 999.0 999.0 99.0 99.00
2007 03 24 17 00 999 99.0 99.0  3.08 12.50  6.72 279 1010.6   9.7 999.0 999.0 99.0 99.00
2007 03 24 18 00 999 99.0 99.0  3.39 11.11  7.02 281 1011.0   9.7 999.0 999.0 99.0 99.00
2007 03 24 19 00 999 99.0 99.0  3.02 11.11  6.77 280 1011.2   9.7 999.0 999.0 99.0 99.00
2007 03 24 20 00 999 99.0 99.0  3.15 12.50  6.95 276 1011.2   9.7 999.0 999.0 99.0 99.00
2007 03 24 21 00 999 99.0 99.0  3.02 12.50  6.94 285 1011.3   9.5 999.0 999.0 99.0 99.00
2007 03 24 22 00 999 99.0 99.0  3.03 11.11  7.07 278 1011.3   9.5 999.0 999.0 99.0 99.00
2007 03 24 23 00 999 99.0 99.0  2.78 12.50  7.11 279 1011.9   9.4 999.0 999.0 99.0 99.00
2007 03 25 00 00 999 99.0 99.0  2.76 12.50  7.05 279 1012.6   9.4 999.0 999.0 99.0 99.00
2007 03 25 01 00 999 99.0 99.0  2.64 11.11  7.27 282 1012.2   9.0 999.0 999.0 99.0 99.00
2007 03 25 02 00 999 99.0 99.0  2.51 12.50  7.18 284 1012.6   8.6 999.0 999.0 99.0 99.00
2007 03 25 03 00 999 99.0 99.0  2.43 11.11  7.36 279 1012.6   8.7 999.0 999.0 99.0 99.00
2007 03 25 04 00 999 99.0 99.0  2.41 11.11  7.27 282 1012.7   8.6 999.0 999.0 99.0 99.00
2007 03 25 05 00 999 99.0 99.0  2.64 11.11  7.51 276 1013.1   8.6 999.0 999.0 99.0 99.00
2007 03 25 06 00 999 99.0 99.0  2.38 12.50  7.33 278 1013.3   8.6 999.0 999.0 99.0 99.00
2007 03 25 07 00 999 99.0 99.0  2.46 11.11  7.49 280 1013.4   8.3 999.0 999.0 99.0 99.00
2007 03 25 08 00 999 99.0 99.0  2.48 10.00  7.54 285 1013.8   8.6 999.0 999.0 99.0 99.00
2007 03 25 09 00 999 99.0 99.0  2.39 11.11  7.82 272 1013.8   8.7 999.0 999.0 99.0 99.00
2007 03 25 10 00 999 99.0 99.0  2.31 11.11  7.56 276 1014.1   7.4 999.0 999.0 99.0 99.00
2007 03 25 11 00 999 99.0 99.0  2.19 11.11  7.51 278 1014.5   7.8 999.0 999.0 99.0 99.00
2007 03 25 12 00 999 99.0 99.0  2.34 11.11  7.68 271 1014.8   7.9 999.0 999.0 99.0 99.00
2007 03 25 13 00 999 99.0 99.0  2.44  9.09  7.91 278 1015.4   8.2 999.0 999.0 99.0 99.00
2007 03 25 14 00 999 99.0 99.0  2.56 11.11  8.01 279 1016.4   8.3 999.0 999.0 99.0 99.00
2007 03 25 15 00 999 99.0 99.0  2.37 11.11  7.46 278 1017.2   8.3 999.0 999.0 99.0 99.00
2007 03 25 16 00 999 99.0 99.0  2.57 11.11  7.62 286 1018.1   8.6 999.0 999.0 99.0 99.00
2007 03 25 17 00 999 99.0 99.0  2.79 11.11  7.72 289 1018.9   8.6 999.0 999.0 99.0 99.00
2007 03 25 18 00 999 99.0 99.0  2.74 11.11  7.75 288 1019.6   8.7 999.0 999.0 99.0 99.00
2007 03 25 19 00 999 99.0 99.0  2.59 10.00  7.68 278 1020.1   8.8 999.0 999.0 99.0 99.00
2007 03 25 20 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   9.0 999.0 999.0 99.0 99.00
2007 03 25 21 00 999 99.0 99.0  2.75 10.00  7.79 269 1020.8   9.0 999.0 999.0 99.0 99.00
2007 03 25 22 00 999 99.0 99.0  2.62 10.00  7.64 269 1020.6   9.0 999.0 999.0 99.0 99.00
2007 03 25 23 00 999 99.0 99.0  2.62 11.11  7.95 276 1020.5   9.1 999.0 999.0 99.0 99.00
2007 03 26 00 00 999 99.0 99.0  2.63 11.11  7.48 275 1020.5   9.4 999.0 999.0 99.0 99.00
2007 03 26 01 00 999 99.0 99.0  2.36 10.00  7.29 285 1020.3   9.4 999.0 999.0 99.0 99.00
2007 03 26 02 00 999 99.0 99.0  2.52 11.11  7.69 273 1020.1   9.1 999.0 999.0 99.0 99.00
2007 03 26 03 00 999 99.0 99.0  2.26 10.00  7.24 274 1019.6   8.9 999.0 999.0 99.0 99.00
2007 03 26 04 00 999 99.0 99.0  2.32 11.11  7.67 278 1019.2   8.7 999.0 999.0 99.0 99.00
2007 03 26 05 00 999 99.0 99.0  2.15 11.11  7.18 273 1018.9   8.6 999.0 999.0 99.0 99.00
2007 03 26 06 00 999 99.0 99.0  2.10 10.00  7.32 275 1018.3   8.6 999.0 999.0 99.0 99.00
2007 03 26 07 00 999 99.0 99.0  2.06 10.00  7.22 272 1017.3   8.3 999.0 999.0 99.0 99.00
2007 03 26 08 00 999 99.0 99.0  1.79 11.11  7.28 281 1016.5   8.2 999.0 999.0 99.0 99.00
2007 03 26 09 00 999 99.0 99.0  1.82 11.11  7.17 276 1015.7   7.9 999.0 999.0 99.0 99.00
2007 03 26 10 00 999 99.0 99.0  1.80 10.00  7.10 276 1014.1   7.9 999.0 999.0 99.0 99.00
