YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
96 01 03 21 261  8.3 11.3  4.92 12.50  8.70 259 1013.0   8.7   9.0 999.0 99.0
96 01 03 22 260  4.4  6.3  4.77 12.50  8.72 253 1012.8   8.1   9.0 999.0 99.0
96 01 03 23 265  7.4  9.3  5.07 12.50  9.06 255 1012.6   8.8   9.1 999.0 99.0
96 01 04 00 256  7.6 10.8  4.40 12.50  8.26 249 1012.7   8.7   8.6 999.0 99.0
96 01 04 01 277  8.6 12.0  4.53 10.00  8.18 274 1012.7   8.6   8.2 999.0 99.0
96 01 04 02 279  6.9 10.6  4.64 12.50  8.58 241 1012.8   8.5   8.0 999.0 99.0
96 01 04 03 271  7.1  9.4  4.67  9.09  8.08 276 1013.2   8.6   8.1 999.0 99.0
96 01 04 04 272  7.8 10.5  4.09 12.50  7.63 239 1013.2   8.6   8.2 999.0 99.0
96 01 04 05 286  5.7  7.8  3.92 11.11  7.75 250 1013.4   8.2   8.2 999.0 99.0
96 01 04 06 275  8.2 11.4  3.67 11.11  7.69 247 1013.2   8.2   8.2 999.0 99.0
96 01 04 07 251  7.0  9.1  3.49 10.00  7.29 253 1013.4   7.9   8.3 999.0 99.0
96 01 04 08 278  5.3  7.0  3.68 12.50  7.77 246 1013.5   7.9   8.3 999.0 99.0
96 01 04 09 259  6.4  8.6  3.41 12.50  7.37 246 1013.4   8.3   8.3 999.0 99.0
96 01 04 10 262  7.9  9.9  3.21  9.09  7.25 275 1013.5   8.1   8.6 999.0 99.0
96 01 04 11 262  7.2  9.9 99.00 99.00 99.00 999 1014.1   8.3   8.6 999.0 99.0
96 01 04 12 276  7.1 11.1  3.37 12.50  7.35 252 1014.3   8.0   8.7 999.0 99.0
96 01 04 13 252  6.0  7.7  3.48 11.11  7.64 251 1014.5   7.5   8.9 999.0 99.0
96 01 04 14 326  4.7  5.9  3.23 11.11  7.47 257 1014.8   7.1   8.7 999.0 99.0
96 01 04 15 276  6.1  7.9  3.34 11.11  7.61 259 1014.9   8.2   7.9 999.0 99.0
96 01 04 16 278  4.2  5.8  3.34 11.11  7.53 257 1015.1   7.8   7.9 999.0 99.0
96 01 04 17 260  6.3  8.6  3.19 11.11  7.58 253 1015.7   7.5   7.8 999.0 99.0
96 01 04 18 243  3.5  5.1  3.07  9.09  7.44 269 1016.2   7.4   7.8 999.0 99.0
96 01 04 19 288  5.3  7.4  3.09 10.00  7.72 253 1016.5   7.1   7.8 999.0 99.0
96 01 04 20 316  1.9  3.3  2.84 11.11  7.66 281 1016.8   7.1   7.9 999.0 99.0
96 01 04 21 270  1.8  3.0  3.24 10.00  8.14 286 1016.3   7.4   8.1 999.0 99.0
96 01 04 22 280  2.3  4.0  3.30 10.00  8.04 271 1016.4   7.1   8.5 999.0 99.0
96 01 04 23 308  4.2  5.6  3.10  9.09  7.81 291 1016.5   7.8   8.6 999.0 99.0
96 01 05 00 355  1.3  2.3  3.16  9.09  7.88 286 1017.0   7.1   8.6 999.0 99.0
96 01 05 01 324  3.1  4.4  3.09 10.00  8.05 310 1017.2   7.1   8.1 999.0 99.0
96 01 05 02  32  2.0  3.3  3.47 16.67  8.52 307 1017.4   7.0   8.4 999.0 99.0
96 01 05 03  28  1.8  2.7  3.06 10.00  8.25 291 1017.4   6.7   8.6 999.0 99.0
96 01 05 04  66  1.6  2.8  2.94 16.67  8.11 272 1017.8   6.7   8.3 999.0 99.0
96 01 05 05  81  1.5  3.4  3.00 16.67  8.49 281 1017.9   6.6   8.1 999.0 99.0
96 01 05 06  78  2.6  3.8  3.00 16.67  9.00 282 1017.9   6.7   8.0 999.0 99.0
96 01 05 07  92  4.0  5.7  3.09 16.67  9.36 289 1018.2   6.6   8.2 999.0 99.0
96 01 05 08 109  3.7  6.0  3.06 14.29  8.68 286 1018.3   6.7   8.4 999.0 99.0
96 01 05 09 104  4.3  5.9  3.30 16.67  9.49 291 1018.3   6.7   8.7 999.0 99.0
96 01 05 10 105  5.1  7.0  3.06 14.29  9.01 288 1018.3   7.1   9.0 999.0 99.0
96 01 05 11 111  6.1  7.7  2.91 14.29  9.00 298 1018.3   6.7   9.0 999.0 99.0
96 01 05 12  98  6.6  8.8  3.09 14.29  9.55 296 1018.4   6.7   8.7 999.0 99.0
96 01 05 13 103  6.8  8.2  2.80 12.50  9.14 294 1018.2   7.0   8.6 999.0 99.0
96 01 05 14 100  6.8  8.4  2.79 14.29  9.53 295 1018.3   7.0   8.6 999.0 99.0
96 01 05 15  99  8.0  9.8  2.56 14.29  9.08 297 1017.8   7.0   8.6 999.0 99.0
96 01 05 16  98  8.0  9.8  2.33 14.29  8.77 305 1018.0   7.1   8.6 999.0 99.0
96 01 05 17 100  8.5 10.5  1.95 14.29  7.83 293 1018.1   7.0   9.0 999.0 99.0
96 01 05 18 104  8.4 10.3  1.77 14.29  6.74 297 1018.0   7.1   9.4 999.0 99.0
96 01 05 19 103  8.6 10.1  2.16 14.29  7.20 294 1017.5   7.8   9.7 999.0 99.0
96 01 05 20 104  8.8 11.4  1.86 16.67  5.87 290 1016.7   7.8   9.7 999.0 99.0
96 01 05 21 103  9.0 10.7  1.82 14.29  5.79 293 1015.8   7.8   9.7 999.0 99.0
96 01 05 22 103  9.6 11.3  1.88 14.29  5.52 289 1014.9   7.8   9.7 999.0 99.0
96 01 05 23 102 10.6 12.9  1.72 14.29  5.71 301 1014.2   7.8   9.4 999.0 99.0
96 01 06 00 103 11.2 13.0  1.83 14.29  5.43 302 1013.5   7.8   9.5 999.0 99.0
96 01 06 01 105 10.5 12.4  1.95 14.29  6.58 310 1013.6   7.7   8.7 999.0 99.0
96 01 06 02 118  9.9 11.9  1.91 14.29  6.14 305 1013.6   8.0   9.0 999.0 99.0
96 01 06 03 145 11.5 13.6  2.46  7.14  6.12 199 1013.9   9.4   9.0 999.0 99.0
96 01 06 04 149 11.3 13.9  2.76  7.14  6.29 196 1013.6   9.5   9.1 999.0 99.0
96 01 06 05 163 11.9 14.1  2.98  8.33  6.28 199 1013.3  10.2   9.4 999.0 99.0
96 01 06 06 166 12.1 14.6  3.07  8.33  6.09 200 1013.5  10.9   9.5 999.0 99.0
96 01 06 07 170 12.1 14.7  2.92  9.09  6.09 210 1013.8  10.9   9.5 999.0 99.0
96 01 06 08 168 11.2 13.2  3.00  8.33  6.15 196 1014.0  11.0  10.0 999.0 99.0
96 01 06 09 173 12.2 15.0  2.89  9.09  5.99 194 1013.9  11.3   9.8 999.0 99.0
96 01 06 10 169 12.6 14.8  3.19  9.09  6.34 195 1014.1  11.0  10.2 999.0 99.0
96 01 06 11 160 12.8 15.9  3.50  9.09  6.43 183 1013.8  11.3  10.3 999.0 99.0
96 01 06 12 161 13.4 17.6  3.66  9.09  6.68 186 1014.0  11.0  10.5 999.0 99.0
96 01 06 13 161 13.4 16.9  3.91  9.09  6.47 185 1014.2  11.0  10.6 999.0 99.0
96 01 06 14 162 14.5 17.7  3.79  9.09  6.47 180 1013.6  11.0  10.6 999.0 99.0
96 01 06 15 160 14.5 18.0  4.02  8.33  6.54 191 1013.8  11.0  10.6 999.0 99.0
96 01 06 16 161 14.3 17.2  3.97  8.33  6.43 183 1013.6  11.3  10.6 999.0 99.0
96 01 06 17 162 15.1 19.7  4.26  8.33  6.61 192 1013.3  11.4  10.6 999.0 99.0
96 01 06 18 167 15.6 18.4  4.05  8.33  6.60 195 1013.4  12.0  10.7 999.0 99.0
96 01 06 19 167 14.6 18.0  4.32  8.33  6.62 190 1013.4  12.1  10.9 999.0 99.0
96 01 06 20 172 15.3 18.1  4.93  9.09  7.07 187 1012.5  12.5  11.0 999.0 99.0
96 01 06 21 176 15.0 18.6  4.71  9.09  7.13 191 1012.2  12.0  11.0 999.0 99.0
96 01 06 22 180 14.0 17.7  4.94  9.09  7.32 187 1012.6  11.8  11.0 999.0 99.0
96 01 06 23 183 13.5 17.1  4.75  9.09  7.02 195 1012.9  12.0  11.0 999.0 99.0
96 05 02 00 285  2.9  4.1  1.19  9.09  6.13 296 1023.6   9.5  12.1 999.0 99.0
96 05 02 01 305  3.6  4.6  1.32  9.09  6.34 293 1023.3   9.4  11.3 999.0 99.0
96 05 02 02 297  5.4  6.8  1.13  9.09  6.09 296 1022.6   9.1  11.0 999.0 99.0
96 05 02 03 293  4.9  6.3  1.18  9.09  5.97 300 1022.1   9.1  10.9 999.0 99.0
96 05 02 04 306  5.2  6.9  1.05  8.33  5.83 295 1021.9   9.0  10.9 999.0 99.0
96 05 02 05 317  4.3  6.4  1.07  8.33  5.76 305 1022.0   8.6  10.9 999.0 99.0
96 05 02 06 292  4.1  5.1  1.05  8.33  5.91 295 1021.9   8.6  10.9 999.0 99.0
96 05 02 07 275  6.2  7.1  1.12  8.33  5.66 296 1021.2   8.0  11.0 999.0 99.0
96 05 02 08 283  4.2  6.0  1.23  8.33  5.79 301 1021.2   8.1  10.9 999.0 99.0
96 05 02 09 300  6.2  7.7  1.12  8.33  5.31 290 1021.0   8.2  11.0 999.0 99.0
96 05 02 10 292  4.1  6.7  1.11  8.33  5.75 297 1020.5   8.2  11.0 999.0 99.0
96 05 02 11 316  6.9  8.4  1.14  8.33  5.52 294 1020.2   8.4  11.3 999.0 99.0
96 05 02 12 309  5.9  7.6  1.21  9.09  5.52 293 1019.8   8.2  11.0 999.0 99.0
96 05 02 13 333  4.8  6.3  1.14  9.09  5.51 301 1020.0   8.0  10.6 999.0 99.0
96 05 02 14 320  4.5  6.0  1.07  7.69  5.40 294 1019.7   8.4  10.6 999.0 99.0
96 05 02 15 271  1.4  3.8  1.14  8.33  4.94 293 1020.6   6.7  10.6 999.0 99.0
96 05 02 16 311  5.9  7.6  1.09  8.33  5.44 299 1020.4   7.4  10.5 999.0 99.0
96 05 02 17 307  4.2  6.5  1.15  5.88  5.27 293 1020.5   8.0  10.7 999.0 99.0
96 05 02 18 296  4.3  5.3  1.09  6.25  5.18 297 1020.4   8.6  11.2 999.0 99.0
96 05 02 19 213  6.1  8.7  1.09  5.88  5.17 292 1020.5   6.9  11.1 999.0 99.0
96 05 02 20 296  4.9  6.7  1.17  7.69  5.01 295 1020.6   8.6  11.3 999.0 99.0
96 05 02 21 286  4.4  6.1  1.22  5.26  4.97 304 1021.0   8.8  11.7 999.0 99.0
96 05 02 22 272  5.9  7.1  1.25  6.25  4.84 300 1021.1   8.8  11.7 999.0 99.0
96 05 02 23 304  5.9  7.0  1.17  5.56  5.03 306 1021.1   8.6  11.7 999.0 99.0
96 05 03 00 274  5.3  6.8  1.25  5.88  4.98 300 1021.1   8.8  11.7 999.0 99.0
96 05 03 01 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 05 03 02 298  8.1  9.6  1.17  6.25  5.37 298 1020.5   9.0  11.7 999.0 99.0
96 05 03 03 294  5.7  7.5  1.16  6.67  5.24 298 1020.5   8.9  11.7 999.0 99.0
96 05 03 04 280  5.9  7.2  1.23  6.67  5.34 299 1020.3   8.7  11.0 999.0 99.0
96 05 03 05 276  5.2  6.6  1.24  6.67  5.43 293 1020.5   8.7  11.0 999.0 99.0
96 05 03 06 262  5.8  7.2  1.27  6.25  5.25 295 1020.3   8.6  10.7 999.0 99.0
96 05 03 07 301  4.2  5.5  1.18  6.25  5.10 299 1020.3   8.2  11.0 999.0 99.0
96 05 03 08 271  5.8  6.9  1.11  6.67  5.17 296 1019.7   8.6  10.9 999.0 99.0
96 05 03 09 245  4.6  6.3  1.07  6.67  5.18 285 1019.6   8.0  10.9 999.0 99.0
96 05 03 10 307  4.4  6.3  1.15  6.67  5.10 300 1019.7   7.1  10.9 999.0 99.0
96 05 03 11 261  3.8  5.1  1.04  6.25  5.04 303 1019.6   7.8  10.9 999.0 99.0
96 05 03 12 265  4.2  5.4  1.05  6.67  5.26 291 1019.5   7.9  10.9 999.0 99.0
96 05 03 13 271  9.2 11.4   .98  6.25  4.73 291 1019.4   6.7  10.8 999.0 99.0
96 05 03 14 267  1.3  2.8  1.12  6.25  5.73 299 1020.0   6.7  10.6 999.0 99.0
96 05 03 15 334  2.3  4.3  1.23  6.67  5.72 300 1020.3   7.2  10.9 999.0 99.0
96 05 03 16   2  4.4  6.4  1.36  6.25  5.50 302 1020.5   7.5  10.9 999.0 99.0
96 05 03 17 212  4.1  6.1  1.32  6.25  5.37 312 1021.1   6.3  10.9 999.0 99.0
96 05 03 18 107  2.9  4.1  1.31  6.67  5.45 317 1021.4   6.6  11.0 999.0 99.0
96 05 03 19 198  1.8  2.5  1.27  6.25  5.48 310 1022.0   7.4  11.6 999.0 99.0
96 05 03 20 186  1.8  2.5  1.12  7.14  5.39 297 1022.1   7.5  12.0 999.0 99.0
96 05 03 21 237  3.8  5.4  1.15  6.67  5.41 309 1022.0   8.2  12.5 999.0 99.0
96 05 03 22 283  3.9  5.1  1.19  6.25  5.34 296 1022.6   8.7  12.6 999.0 99.0
96 05 03 23 284  5.0  6.2  1.04  6.25  5.15 285 1022.7   9.0  12.6 999.0 99.0
96 05 04 00 263  4.3  5.3  1.17  5.88  5.44 279 1022.8   9.0  12.2 999.0 99.0
96 05 04 01 294  4.2  5.3  1.24  6.25  5.64 283 1023.4   9.5  12.1 999.0 99.0
96 05 04 02 286  4.9  6.8  1.26  7.14  5.43 281 1023.4   9.3  11.9 999.0 99.0
96 05 04 03 286  5.3  6.9  1.46  6.67  5.73 289 1023.5   9.7  11.4 999.0 99.0
96 05 04 04 292  5.6  7.0  1.41  7.14  5.62 302 1023.6   9.4  11.3 999.0 99.0
96 05 04 05 272  6.4  7.7  1.37  7.14  5.59 297 1024.1   9.1  11.0 999.0 99.0
96 05 04 06 293  4.1  6.2  1.26  7.14  5.42 302 1024.3   9.3  11.0 999.0 99.0
96 05 04 07 304  3.5  4.6  1.35  7.14  5.54 302 1024.3   9.1  11.0 999.0 99.0
96 05 04 08 270  2.9  3.9  1.32  7.69  5.62 288 1024.3   9.4  11.0 999.0 99.0
96 05 04 09 258  3.8  4.9  1.25  7.14  5.59 299 1024.7   8.3  11.0 999.0 99.0
96 05 04 10 277  5.2  6.6  1.32  7.14  6.14 287 1024.8   8.7  10.9 999.0 99.0
96 05 04 11 223   .7  1.5  1.31  7.69  5.95 300 1025.1   8.6  10.9 999.0 99.0
96 05 04 12 282  2.2  3.2  1.30  7.69  5.96 285 1025.1   9.0  10.6 999.0 99.0
96 05 04 13 274  1.5  2.1  1.24  7.69  5.95 283 1025.1   9.0  10.5 999.0 99.0
96 05 04 14 113  3.4  5.1  1.24  7.69  6.01 311 1025.4   8.3  11.0 999.0 99.0
96 05 04 15 107  4.3  5.6  1.40  7.69  6.28 312 1025.6   8.6  11.0 999.0 99.0
96 05 04 16 106  4.7  5.8  1.41  7.69  6.30 312 1025.7   8.6  11.0 999.0 99.0
96 05 04 17 170  2.2  3.4  1.34  7.69  6.14 297 1025.8   9.0  11.0 999.0 99.0
96 05 04 18 159  2.6  3.5  1.21  7.69  5.77 302 1025.8   9.5  11.3 999.0 99.0
96 05 04 19 182  1.9  2.9  1.11  7.69  5.62 304 1026.1   9.5  11.8 999.0 99.0
96 05 04 20 228  1.0  1.6  1.22  7.69  6.04 305 1025.9  10.0  12.7 999.0 99.0
96 05 04 21 263  1.3  2.1  1.10  7.69  5.73 291 1025.7  10.1  13.2 999.0 99.0
96 05 04 22 290  2.7  3.8  1.28  7.14  5.90 298 1025.2  10.2  13.4 999.0 99.0
96 05 04 23 310  3.6  4.5  1.25  7.69  5.91 331 1025.1  10.3  13.7 999.0 99.0
96 05 05 00 316  4.4  5.5  1.27  7.14  5.97 327 1024.3  10.5  13.6 999.0 99.0
96 05 05 01 327  5.3  6.5  1.27  7.69  6.34 320 1024.0  10.5  13.0 999.0 99.0
96 05 05 02 345  6.0  7.3  1.10  7.69  6.30 306 1023.6  10.3  13.0 999.0 99.0
96 05 05 03 344  6.3  7.4   .94  7.69  6.08 302 1023.4  10.3  12.8 999.0 99.0
96 05 05 04 342  6.9  8.1  1.28  8.33  6.42 303 1023.0  10.2  12.5 999.0 99.0
96 05 05 05 348  6.8  7.9  1.25  8.33  5.80 308 1023.4  10.3  12.0 999.0 99.0
96 05 05 06 345  6.4  7.7  1.35  9.09  6.03 309 1023.0  10.5  11.8 999.0 99.0
96 05 05 07 341  6.0  7.3  1.23  8.33  5.77 310 1022.9  10.6  11.8 999.0 99.0
96 05 05 08 332  6.8  8.5  1.21  8.33  5.62 310 1022.7  10.5  11.7 999.0 99.0
96 05 05 09 341  7.3  8.8  1.31  8.33  5.34 310 1022.6  10.3  11.5 999.0 99.0
96 05 05 10 350  6.6  8.0  1.28  8.33  5.32 309 1022.5  10.3  11.7 999.0 99.0
96 05 05 11 357  6.9  7.9  1.25  8.33  5.34 317 1022.4  10.3  11.7 999.0 99.0
96 05 05 12 350  7.0  9.0  1.24  7.69  5.11 312 1022.6  10.2  11.4 999.0 99.0
96 05 05 13 353  7.8  9.3  1.29  8.33  5.17 311 1022.6  10.2  11.7 999.0 99.0
96 05 05 14 360  6.5  7.6  1.30  7.69  5.11 316 1023.4  10.2  11.3 999.0 99.0
96 05 05 15 349  5.8  7.3  1.34  7.69  6.01 312 1024.1  10.0  11.1 999.0 99.0
96 05 05 16 353  6.0  7.1  1.31  7.69  6.13 310 1024.3  10.2  11.3 999.0 99.0
96 05 05 17 352  5.5  6.6  1.33  8.33  5.79 311 1025.1  10.2  11.3 999.0 99.0
96 05 05 18 343  3.8  5.0  1.26  7.69  5.98 309 1025.5  10.5  11.4 999.0 99.0
96 05 05 19 347  3.3  4.1  1.14  7.69  5.75 308 1025.8  10.9  11.8 999.0 99.0
96 05 05 20 320  6.3  7.5  1.13  8.33  5.51 304 1025.7  11.0  12.0 999.0 99.0
96 05 05 21 333  6.0  6.9  1.27  8.33  5.32 307 1025.5  11.0  11.9 999.0 99.0
96 05 05 22 311  6.8  8.4  1.22  7.69  5.31 310 1025.6  11.0  12.4 999.0 99.0
96 05 05 23 312  6.8  8.1  1.12  8.33  4.85 306 1025.7  11.0  12.4 999.0 99.0
96 05 06 00 308  7.0  8.6  1.21  7.69  5.16 304 1025.6  10.9  12.5 999.0 99.0
96 05 06 01 308  7.2  8.3  1.11  7.69  5.12 307 1025.5  10.9  12.6 999.0 99.0
96 05 06 02 314  6.4  7.7  1.16 12.50  5.34 279 1025.1  10.6  12.5 999.0 99.0
96 05 06 03 334  6.5  8.0  1.11  7.69  5.32 299 1025.0  10.5  12.2 999.0 99.0
96 05 06 04 330  6.7  7.9  1.21 12.50  5.41 284 1024.9  10.5  12.1 999.0 99.0
96 05 06 05 341  4.7  5.8  1.25  7.69  5.51 309 1025.0  10.3  11.7 999.0 99.0
96 05 06 06 335  6.4  8.0  1.21  5.88  5.45 297 1024.9  10.2  11.4 999.0 99.0
96 05 06 07 341  4.5  5.5  1.11 12.50  5.17 277 1024.4   9.9  11.3 999.0 99.0
96 05 06 08 320  6.3  7.5  1.11 11.11  5.35 289 1024.2   9.8  11.1 999.0 99.0
96 05 06 09 336  4.5  5.7  1.14  7.69  5.21 314 1024.1   9.7  11.0 999.0 99.0
96 05 06 10 310  5.0  6.5  1.11  7.69  5.35 313 1023.6   9.5  11.0 999.0 99.0
96 05 06 11 325  5.1  6.6  1.20  7.69  5.51 314 1023.5   9.5  11.0 999.0 99.0
96 05 06 12 321  4.9  6.6  1.14  7.69  5.16 310 1023.3   9.4  11.3 999.0 99.0
96 05 06 13 318  4.9  6.2  1.17  8.33  5.61 314 1022.7   9.4  11.3 999.0 99.0
96 05 06 14 329  6.2  8.0  1.18 11.11  5.55 272 1022.7   9.4  11.8 999.0 99.0
96 05 06 15 322  5.7  7.1  1.21  7.69  5.17 291 1022.8   9.5  11.3 999.0 99.0
96 05 06 16 325  4.2  5.8  1.44  7.69  5.80 326 1023.4   9.5  11.0 999.0 99.0
96 05 06 17 310  2.4  4.2  1.43  7.69  5.95 324 1023.0   9.6  11.0 999.0 99.0
96 05 06 18 322  3.3  4.1  1.34  7.14  5.73 320 1022.7   9.7  11.3 999.0 99.0
96 05 06 19 316  4.1  5.6  1.26  7.14  5.76 314 1022.7   9.5  11.3 999.0 99.0
96 05 06 20 311  4.1  5.5  1.27  7.14  5.62 310 1022.6   9.5  11.3 999.0 99.0
96 05 06 21 290  3.9  5.1  1.07  7.14  5.32 304 1022.0   9.8  11.8 999.0 99.0
