YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2002 01 03 04 184  9.1 11.6  5.71 14.29  9.07 233 1013.4  10.6  10.2   8.6 99.0 99.00
2002 01 03 05 185  9.3 11.4  4.95 12.50  8.43 238 1014.0  10.5  10.2   8.8 99.0 99.00
2002 01 03 06 190  9.4 11.3  4.45 12.50  7.84 240 1014.5  10.5  10.2   8.6 99.0 99.00
2002 01 03 07 188  8.6 10.4  5.03 12.50  8.69 232 1015.0  10.5  10.2   8.7 99.0 99.00
2002 01 03 08 187  8.6 11.1  4.57 12.50  8.13 235 1015.6  10.5  10.2   8.8 99.0 99.00
2002 01 03 09 183  8.4 10.8  4.38 12.50  8.33 232 1016.0  10.3  10.2   8.9 99.0 99.00
2002 01 03 10 183  8.1 10.0  3.98 12.50  7.96 237 1016.5  10.3   9.9   9.0 99.0 99.00
2002 01 03 11 190  8.0  9.9  4.19 12.50  8.27 231 1017.2  10.5  10.1   9.1 99.0 99.00
2002 01 03 12 194  7.7 10.6  3.91 12.50  7.89 236 1017.1  10.5  10.1   8.8 99.0 99.00
2002 01 03 13 201  7.6  9.2  3.84 12.50  8.06 239 1017.4  10.5  10.2   8.6 99.0 99.00
2002 01 03 14 194  6.7  8.1  3.94 12.50  8.58 229 1018.0  10.2  10.2   8.8 99.0 99.00
2002 01 03 15 186  7.2  9.5  3.56 12.50  8.38 233 1018.6  10.2  10.2   8.8 99.0 99.00
2002 01 03 16 191  7.1  8.8  3.49 11.11  8.07 233 1019.2  10.2  10.2   8.7 99.0 99.00
2002 01 03 17 196  7.4  9.2  3.90 11.11  8.48 233 1020.4  10.2  10.2   8.6 99.0 99.00
2002 01 03 18 197  7.3  8.9  3.93 11.11  8.26 240 1021.2  10.2  10.2   8.6 99.0 99.00
2002 01 03 19 200  7.2  8.9  3.81 12.50  8.37 244 1021.9  10.2  10.2   8.1 99.0 99.00
2002 01 03 20 215  6.9  9.0  4.34 12.50  8.93 244 1022.0  10.2  10.2   8.1 99.0 99.00
2002 01 03 21 223  6.7  8.1  4.21 12.50  8.68 239 1022.5  10.2  10.2   8.2 99.0 99.00
2002 01 03 22 204  5.7  7.6  3.59 12.50  7.92 236 1022.5  10.2  10.2   8.4 99.0 99.00
2002 01 03 23 204  6.2  7.8  3.52 11.11  8.14 241 1023.4  10.3  10.2   8.4 99.0 99.00
2002 01 04 00 207  5.7  7.3  3.29 12.50  7.96 244 1024.1  10.2  10.2   8.4 99.0 99.00
2002 01 04 01 210  5.7  6.9  3.69 12.50  8.53 244 1024.5  10.0  10.2   8.6 99.0 99.00
2002 01 04 02 212  5.8  7.4  3.45 12.50  8.31 251 1025.1   9.8  10.2   7.9 99.0 99.00
2002 01 04 03 198  5.6  6.8  3.62 11.11  8.62 244 1025.6   9.8  10.2   8.1 99.0 99.00
2002 01 04 04 202  5.3  6.9  3.17 11.11  8.37 247 1026.4  10.1  10.2   8.7 99.0 99.00
2002 01 04 05 193  6.5  8.5  2.85 12.50  8.01 245 1026.6  10.2  10.2   9.1 99.0 99.00
2002 01 04 06 188  6.6  7.7  3.09 11.11  7.92 254 1026.7   9.8  10.2   8.9 99.0 99.00
2002 01 04 07 180  6.9  8.4  2.88 11.11  7.68 249 1026.6   9.8  10.2   8.6 99.0 99.00
2002 01 04 08 177  7.0  8.1  3.08 11.11  7.92 252 1026.3  10.2  10.2   8.7 99.0 99.00
2002 01 04 09 180  7.7  9.6  3.13 11.11  7.58 249 1025.7  10.2  10.2   8.6 99.0 99.00
2002 01 04 10 173  7.5  9.0  2.87 11.11  7.34 250 1025.5   9.8  10.2   8.0 99.0 99.00
2002 01 04 11 167  6.5  8.4  2.89 11.11  7.36 244 1025.6   9.8  10.2   7.3 99.0 99.00
2002 01 04 12 159  6.2  7.8  2.91 10.00  7.33 250 1025.2   9.7  10.2   6.7 99.0 99.00
2002 01 04 13 142  5.6  6.8  2.62 11.11  7.38 235 1024.4   9.8  10.2   6.2 99.0 99.00
2002 01 04 14 107  6.3  7.7  2.55 10.00  7.56 234 1024.1   9.1  10.2   7.0 99.0 99.00
2002 01 04 15 109  6.3  7.8  2.58 11.11  7.28 247 1023.9   8.7  10.2   6.6 99.0 99.00
2002 01 04 16 106  5.9  7.3  2.62 11.11  7.51 259 1024.1   8.7  10.2   6.3 99.0 99.00
2002 01 04 17  98  5.8  7.0  2.42 10.00  7.24 259 1024.2   8.6  10.2   6.5 99.0 99.00
2002 01 04 18 105  6.3  7.6  2.23 11.11  7.09 242 1023.9   8.7  10.2   6.5 99.0 99.00
2002 01 04 19 109  6.1  7.3  2.11 11.11  6.82 236 1023.1   8.9  10.2   6.6 99.0 99.00
2002 01 04 20  99  6.5  7.9  2.17 11.11  6.95 242 1021.8   8.9  10.2   6.4 99.0 99.00
2002 01 04 21 111  5.1  6.5  1.99 10.00  6.75 246 1020.6   9.4  10.2   6.5 99.0 99.00
2002 01 04 22 112  5.9  7.0  1.86 10.00  6.54 248 1019.5   9.8  10.2   6.3 99.0 99.00
2002 01 04 23 105  6.1  7.4  2.09 10.00  7.00 247 1018.7   9.8  10.2   7.1 99.0 99.00
2002 01 05 00 103  6.3  7.6  1.81 11.11  6.77 238 1018.0   9.8  10.2   6.5 99.0 99.00
2002 01 05 01 106  6.7  8.2  2.00 10.00  7.02 240 1017.8   9.7  10.2   7.2 99.0 99.00
2002 01 05 02 108  7.3  9.2  1.88 11.11  6.67 235 1017.2   9.9  10.2   6.0 99.0 99.00
2002 01 05 03 116  6.9  8.4  1.81 10.00  6.46 235 1017.0  10.0  10.2   6.0 99.0 99.00
2002 01 05 04 115  6.9  8.0  1.83 10.00  6.66 243 1016.3  10.3  10.2   6.6 99.0 99.00
2002 01 05 05 111  7.6  9.3  1.64 12.50  6.12 253 1015.3  10.5  10.2   6.0 99.0 99.00
2002 01 05 06 119  5.7  7.0  1.64  9.09  5.79 252 1015.8  10.5  10.2   6.6 99.0 99.00
2002 01 05 07 165  9.8 13.4  1.91 12.50  5.89 248 1014.9  12.5  10.2   3.4 99.0 99.00
2002 01 05 08 173 11.2 17.5  1.93 12.50  5.74 261 1015.5  11.8  10.2   3.3 99.0 99.00
2002 01 05 09 176 11.1 14.3  2.47 11.11  5.85 252 1015.7   9.5  10.2   7.0 99.0 99.00
2002 01 05 10 164 13.1 15.7  2.86 11.11  6.15 245 1015.3   9.0  10.2   7.4 99.0 99.00
2002 01 05 11 168 12.7 15.1  3.28 10.00  6.54 248 1015.5   9.5  10.2   8.7 99.0 99.00
2002 01 05 12 166 12.6 15.3  4.01 11.11  7.09 254 1015.2   9.0  10.2   8.2 99.0 99.00
2002 01 05 13 172 12.4 15.0  4.51 11.11  7.71 254 1014.8   9.4  10.2   8.6 99.0 99.00
2002 01 05 14 176 13.0 15.9  4.64 11.11  7.75 249 1015.0   9.7  10.2   8.9 99.0 99.00
2002 01 05 15 173 12.0 15.4  4.80 11.11  7.89 999 1015.5   9.8  10.2   9.2 99.0 99.00
2002 01 05 16 173 11.5 13.7  4.77 11.11  8.12 250 1015.9  10.2  10.2   9.6 99.0 99.00
2002 01 05 17 168 10.7 12.6  4.63 11.11  7.82 249 1016.6   9.8  10.2   9.4 99.0 99.00
2002 01 05 18 167 10.6 12.8  4.26 12.50  7.73 249 1016.8  10.2  10.2   9.8 99.0 99.00
2002 01 05 19 180 11.8 14.3  4.60 12.50  8.00 247 1016.4  10.6  10.2   9.6 99.0 99.00
2002 01 05 20 177  9.7 12.2  4.66 11.11  8.02 234 1016.2  10.9  10.2   9.8 99.0 99.00
2002 01 05 21 173 11.0 15.2  4.86 12.50  8.14 244 1015.1  11.0  10.2   9.8 99.0 99.00
2002 01 05 22 174 10.6 13.1  4.46 11.11  7.55 232 1014.5  11.0  10.2   9.8 99.0 99.00
2002 01 05 23 156  9.8 11.7  4.55 12.50  7.92 253 1013.1  10.7  10.2   9.7 99.0 99.00
2002 01 06 00 161  9.8 11.7  4.33 12.50  7.94 243 1012.5  11.0  10.2   9.9 99.0 99.00
2002 01 06 01 157  8.4 10.1  4.29 10.00  7.99 214 1011.7  10.9  10.2   9.8 99.0 99.00
2002 01 06 02 148 10.3 12.9  3.98 10.00  7.64 214 1010.3  11.2  10.2   9.5 99.0 99.00
2002 01 06 03 151 11.6 13.9  3.98 12.50  7.67 244 1009.6  11.0  10.2   9.7 99.0 99.00
2002 01 06 04 165 12.3 15.0  4.20 11.11  7.37 235 1010.2  10.9  10.2  10.2 99.0 99.00
2002 01 06 05 190 10.8 13.4  3.90 12.50  7.02 247 1012.0  11.3  10.2  10.5 99.0 99.00
2002 01 06 06 197  9.2 11.1  3.67 11.11  7.00 229 1013.5  11.3  10.2  10.3 99.0 99.00
2002 01 06 07 191  8.1  9.8  3.79 11.11  7.29 235 1014.2  11.0  10.2  10.3 99.0 99.00
2002 01 06 08 190  7.7  9.4  3.89 11.11  7.46 229 1014.6  11.0  10.2  10.4 99.0 99.00
2002 01 06 09 191  7.3  9.0  4.12 11.11  7.82 234 1014.8  10.9  10.2  10.5 99.0 99.00
2002 01 06 10 185  7.6 10.0  4.06 12.50  8.04 244 1014.5  10.5  10.2  10.3 99.0 99.00
2002 01 06 11 175  6.2  8.3  4.15 12.50  8.48 236 1014.9  10.2  10.2  10.0 99.0 99.00
2002 01 06 12 157  6.8  8.4  3.94 12.50  8.24 239 1013.6   9.8  10.2   9.6 99.0 99.00
2002 01 06 13 160  8.2  9.5  4.03 11.11  8.42 224 1012.5  10.6  10.2  10.3 99.0 99.00
2002 01 06 14 156  9.8 11.9  3.81 11.11  8.29 235 1011.7  11.0  10.2  10.7 99.0 99.00
2002 01 06 15 158  8.2 10.0  3.81 11.11  8.19 223 1010.8  11.3  10.2  11.1 99.0 99.00
2002 01 06 16 154  8.3  9.8  4.37 12.50  8.34 238 1010.1  11.4  10.2  11.1 99.0 99.00
2002 01 06 17 126  5.8  7.4  4.00 11.11  8.65 230 1009.0  11.0  10.2  10.6 99.0 99.00
2002 01 06 18 146  8.2 11.2  3.85 12.50  8.47 240 1008.7  11.0  10.2  10.7 99.0 99.00
2002 01 06 19 169 14.1 16.7  4.37 12.50  7.94 242 1008.2  11.7  10.2  11.5 99.0 99.00
2002 01 06 20 177 14.4 17.6  3.74 12.50  7.25 246 1007.2  11.8  10.2  11.4 99.0 99.00
2002 01 06 21 183 16.9 20.4  4.00 12.50  7.04 240 1005.7  12.5  10.2  11.5 99.0 99.00
2002 01 06 22 185 17.0 20.8  4.71 12.50  7.37 999 1005.4  12.5  10.2  11.6 99.0 99.00
2002 01 06 23 183 16.2 19.7  4.99 10.00  7.14 999 1005.0  12.1  10.2  11.7 99.0 99.00
2002 01 07 00 190 15.7 19.4  5.57 12.50  7.79 246 1005.5  12.1  10.3  11.4 99.0 99.00
2002 01 07 01 191 14.4 18.6  5.76 10.00  8.03 203 1006.4  12.0  10.5  11.4 99.0 99.00
2002 01 07 02 195 14.4 17.7  5.83 11.11  8.32 222 1007.0  11.8  10.5  11.4 99.0 99.00
2002 01 07 03 195 13.9 16.7  5.71 11.11  8.03 219 1007.2  11.8  10.4  11.4 99.0 99.00
2002 01 07 04 195 14.5 18.9  5.94 11.11  8.42 201 1007.6  11.8  10.3  11.0 99.0 99.00
2002 01 07 05 195 13.5 16.3  5.72 12.50  8.47 222 1008.7  11.7  10.3  11.2 99.0 99.00
2002 01 07 06 193 12.4 16.3  5.37 11.11  8.31 211 1009.5  11.4  10.3  11.1 99.0 99.00
2002 01 07 07 191 12.6 15.3  5.10 12.50  8.20 999 1009.9  11.7  10.2  11.2 99.0 99.00
2002 01 07 08 188 12.7 15.3  5.35 11.11  8.23 213 1010.3  11.4  10.2  11.0 99.0 99.00
2002 01 07 09 192 12.9 16.6  5.17 10.00  8.13 214 1009.5  11.4  10.2  11.1 99.0 99.00
2002 01 07 10 190 13.2 16.0  4.82 12.50  7.71 241 1009.5  11.4  10.2  11.1 99.0 99.00
2002 01 07 11 188 13.6 16.4  5.39 12.50  8.14 234 1009.7  11.4  10.2  11.1 99.0 99.00
2002 01 07 12 187 13.6 16.5  5.28 11.11  7.99 999 1008.8  11.4  10.2  11.1 99.0 99.00
2002 01 07 13 184 12.9 15.8  6.25 12.50  8.79 235 1007.9  11.4  10.2  11.1 99.0 99.00
2002 01 07 14 186 14.5 18.6  5.54 12.50  8.59 236 1006.5  12.0  10.3  11.6 99.0 99.00
2002 01 07 15 184 15.1 17.9  6.20 12.50  8.49 237 1005.9  12.0  10.3  11.5 99.0 99.00
2002 01 07 16 190 16.3 21.2  6.96 12.50  8.83 240 1006.1  12.1  10.2  11.3 99.0 99.00
2002 01 07 17 191 14.3 18.1  7.31 14.29  9.53 251 1007.2  11.8  10.2  10.9 99.0 99.00
2002 01 07 18 190 13.1 16.6  7.24 14.29  9.50 252 1007.4  12.1  10.3  10.8 99.0 99.00
2002 01 07 19 188 14.4 17.4  6.96 14.29  9.18 255 1007.5  12.1  10.3  10.9 99.0 99.00
2002 01 07 20 186 16.2 21.5  7.27 14.29  9.63 249 1007.2  12.5  10.5  10.8 99.0 99.00
2002 01 07 21 187 16.1 20.7  7.84 14.29  9.62 256 1007.1  12.0  10.5  11.1 99.0 99.00
2002 01 07 22 192 14.2 18.8  8.34 16.67  9.80 258 1007.2  11.6  10.3  11.2 99.0 99.00
2002 01 07 23 193 12.4 15.4  7.15 16.67  9.47 258 1007.2  11.3  10.3  11.0 99.0 99.00
2002 01 08 00 195 12.7 16.1  6.96 16.67  9.65 258 1007.2  11.3  10.3  10.8 99.0 99.00
2002 01 08 01 200 10.6 12.9  6.70 16.67  9.39 259 1007.5  11.0  10.2  10.7 99.0 99.00
2002 01 08 02 197  9.2 12.1  6.19 14.29  9.33 246 1007.4  10.9  10.3  10.6 99.0 99.00
2002 01 08 03 193  9.6 11.9  6.27 16.67  9.83 253 1008.6  10.9  10.3  10.3 99.0 99.00
2002 01 08 04 194  8.8 10.6  5.76 11.11  9.28 211 1009.2  10.9  10.2  10.6 99.0 99.00
2002 01 08 05 200  7.3  8.8  6.02 16.67  9.87 258 1009.5  10.9  10.2  10.6 99.0 99.00
2002 01 08 06 200  9.3 12.0  4.67 16.67  8.75 262 1010.1  10.6  10.2  10.3 99.0 99.00
2002 01 08 07 195  8.9 11.1  5.23 12.50  9.05 248 1010.5  10.6  10.2  10.3 99.0 99.00
2002 01 08 08 198 10.3 12.2  5.46 16.67  9.68 263 1010.8  10.6  10.2  10.3 99.0 99.00
2002 01 08 09 198  9.2 12.1  5.53 14.29  9.60 263 1011.1  10.6  10.2  10.3 99.0 99.00
2002 01 08 10 204 10.0 12.1  5.70 14.29  9.33 261 1011.3  10.6  10.2  10.0 99.0 99.00
2002 01 08 11 202  9.7 11.8  5.26 12.50  9.17 247 1012.1  10.6  10.2   9.8 99.0 99.00
2002 01 08 12 199 10.1 12.6  5.27 14.29  9.17 261 1012.4  10.6  10.2   9.8 99.0 99.00
2002 01 08 13 197 10.2 13.0  5.29 16.67  9.10 271 1012.7  10.6  10.3   9.7 99.0 99.00
2002 01 08 14 212 11.9 14.5  4.89 14.29  8.93 265 1013.1  10.3  10.3   9.2 99.0 99.00
2002 01 08 15 215 11.1 13.9  4.63 16.67  8.88 267 1013.7  10.2  10.3   9.0 99.0 99.00
2002 01 08 16 218  9.5 11.5  5.04 16.67  9.28 266 1014.9  10.3  10.2   8.1 99.0 99.00
2002 01 08 17 212 10.0 12.1  4.71 16.67  9.24 266 1016.0  10.2  10.2   8.3 99.0 99.00
2002 01 08 18 213  9.2 11.3  4.42 12.50  8.97 250 1017.5   9.8  10.2   8.7 99.0 99.00
2002 01 08 19 223  8.9 11.3  4.33 16.67  8.94 267 1018.5   9.8  10.2   8.7 99.0 99.00
2002 01 08 20 225  8.5 10.2  4.14 16.67  8.81 269 1018.9  10.0  10.2   8.3 99.0 99.00
2002 01 08 21 233  7.1  8.7  4.58 16.67  9.61 273 1019.4   9.8  10.2   8.4 99.0 99.00
2002 01 08 22 234  6.4  7.9  4.29 16.67  9.55 267 1019.6   9.8  10.2   8.6 99.0 99.00
2002 01 08 23 244  5.5  7.0  3.89 12.50  9.17 261 1020.2   9.4  10.2   8.2 99.0 99.00
2002 01 09 00 246  3.0  4.4  4.13 16.67  9.64 273 1020.9   9.4   9.9   8.0 99.0 99.00
2002 01 09 01 245  4.2  5.8  4.19 16.67  9.86 272 1021.8   9.4   9.8   7.2 99.0 99.00
2002 01 09 02 253  4.8  6.6  4.26 16.67  9.68 273 1022.0   9.4   9.8   6.8 99.0 99.00
2002 01 09 03 246  2.7  4.2  4.41 14.29 10.12 273 1022.6   9.0   9.8   6.4 99.0 99.00
2002 01 09 04 286  2.8  4.3  4.27 16.67  9.68 272 1022.6   8.3   9.8   7.5 99.0 99.00
2002 01 09 05 264  2.7  4.2  4.35 14.29  9.64 267 1023.1   8.7   9.8   6.3 99.0 99.00
2002 01 09 06 232  2.6  3.8  4.10 12.50  9.75 257 1023.5   8.7   9.8   6.6 99.0 99.00
2002 01 09 07 217  2.6  4.0  3.73 16.67  9.57 271 1023.9   8.6   9.8   6.5 99.0 99.00
2002 01 09 08 222  2.6  4.0  4.15 14.29  9.83 262 1024.1   8.6   9.8   6.3 99.0 99.00
2002 01 09 09 212  2.0  3.0  3.59 12.50  9.48 256 1024.4   8.6  10.2   6.2 99.0 99.00
2002 01 09 10 205  1.0  2.0  4.09 16.67 10.50 266 1024.7   8.5  10.2   5.5 99.0 99.00
2002 01 09 11 169  0.7  1.7  4.13 16.67 10.54 263 1025.0   8.5  10.2   5.7 99.0 99.00
2002 01 09 12 207  1.5  2.9  3.81 14.29 10.30 266 1025.0   8.3  10.2   5.9 99.0 99.00
2002 01 09 13 270  0.7  2.0  4.30 16.67 11.12 266 1024.8   8.3  10.3   5.9 99.0 99.00
2002 01 09 14 180  0.3  1.7  3.97 16.67 10.56 271 1024.5   8.2  10.3   5.8 99.0 99.00
2002 01 09 15  54  1.9  4.1  4.02 16.67 10.77 272 1024.2   8.4  10.3   6.0 99.0 99.00
2002 01 09 16 103  3.7  5.9  3.83 16.67 10.78 269 1023.7   8.7  10.5   6.8 99.0 99.00
2002 01 09 17 110  3.2  5.0  4.00 16.67 10.59 270 1024.0   9.1  10.5   5.8 99.0 99.00
2002 01 09 18  90  3.1  4.7  3.55 16.67  9.79 266 1024.6   9.1  10.5   5.9 99.0 99.00
2002 01 09 19  86  3.5  5.1  4.17 14.29 10.55 274 1024.4   8.9  10.5   6.2 99.0 99.00
2002 01 09 20 100  4.1  5.6  3.58 12.50  9.87 264 1023.9   9.0  10.5   6.5 99.0 99.00
2002 01 09 21  87  3.2  4.9  3.76 14.29 10.56 270 1023.7   8.9  10.5   6.0 99.0 99.00
2002 01 09 22  85  3.4  6.2  3.55 14.29  9.97 266 1023.3   8.9  10.5   6.3 99.0 99.00
2002 01 09 23  65  0.9  1.9  3.31 14.29  9.56 266 1023.6   9.0  10.5   6.0 99.0 99.00
2002 01 10 00  75  0.4  1.6  3.38 14.29 10.00 269 1023.4   9.0  10.5   5.9 99.0 99.00
2002 01 10 01 105  1.6  3.0  3.03 14.29  9.78 269 1022.8   9.0  10.5   5.7 99.0 99.00
2002 01 10 02 139  2.0  3.1  2.90 14.29 10.12 264 1023.2   9.0  10.5   5.8 99.0 99.00
2002 01 10 03 115  3.0  4.1  3.03 14.29 10.30 265 1022.4   9.5  10.5   5.4 99.0 99.00
2002 01 10 04 107  4.7  6.8  2.71 14.29 10.19 267 1021.9   9.7  10.5   7.3 99.0 99.00
2002 01 10 05 115  3.0  3.9  2.31 14.29  9.57 271 1022.0   9.5  10.5   7.9 99.0 99.00
2002 01 10 06 164  1.9  2.7  2.47 14.29  9.75 262 1022.7   9.5  10.5   8.1 99.0 99.00
2002 01 10 07 200  2.3  3.2  2.58 12.50  9.67 258 1023.5   9.7  10.5   7.8 99.0 99.00
2002 01 10 08 204  2.4  3.6  2.54 12.50  9.36 264 1024.1   9.8  10.5   7.2 99.0 99.00
2002 01 10 09 158  4.9  6.1  2.52 14.29  9.37 266 1023.6  10.1  10.5   8.3 99.0 99.00
2002 01 10 10 180  5.4  6.4  2.34  9.09  8.79 245 1023.6  10.2  10.5   8.2 99.0 99.00
2002 01 10 11 160  7.5  8.9  2.42 12.50  8.60 263 1023.3   9.8  10.5   7.9 99.0 99.00
2002 01 10 12 168  7.4  9.0  2.42 14.29  7.96 269 1023.0   9.7  10.5   7.8 99.0 99.00
2002 01 10 13 178  7.6  9.3  2.50 14.29  8.09 268 1023.4   9.8  10.5   7.6 99.0 99.00
2002 01 10 14 185  7.6  8.9  2.56 14.29  8.17 271 1023.5  10.2  10.5   8.0 99.0 99.00
2002 01 10 15 180  7.2  8.8  2.98 14.29  8.62 275 1023.5  10.2  10.5   8.3 99.0 99.00
2002 01 10 16 180  8.3  9.9  2.79 14.29  8.17 274 1023.7  10.2  10.5   8.4 99.0 99.00
2002 01 10 17 187  8.5 10.6  3.35 14.29  9.06 270 1024.2  10.2  10.5   8.0 99.0 99.00
2002 01 10 18 184  8.9 10.8  3.15 14.29  8.27 276 1024.8  10.2  10.5   8.3 99.0 99.00
2002 01 10 19 180  8.6 10.7  3.58 14.29  9.37 269 1025.0  10.2  10.5   8.4 99.0 99.00
2002 01 10 20 180  7.5  8.8  3.49 14.29  9.36 270 1024.7  10.2  10.5   8.4 99.0 99.00
2002 01 10 21 180  7.8  9.2  3.92 14.29  9.59 268 1024.6  10.2  10.5   8.9 99.0 99.00
2002 01 10 22 182  7.6  9.1  3.49 12.50  8.77 268 1024.4   9.8  10.5   8.6 99.0 99.00
