YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
98 06 19 15 310  2.8  3.7  2.02 10.00  6.86 276 1022.0  12.9  13.7 999.0 99.0
98 06 19 16 311  2.4  3.7  1.92 11.11  6.98 279 1022.5  12.9  13.7 999.0 99.0
98 06 19 17 294  1.5  3.1  1.92 10.00  6.79 275 1022.5  13.3  13.7 999.0 99.0
98 06 19 18 178   .5  1.4  1.83 10.00  6.94 278 1022.5  12.9  14.1 999.0 99.0
98 06 19 19 245   .7  1.5  2.08 11.11  7.42 270 1022.9  12.9  14.1 999.0 99.0
98 06 19 20 311  3.9  4.8  1.89 11.11  7.00 276 1023.1  13.4  14.1 999.0 99.0
98 06 19 21 303  4.8  5.9  2.11 11.11  7.32 278 1023.1  13.6  14.1 999.0 99.0
98 06 19 22 298  5.2  6.1  1.89 10.00  6.77 282 1023.0  13.7  14.1 999.0 99.0
98 06 19 23 308  5.7  6.9  2.09  9.09  6.84 284 1022.9  13.4  14.1 999.0 99.0
98 06 20 00 317  4.7  6.1  1.98 10.00  6.94 286 1022.7  13.4  14.1 999.0 99.0
98 06 20 01 337  3.9  4.9  1.90 10.00  6.84 283 1022.6  12.6  14.1 999.0 99.0
98 06 20 02 335  3.3  4.4  1.95 10.00  6.90 280 1022.1  12.5  14.1 999.0 99.0
98 06 20 03 344  3.1  3.7  1.81 10.00  6.63 287 1021.8  12.6  14.1 999.0 99.0
98 06 20 04 349  3.6  4.1  1.63 10.00  6.46 290 1021.1  12.6  14.1 999.0 99.0
98 06 20 05   3  3.4  3.9  1.63 10.00  6.57 279 1021.1  12.8  14.1 999.0 99.0
98 06 20 06 356  3.9  4.9  1.67 10.00  6.67 288 1021.1  12.6  14.1 999.0 99.0
98 06 20 07  12  3.9  4.9  1.78  9.09  6.94 295 1020.9  12.9  14.1 999.0 99.0
98 06 20 08 348  4.5  5.5  1.68 10.00  6.63 287 1020.5  12.6  14.1 999.0 99.0
98 06 20 09 350  5.3  6.2  1.75  9.09  6.87 292 1020.3  12.7  14.1 999.0 99.0
98 06 20 10 354  5.6  6.5  1.69  9.09  6.74 298 1019.6  12.8  14.1 999.0 99.0
98 06 20 11 353  5.3  5.9  1.62  9.09  6.56 293 1019.5  12.7  13.9 999.0 99.0
98 06 20 12 339  5.8  6.8  1.66  8.33  6.58 291 1019.0  12.6  14.0 999.0 99.0
98 06 20 13 354  5.3  6.3  1.54  9.09  6.40 300 1018.9  12.6  13.6 999.0 99.0
98 06 20 14 352  5.1  6.0  1.51 10.00  6.31 305 1018.8  12.6  13.6 999.0 99.0
98 06 20 15 354  5.6  6.6  1.56  8.33  6.56 295 1018.6  12.6  13.5 999.0 99.0
98 06 20 16  14  6.4  7.8  1.55  9.09  6.56 291 1018.2  12.2  13.0 999.0 99.0
98 06 20 17 350  5.9  7.0  1.49  8.33  6.09 289 1018.0  12.5  13.3 999.0 99.0
98 06 20 18 342  6.2  7.2  1.30  9.09  5.69 293 1017.7  12.5  13.4 999.0 99.0
98 06 20 19 337  7.8  9.0  1.28  9.09  5.26 278 1017.3  12.2  13.6 999.0 99.0
98 06 20 20 334  8.4 10.1  1.54  8.33  5.52 287 1017.2  12.6  14.1 999.0 99.0
98 06 20 21 326  9.0 10.3  1.38  8.33  5.20 291 1016.6  12.6  14.3 999.0 99.0
98 06 20 22 325  9.5 11.1  1.50  7.14  4.94 293 1016.1  12.8  14.4 999.0 99.0
98 06 20 23 327  9.8 11.2  1.61  8.33  5.04 291 1015.7  12.9  14.5 999.0 99.0
98 06 21 00 325  9.4 11.0  1.65  7.14  5.01 293 1015.5  12.9  14.5 999.0 99.0
98 06 21 01 324  9.6 11.1  1.69  8.33  5.22 296 1014.9  12.9  14.5 999.0 99.0
98 06 21 02 334  9.2 11.1  1.82  8.33  5.35 304 1014.9  12.6  14.1 999.0 99.0
98 06 21 03 339 10.0 11.5  2.08  7.69  5.57 299 1014.7  12.4  14.0 999.0 99.0
98 06 21 04 340  9.1 10.9  2.04  7.69  5.48 299 1014.9  12.1  14.1 999.0 99.0
98 06 21 05 343  8.4 10.1  1.86  8.33  5.41 298 1015.3  12.1  13.7 999.0 99.0
98 06 21 06 345  7.8  9.3  1.87  7.69  5.58 304 1015.5  12.1  13.7 999.0 99.0
98 06 21 07 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 06 21 08 342  7.0  8.6  1.77  8.33  5.53 301 1015.2  11.5  14.0 999.0 99.0
98 06 21 09 336  7.7  9.5  1.69  8.33  5.53 306 1015.1  11.5  14.1 999.0 99.0
98 06 21 10 325  7.4  8.7  1.73  8.33  5.45 305 1015.0  11.9  14.1 999.0 99.0
98 06 21 11 339  7.1  9.1  1.75  8.33  5.45 305 1014.9  12.0  14.1 999.0 99.0
98 06 21 12 339  6.6  8.4  1.77  7.14  5.53 301 1014.8  12.1  13.8 999.0 99.0
98 06 21 13 350  7.0  8.5  1.71  7.69  5.53 306 1015.0  12.1  13.7 999.0 99.0
98 06 21 14 346  6.8  8.4  1.73  7.69  5.64 310 1015.0  11.8  13.7 999.0 99.0
98 06 21 15 347  5.9  7.0  1.73  7.69  5.61 319 1015.5  11.7  13.7 999.0 99.0
98 06 21 16 343  5.6  7.7  1.80  7.69  5.71 316 1015.7  11.8  13.7 999.0 99.0
98 06 21 17 330  4.7  5.9  1.75  7.69  5.75 310 1015.8  11.8  13.7 999.0 99.0
98 06 21 18 333  5.7  7.0  1.73  7.14  5.85 313 1015.7  12.1  13.7 999.0 99.0
98 06 21 19 328  6.1  7.4  1.77  7.69  6.09 326 1015.6  12.5  14.1 999.0 99.0
98 06 21 20 328  6.3  7.8  1.66  7.69  5.89 321 1015.6  12.6  13.7 999.0 99.0
98 06 21 21 325  6.9  8.0  1.75  8.33  6.07 324 1015.6  12.8  13.7 999.0 99.0
98 06 21 22 317  6.3  8.0  1.49  7.14  5.74 317 1015.6  12.8  13.4 999.0 99.0
98 06 21 23 312  6.6  8.2  1.52  8.33  5.90 327 1015.1  12.8  13.6 999.0 99.0
98 06 22 00 321  7.1  8.3  1.47  8.33  5.79 319 1014.9  12.6  13.6 999.0 99.0
98 06 22 01 323  6.6  7.7  1.60  8.33  5.68 313 1014.8  12.6  13.6 999.0 99.0
98 06 22 02 325  4.6  5.6  1.59  7.69  5.73 311 1015.2  12.6  13.7 999.0 99.0
98 06 22 03 319  6.5  8.3  1.63  8.33  5.94 307 1015.4  12.5  13.7 999.0 99.0
98 06 22 04 331  5.8  7.4  1.82  8.33  6.04 313 1015.6  12.4  14.1 999.0 99.0
98 06 22 05 331  4.8  7.1  1.91  8.33  6.22 309 1015.7  12.5  14.1 999.0 99.0
98 06 22 06 318  5.1  6.7  2.03  8.33  6.28 309 1015.7  12.5  14.1 999.0 99.0
98 06 22 07 322  5.0  6.6  2.13  8.33  6.35 309 1015.6  12.5  13.7 999.0 99.0
98 06 22 08 332  4.4  5.9  2.19  8.33  6.52 315 1015.8  12.4  13.7 999.0 99.0
98 06 22 09 335  3.1  4.7  2.13  8.33  6.55 314 1015.9  12.5  13.7 999.0 99.0
98 06 22 10 326  3.2  4.6  1.92  8.33  6.45 314 1015.8  12.5  13.7 999.0 99.0
98 06 22 11 300  2.3  3.8  1.98  8.33  6.65 313 1015.6  12.4  13.6 999.0 99.0
98 06 22 12 293  2.7  3.8  2.05  8.33  6.79 312 1015.7  12.2  13.6 999.0 99.0
98 06 22 13 294  3.4  4.4  2.03  9.09  6.53 308 1015.8  12.5  13.6 999.0 99.0
98 06 22 14 301  1.3  1.9  1.88 10.00  6.45 292 1016.1  12.5  13.6 999.0 99.0
98 06 22 15 278  3.5  4.2  1.90  9.09  6.62 311 1015.9  12.6  13.4 999.0 99.0
98 06 22 16 288  1.5  2.5  1.79 10.00  6.41 282 1016.2  12.6  13.5 999.0 99.0
98 06 22 17 232  2.2  2.9  1.85  9.09  6.44 303 1016.4  12.9  13.6 999.0 99.0
98 06 22 18 225  2.1  2.9  1.89  9.09  6.46 301 1016.5  13.2  13.7 999.0 99.0
98 06 22 19 230  2.9  3.4  1.79  8.33  6.81 302 1016.7  13.4  14.1 999.0 99.0
98 06 22 20 215  2.9  3.4  1.72  8.33  6.77 305 1017.0  13.7  14.1 999.0 99.0
98 06 22 21 248  1.8  2.3  1.65  9.09  6.75 303 1016.5  14.1  14.4 999.0 99.0
98 06 22 22 267  3.0  3.7  1.63  8.33  6.62 301 1016.8  14.1  14.4 999.0 99.0
98 06 22 23 291  3.2  4.0  1.68  9.09  6.92 299 1017.0  14.1  14.2 999.0 99.0
98 06 23 00 296  3.5  4.4  1.67  8.33  6.79 313 1016.8  14.1  14.0 999.0 99.0
98 06 23 01 295  3.5  4.8  1.78  8.33  6.91 313 1017.1  14.1  13.8 999.0 99.0
98 06 23 02 290  3.4  4.2  1.66  7.69  6.29 315 1016.5  13.7  13.6 999.0 99.0
98 06 23 03 279  2.6  3.3  1.52  7.69  6.18 307 1016.5  13.7  13.6 999.0 99.0
98 06 23 04 295  1.8  2.5  1.54  7.69  6.01 309 1016.4  13.6  13.6 999.0 99.0
98 06 23 05 284  4.1  5.1  1.54  7.69  5.86 302 1016.7  13.4  13.6 999.0 99.0
98 06 23 06 271  1.7  2.2  1.56  7.69  6.23 303 1016.5  12.9  13.6 999.0 99.0
98 06 23 07 242  3.3  4.0  1.44  7.69  6.01 301 1016.4  12.9  13.7 999.0 99.0
98 06 23 08 241  3.3  3.9  1.37  7.14  6.00 299 1016.3  12.9  13.6 999.0 99.0
98 06 23 09 282  3.5  3.9  1.17  7.14  6.00 310 1015.8  12.8  13.6 999.0 99.0
98 06 23 10 287  3.7  4.6  1.17  9.09  6.12 285 1015.8  12.9  13.6 999.0 99.0
98 06 23 11 302  4.7  5.7  1.12  6.67  6.18 294 1015.7  12.8  13.4 999.0 99.0
98 06 23 12 308  5.7  6.6  1.06  8.33  5.93 291 1015.8  12.5  13.4 999.0 99.0
98 06 23 13 305  5.9  6.9  1.05  6.67  5.58 308 1015.8  12.1  13.4 999.0 99.0
98 06 23 14 316  6.1  6.9  1.19  8.33  5.46 291 1015.7  12.0  13.4 999.0 99.0
98 06 23 15 304  5.1  6.1  1.18  6.67  5.28 304 1015.7  11.8  13.3 999.0 99.0
98 06 23 16 297  4.0  5.1  1.18  6.67  5.44 305 1015.8  12.5  13.2 999.0 99.0
98 06 23 17 305  2.9  3.6  1.28  6.25  5.55 299 1015.6  12.6  13.3 999.0 99.0
98 06 23 18 279  3.2  3.9  1.19  6.25  5.29 302 1015.3  12.6  13.3 999.0 99.0
98 06 23 19 266  3.3  3.9  1.28  6.25  5.68 301 1015.6  12.8  13.4 999.0 99.0
98 06 23 20 249  2.6  3.3  1.32  8.33  6.07 296 1015.1  12.8  13.6 999.0 99.0
98 06 23 21 286  2.1  2.7  1.21  6.25  5.87 297 1014.9  12.9  14.1 999.0 99.0
98 06 23 22 254  2.6  3.3  1.41  6.25  6.29 301 1014.9  13.3  14.2 999.0 99.0
98 06 23 23 231   .7  1.1  1.39  6.67  6.15 303 1014.8  12.2  14.1 999.0 99.0
98 06 24 00 198  1.5  2.2  1.35  7.69  6.24 299 1014.7  13.0  14.1 999.0 99.0
98 06 24 01 231  2.9  3.4  1.33  7.69  6.47 298 1014.1  13.4  13.7 999.0 99.0
98 06 24 02 210  2.8  3.5  1.31  7.14  6.26 302 1013.4  13.4  13.7 999.0 99.0
98 06 24 03 221  2.9  3.6  1.29  7.14  6.27 298 1013.3  13.4  13.4 999.0 99.0
98 06 24 04 203  3.6  4.6  1.35  8.33  6.23 297 1012.7  13.4  13.4 999.0 99.0
98 06 24 05 188  4.1  5.0  1.30  7.69  6.08 304 1011.9  13.4  13.4 999.0 99.0
98 06 24 06 183  4.7  5.5  1.41  7.69  6.04 306 1011.7  13.1  13.3 999.0 99.0
98 06 24 07 187  5.8  6.9  1.23  8.33  6.02 301 1010.9  13.4  13.4 999.0 99.0
98 06 24 08 185  7.6  8.9  1.26  7.69  5.75 291 1010.1  12.9  13.3 999.0 99.0
98 06 24 09 180  7.4  8.9  1.27  6.67  5.26 303 1009.4  12.6  13.3 999.0 99.0
98 06 24 10 176  8.9 10.4  1.34  8.33  5.10 299 1008.3  12.8  13.3 999.0 99.0
98 06 24 11 173  8.0  9.9  1.44  8.33  5.18 302 1007.8  12.9  13.4 999.0 99.0
98 06 24 12 202  5.3  6.8  1.43  8.33  5.31 297 1007.8  13.3  13.4 999.0 99.0
98 06 24 13 215  6.0  7.0  1.39  7.69  5.33 297 1007.3  13.3  13.4 999.0 99.0
98 06 24 14 232  5.4  6.4  1.45  7.69  5.26 302 1007.4  13.1  13.4 999.0 99.0
98 06 24 15 241  4.9  5.9  1.43  4.76  5.35 205 1007.2  12.9  13.4 999.0 99.0
98 06 24 16 233  4.0  4.6  1.36  7.14  5.27 296 1007.1  12.9  13.5 999.0 99.0
98 06 24 17 256  4.6  5.6  1.38  5.00  5.30 177 1007.0  12.9  13.4 999.0 99.0
98 06 24 18 255  4.7  5.9  1.39  7.69  5.21 291 1007.1  12.8  13.3 999.0 99.0
98 06 24 19 266  4.8  6.1  1.32  5.00  5.16 180 1007.2  13.3  13.3 999.0 99.0
98 06 24 20 236  5.4  6.8  1.33  8.33  5.25 284 1007.3  13.0  13.4 999.0 99.0
98 06 24 21 269  7.8  9.4  1.32  5.56  5.22 208 1007.7  12.6  13.4 999.0 99.0
98 06 24 22 253  5.8  7.2  1.40  8.33  5.28 285 1008.0  12.5  13.4 999.0 99.0
98 06 24 23 259  6.5  7.9  1.54  7.69  5.59 277 1008.1  13.4  13.4 999.0 99.0
98 06 25 00 252  5.7  6.8  1.52  8.33  5.45 279 1008.6  12.9  13.4 999.0 99.0
98 06 25 01 267  6.0  7.6  1.57  7.69  5.67 281 1008.6  12.1  13.6 999.0 99.0
98 06 25 02 261  5.5  6.8  1.67  7.69  5.90 284 1009.0  11.5  13.6 999.0 99.0
98 06 25 03 244  4.0  5.1  1.65  8.33  5.94 289 1008.9  12.1  13.6 999.0 99.0
98 06 25 04 283  4.5  5.5  1.73  8.33  5.84 285 1008.9  11.8  13.4 999.0 99.0
98 06 25 05 258  4.9  6.1  1.87  8.33  6.04 283 1008.8  12.4  13.4 999.0 99.0
98 06 25 06 272  4.0  5.2  1.79  8.33  6.07 279 1008.8  12.6  13.3 999.0 99.0
98 06 25 07 277  5.1  6.1  1.72  9.09  6.11 279 1008.6  12.5  13.3 999.0 99.0
98 06 25 08 220  5.6  6.5  1.89  9.09  6.19 280 1008.6  12.1  13.3 999.0 99.0
98 06 25 09 227  5.3  6.1  1.98  9.09  6.46 280 1008.6  12.4  13.0 999.0 99.0
98 06 25 10 211  4.3  5.5  1.80  9.09  6.52 283 1008.4  11.7  12.9 999.0 99.0
98 06 25 11 235  3.9  5.3  2.02  9.09  7.03 273 1008.5  12.1  12.9 999.0 99.0
98 06 25 12 247  4.2  5.6  2.00  9.09  7.07 276 1008.4  12.2  12.9 999.0 99.0
98 06 25 13 250  3.3  4.3  1.98  9.09  7.01 280 1008.5  12.5  12.9 999.0 99.0
98 06 25 14 244  3.4  4.4  1.94  9.09  6.99 290 1008.8  12.5  12.9 999.0 99.0
98 06 25 15 234  2.8  3.6  2.21  9.09  7.32 282 1009.3  12.5  13.0 999.0 99.0
98 06 25 16 268  3.6  4.8  2.49 10.00  7.74 293 1009.5  11.7  13.3 999.0 99.0
98 06 25 17 211  3.5  4.4  2.26 10.00  7.44 290 1009.8  12.0  13.3 999.0 99.0
98 06 25 18 219  4.5  5.7  2.41 10.00  7.44 288 1010.0  11.9  13.3 999.0 99.0
98 06 25 19 205  4.9  5.8  2.47 10.00  7.64 287 1010.2  12.3  13.3 999.0 99.0
98 06 25 20 204  5.6  6.8  2.39 10.00  7.51 286 1010.6  12.2  13.3 999.0 99.0
98 06 25 21 180  4.4  5.2  2.42 11.11  7.45 282 1011.1  12.1  13.3 999.0 99.0
98 06 25 22 221  4.1  5.3  2.38 11.11  7.65 286 1011.1  12.6  13.3 999.0 99.0
98 06 25 23 220  4.3  5.4  2.02 11.11  7.20 289 1011.4  12.9  13.4 999.0 99.0
98 06 26 00 232  6.1  7.4  2.41 10.00  7.74 286 1011.7  13.1  13.3 999.0 99.0
98 06 26 01 253  7.0  8.6  2.24 10.00  7.59 288 1011.8  13.4  13.4 999.0 99.0
98 06 26 02 254  5.8  7.0  2.41 11.11  7.52 287 1012.2  13.3  13.4 999.0 99.0
98 06 26 03 250  6.4  7.8  2.93 11.11  8.20 286 1012.5  13.4  13.4 999.0 99.0
98 06 26 04 262  7.2  8.7  3.04 11.11  7.71 288 1012.7  13.4  13.3 999.0 99.0
98 06 26 05 285  6.6  8.0  3.02 11.11  7.55 286 1013.3  13.4  13.3 999.0 99.0
98 06 26 06 289  6.3  7.8  2.93 11.11  7.30 289 1014.1  13.4  13.3 999.0 99.0
98 06 26 07 301  5.5  6.5  2.69 11.11  7.45 277 1014.4  13.4  13.3 999.0 99.0
98 06 26 08 300  4.8  6.4  2.54 10.00  7.36 278 1014.9  13.1  13.3 999.0 99.0
98 06 26 09 290  5.0  6.9  3.05 11.11  8.15 279 1015.6  12.7  12.9 999.0 99.0
98 06 26 10 265  4.9  6.2  2.96 11.11  8.22 286 1015.8  13.0  13.3 999.0 99.0
98 06 26 11 278  2.2  3.6  2.54 11.11  7.72 288 1016.4  12.1  13.3 999.0 99.0
98 06 26 12 234   .5  1.2  2.49 10.00  7.84 293 1016.9  12.1  13.3 999.0 99.0
98 06 26 13 273  3.6  4.6  2.41 10.00  7.54 290 1017.2  12.9  13.2 999.0 99.0
98 06 26 14 277  3.2  4.1  2.44 10.00  7.61 312 1017.9  13.3  13.3 999.0 99.0
98 06 26 15 293  3.1  4.5  2.36 10.00  7.33 303 1018.7  13.3  13.3 999.0 99.0
98 06 26 16 299  2.5  3.3  2.43 10.00  7.14 305 1019.5  13.3  13.3 999.0 99.0
98 06 26 17 247  2.3  3.1  2.29 10.00  6.97 297 1019.7  13.6  13.4 999.0 99.0
98 06 26 18 256  2.4  3.2  2.38 10.00  7.08 295 1020.4  13.7  13.6 999.0 99.0
98 06 26 19 268  2.5  3.6  2.23 10.00  7.07 282 1021.0  13.6  13.7 999.0 99.0
98 06 26 20 299  3.5  4.7  2.06 10.00  6.86 277 1021.3  13.9  14.1 999.0 99.0
98 06 26 21 301  3.3  4.0  2.08 10.00  7.33 285 1021.9  14.1  14.1 999.0 99.0
98 06 26 22 296  3.2  4.1  2.04 10.00  7.45 272 1022.2  14.1  14.4 999.0 99.0
98 06 26 23 296  3.9  4.8  2.09 10.00  7.70 274 1022.5  14.1  14.6 999.0 99.0
98 06 27 00 312  4.1  5.0  1.85 10.00  7.47 279 1022.6  14.1  14.4 999.0 99.0
98 06 27 01 320  4.5  5.2  1.97 10.00  7.20 283 1022.7  13.7  14.4 999.0 99.0
98 06 27 02 310  4.1  5.3  1.87 10.00  7.10 284 1022.7  13.7  14.4 999.0 99.0
98 06 27 03 308  5.2  6.3  1.99 10.00  7.29 284 1022.9  13.7  14.5 999.0 99.0
98 06 27 04 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 06 27 05 324  4.8  5.6  1.78  8.33  6.80 294 1022.8  13.4  13.6 999.0 99.0
98 06 27 06 332  4.2  5.1  1.74  9.09  6.67 291 1023.3  13.3  13.4 999.0 99.0
98 06 27 07 319  4.2  5.3  1.80  9.09  6.57 289 1023.3  13.3  13.4 999.0 99.0
98 06 27 08 322  3.7  4.8  1.72  9.09  6.44 290 1023.4  13.2  13.7 999.0 99.0
98 06 27 09 314  6.2  7.0  1.78  9.09  6.57 286 1022.7  12.9  13.4 999.0 99.0
98 06 27 10 339  2.9  4.0  1.65  9.09  6.38 288 1022.7  12.5  13.4 999.0 99.0
98 06 27 11 342  3.4  4.8  1.51  9.09  6.79 286 1022.4  13.0  13.6 999.0 99.0
98 06 27 12   2  4.2  5.0  1.49  9.09  6.63 294 1022.1  13.3  14.2 999.0 99.0
98 06 27 13 360  4.1  5.6  1.69  9.09  7.04 293 1022.1  13.3  14.1 999.0 99.0
98 06 27 14   4  4.3  5.2  1.51  9.09  6.75 281 1022.0  13.3  14.1 999.0 99.0
98 06 27 15 349  3.8  4.5  1.44  9.09  6.48 285 1022.0  13.3  14.1 999.0 99.0
98 06 27 16 343  5.1  6.2  1.37  9.09  6.34 282 1022.3  12.9  14.1 999.0 99.0
98 06 27 17 356  4.5  5.6  1.40  9.09  6.67 284 1022.4  12.9  14.1 999.0 99.0
98 06 27 18 348  4.8  5.7  1.27  9.09  6.54 285 1022.0  12.9  14.2 999.0 99.0
98 06 27 19 331  4.8  5.7  1.31  9.09  6.73 276 1021.9  12.9  14.4 999.0 99.0
98 06 27 20 356  5.2  6.3  1.42  9.09  7.09 283 1021.4  13.6  14.5 999.0 99.0
98 06 27 21 344  6.7  8.0  1.23  9.09  6.65 279 1021.1  13.6  14.8 999.0 99.0
98 06 27 22 342  6.3  7.3  1.52  9.09  6.10 284 1020.6  13.9  14.9 999.0 99.0
98 06 27 23 337  7.5  8.7  1.31  8.33  5.78 279 1020.3  14.1  15.2 999.0 99.0
98 06 28 00 335  8.3  9.9  1.37  8.33  5.23 279 1019.6  14.1  15.2 999.0 99.0
98 06 28 01 334  9.7 11.1  1.35  8.33  5.07 282 1018.8  13.7  14.9 999.0 99.0
98 06 28 02 336  9.9 11.7  1.53  8.33  4.90 283 1018.3  14.0  14.5 999.0 99.0
98 06 28 03 346 10.5 12.4  1.50  8.33  4.84 290 1018.0  14.1  14.5 999.0 99.0
98 06 28 04 342  9.5 11.1  1.62  9.09  4.91 295 1018.1  13.8  14.4 999.0 99.0
98 06 28 05 343 10.3 12.2  1.70  9.09  5.02 297 1018.0  13.6  14.2 999.0 99.0
98 06 28 06 352 10.4 12.3  1.72  5.00  4.85 338 1018.0  13.6  14.1 999.0 99.0
98 06 28 07 353  9.7 11.4  1.74  5.26  4.99 318 1017.6  13.6  14.1 999.0 99.0
98 06 28 08 353  8.9 10.7  1.73  9.09  5.29 301 1017.3  13.6  13.7 999.0 99.0
98 06 28 09 348  8.9 11.4  1.75  5.56  5.34 313 1017.2  13.4  14.2 999.0 99.0
98 06 28 10 346  9.4 10.8  1.72  6.25  5.42 303 1016.7  13.4  14.4 999.0 99.0
98 06 28 11 343  9.0 10.5  1.68  5.56  5.16 315 1016.5  13.4  14.4 999.0 99.0
98 06 28 12 345  8.9 10.6  1.65  5.88  5.17 311 1016.5  13.3  14.2 999.0 99.0
98 06 28 13 353  9.4 10.8  1.56  5.88  4.97 321 1016.5  13.1  14.1 999.0 99.0
98 06 28 14 343  9.1 10.9  1.61  5.88  4.97 318 1016.8  12.8  14.1 999.0 99.0
98 06 28 15 344  8.7 10.1  1.54  8.33  4.98 296 1017.1  12.8  14.1 999.0 99.0
98 06 28 16 339  8.7 10.5  1.57  5.56  4.75 326 1017.1  12.8  14.1 999.0 99.0
98 06 28 17 342  9.7 11.1  1.54  8.33  4.84 300 1016.5  12.8  14.2 999.0 99.0
98 06 28 18 338 10.0 11.5  1.54  5.88  4.70 311 1016.3  12.8  14.2 999.0 99.0
98 06 28 19 330  9.8 11.5  1.53  4.35  4.63 333 1016.3  12.9  14.4 999.0 99.0
98 06 28 20 328  9.6 10.9  1.37  8.33  4.62 289 1016.3  12.9  14.5 999.0 99.0
98 06 28 21 332 10.1 11.6  1.49  5.00  4.60 318 1016.2  13.3  14.5 999.0 99.0
98 06 28 22 318 10.1 11.9  1.49  8.33  4.88 297 1016.0  13.3  14.4 999.0 99.0
98 06 28 23 322  9.4 11.4  1.59  5.26  4.88 317 1016.3  13.3  14.4 999.0 99.0
98 06 29 00 321  9.3 10.6  1.57  5.88  4.85 313 1016.1  13.3  14.4 999.0 99.0
98 06 29 01 324  9.6 11.0  1.54  5.56  4.94 294 1016.0  13.3  14.4 999.0 99.0
98 06 29 02 330  8.7 10.5  1.62  6.25  4.91 298 1015.9  13.3  14.4 999.0 99.0
98 06 29 03 328  7.9  9.3  1.55  6.25  4.81 312 1016.4  13.7  14.4 999.0 99.0
98 06 29 04 325  7.7  9.2  1.52  5.00  4.84 323 1016.5  13.7  14.4 999.0 99.0
98 06 29 05 335  6.5  7.6  1.39  7.69  4.82 294 1017.3  13.7  14.4 999.0 99.0
98 06 29 06 330  5.5  6.4  1.35  5.26  4.88 313 1017.8  13.6  14.4 999.0 99.0
98 06 29 07 329  4.8  6.1  1.33  6.25  5.19 307 1017.8  13.4  14.4 999.0 99.0
98 06 29 08 323  4.8  6.0  1.46  7.69  5.28 290 1017.4  13.3  14.4 999.0 99.0
98 06 29 09 321  5.0  6.4  1.36  7.69  5.22 291 1017.4  12.7  14.4 999.0 99.0
98 06 29 10 308  5.2  6.4  1.37  5.88  5.08 309 1017.4  12.6  14.2 999.0 99.0
98 06 29 11 305  4.9  6.2  1.41  6.67  5.30 302 1017.4  12.6  14.2 999.0 99.0
98 06 29 12 336  5.1  6.6  1.30  7.14  5.07 289 1017.5  12.6  14.2 999.0 99.0
98 06 29 13 317  3.9  5.2  1.31  6.67  5.20 299 1017.9  12.6  14.2 999.0 99.0
98 06 29 14 321  4.0  5.0  1.24  6.67  5.32 302 1017.9  12.8  14.1 999.0 99.0
98 06 29 15 323  4.2  5.3  1.11  7.14  5.22 303 1018.0  12.7  14.1 999.0 99.0
98 06 29 16 325  3.9  4.9  1.13  6.25  5.27 307 1018.1  12.6  14.2 999.0 99.0
98 06 29 17 322  3.6  5.0  1.07  7.69  5.59 296 1018.3  12.6  14.2 999.0 99.0
98 06 29 18 328  4.6  5.6  1.00  7.69  5.30 295 1018.4  12.8  14.3 999.0 99.0
98 06 29 19 331  5.2  6.5  1.08  7.14  5.71 303 1018.6  12.9  14.4 999.0 99.0
98 06 29 20 331  5.2  6.3  1.12  7.69  5.69 305 1018.4  13.3  14.4 999.0 99.0
98 06 29 21 329  4.5  5.5  1.32  7.69  6.16 309 1018.1  13.4  14.4 999.0 99.0
98 06 29 22 320  5.6  7.1  1.29  7.69  6.17 311 1017.9  13.5  14.3 999.0 99.0
98 06 29 23 329  5.3  6.3  1.36  7.69  6.37 316 1017.9  13.4  14.8 999.0 99.0
98 06 30 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 06 30 01 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 06 30 02 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 06 30 03 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 06 30 04 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 06 30 05 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 06 30 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 06 30 07 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 06 30 08 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 06 30 09 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 06 30 10 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 06 30 11 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 06 30 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 06 30 13 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
