#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2008 03 10 13 50 173 10.2 12.1  2.19 12.12  5.85 258 1016.3  10.1   8.7   8.9 99.0 99.00
2008 03 10 14 50 172 10.5 12.7  2.31 10.81  5.85 268 1016.3   9.7   8.7   8.4 99.0 99.00
2008 03 10 15 50 170 11.1 13.0  2.39 11.43  5.73 274 1016.2   9.9   8.7   8.0 99.0 99.00
2008 03 10 16 50 171 11.3 13.9  2.30 11.43  5.71 268 1016.5  10.0   8.7   8.1 99.0 99.00
2008 03 10 17 50 176 11.4 13.5  2.54 10.00  5.76 250 1016.5   9.8   8.8   8.3 99.0 99.00
2008 03 10 18 50 183 11.5 13.7  2.47 10.81  5.80 262 1016.8   9.6   8.8   8.6 99.0 99.00
2008 03 10 19 50 171 11.9 14.3  2.54 10.81  5.79 256 1016.3   9.4   8.8   8.8 99.0 99.00
2008 03 10 20 50 180 12.7 16.4  2.58 10.00  5.77 254 1016.3   9.5   8.8   8.9 99.0 99.00
2008 03 10 21 50 178 11.9 14.0  2.82  7.14  6.03 213 1015.9   9.5   8.9   9.1 99.0 99.00
2008 03 10 22 50 193 11.8 14.4  2.95  6.67  6.06 201 1016.6   9.6   8.9   9.1 99.0 99.00
2008 03 10 23 50 191  9.7 12.2  2.74  7.69  6.00 224 1017.2   9.7   8.9   9.1 99.0 99.00
2008 03 11 00 50 196 10.4 12.2  2.77  8.33  6.04 229 1017.3   9.7   8.9   8.9 99.0 99.00
2008 03 11 01 50 191  9.9 11.7  2.92  7.69  6.30 221 1017.9   9.7   8.9   8.8 99.0 99.00
2008 03 11 02 50 187 10.0 11.6  2.72  8.33  6.09 225 1018.3   9.5   8.9   8.5 99.0 99.00
2008 03 11 03 50 193 10.6 12.7  2.72  8.33  6.16 231 1018.8   9.6   8.9   8.0 99.0 99.00
2008 03 11 04 50 198 10.7 13.6  2.79  9.09  6.19 253 1019.5   9.6   8.9   7.8 99.0 99.00
2008 03 11 05 50 200 10.9 13.3  2.92  9.09  6.34 238 1020.3   9.5   8.9   7.4 99.0 99.00
2008 03 11 06 50 213 10.9 13.3  3.13  9.09  6.57 256 1021.1   9.5   8.9   6.9 99.0 99.00
2008 03 11 07 50 214 10.8 13.4  3.62 10.81  6.98 268 1021.6   9.5   8.9   6.6 99.0 99.00
2008 03 11 08 50 220 10.3 13.1  3.84 10.81  7.11 262 1022.1   9.3   8.8   6.2 99.0 99.00
2008 03 11 09 50 228 11.1 13.2  4.70 14.81  8.39 266 1023.0   7.3   8.8   5.2 99.0 99.00
2008 03 11 11 50 236  9.8 12.6  6.81 14.81 10.72 267 1023.8   8.2   8.8   4.0 99.0 99.00
2008 03 11 12 50 244 10.2 13.4  6.64 16.00 10.75 261 1024.9   8.7   8.8   5.1 99.0 99.00
2008 03 11 13 50 249  8.2 10.8  6.82 17.39 10.33 264 1026.0   7.8   8.8   4.2 99.0 99.00
2008 03 11 14 50 266  9.9 13.1  6.72 14.81 10.54 267 1026.6   7.3   8.8   4.6 99.0 99.00
2008 03 11 15 50 258  8.9 11.4  6.57 16.00 10.20 265 1027.2   8.4   8.8   3.6 99.0 99.00
2008 03 11 16 50 253  8.6 10.9  6.08 14.81  9.98 261 1028.3   8.4   8.8   3.9 99.0 99.00
2008 03 11 17 50 254  7.7 10.3  6.40 16.00 10.80 263 1029.6   8.3   8.8   4.5 99.0 99.00
2008 03 11 18 50 264  7.8 10.3  5.84 16.00 10.16 266 1030.2   8.4   8.8   3.6 99.0 99.00
2008 03 11 19 50 258  7.7 10.1  5.55 14.81 10.24 265 1030.5   8.4   8.8   4.1 99.0 99.00
2008 03 11 20 50 271  5.6  7.7  6.02 14.81 10.27 268 1030.3   7.9   8.9   4.1 99.0 99.00
2008 03 11 21 50 259  4.5  7.2  5.42 14.81  9.86 268 1029.8   8.0   8.9   4.3 99.0 99.00
2008 03 11 22 50 270  4.2  5.7  4.97 13.79  9.50 271 1029.6   8.2   9.0   4.0 99.0 99.00
2008 03 11 23 50 279  4.7  6.1  5.39 13.79  9.87 276 1029.8   8.2   9.0   3.5 99.0 99.00
2008 03 12 00 50 288  4.5  6.3  5.17 13.79  9.52 282 1029.7   7.9   8.9   3.2 99.0 99.00
2008 03 12 01 50 321  1.9  3.6  5.34 13.79  9.64 283 1028.6   7.7   8.9   2.7 99.0 99.00
2008 03 12 02 50 303  1.5  3.2  4.76 13.79  9.16 279 1028.1   7.6   8.9   2.9 99.0 99.00
2008 03 12 03 50 220  0.6  2.0  4.61 13.79  9.04 291 1027.8   7.5   8.9   2.8 99.0 99.00
2008 03 12 04 50  45  1.0  2.2  4.58 13.79  9.24 281 1028.0   7.5   8.8   2.5 99.0 99.00
2008 03 12 05 50  59  2.2  3.8  4.14 13.79  8.96 291 1027.3   7.6   8.8   2.9 99.0 99.00
2008 03 12 06 50  47  3.0  4.3  4.06 13.79  9.40 293 1026.5   7.6   8.8   2.9 99.0 99.00
2008 03 12 07 50  54  2.2  3.5  4.20 12.90  9.19 294 1025.7   7.5   8.8   2.9 99.0 99.00
2008 03 12 08 50  76  3.2  5.4  3.61 12.90  9.16 290 1024.7   7.4   8.8   3.4 99.0 99.00
2008 03 12 09 50  80  4.0  5.7  3.62 13.79  9.06 302 1024.2   7.2   8.8   4.2 99.0 99.00
2008 03 12 10 50  68  3.4  5.1  3.70 12.90  9.39 298 1023.6   6.9   8.8   4.8 99.0 99.00
2008 03 12 11 50  32  2.8  3.8  3.72 12.90  9.65 301 1023.3   7.0   8.8   3.6 99.0 99.00
2008 03 12 12 50  44  3.2  4.7  3.74 12.90  9.41 306 1022.7   7.1   8.8   2.9 99.0 99.00
2008 03 12 13 50  97  3.8  5.1  3.48 12.90  8.65 308 1021.7   6.9   8.8   3.5 99.0 99.00
2008 03 12 14 50  90  4.6  6.0  3.22 11.43  8.45 296 1021.5   6.7   8.8   3.4 99.0 99.00
2008 03 12 15 50  95  3.3  4.6  3.09 11.43  8.50 288 1021.2   6.6   8.8   3.8 99.0 99.00
2008 03 12 16 50  98  1.0  2.0  3.09 12.12  8.24 299 1021.3   7.0   8.8   3.9 99.0 99.00
2008 03 12 17 50 167  2.6  3.8  2.95 12.12  8.40 303 1020.9   7.4   8.9   4.6 99.0 99.00
2008 03 12 18 50 189  1.7  2.7  2.64 12.12  8.35 304 1020.3   7.7   8.9   4.2 99.0 99.00
2008 03 12 19 50 204  2.6  3.5  2.76 10.81  8.26 296 1020.8   7.7   9.1   4.3 99.0 99.00
2008 03 12 20 50 206  2.5  3.3  2.58 10.81  8.41 292 1020.5   7.8   9.2   4.7 99.0 99.00
2008 03 12 21 50 225  2.6  3.2  2.50 11.43  8.32 305 1019.7   8.0   9.1   4.8 99.0 99.00
2008 03 12 22 50 199  2.4  3.2  2.32 11.43  8.25 305 1018.7   7.9   9.2   4.9 99.0 99.00
2008 03 12 23 50 195  1.4  2.3  2.50 11.43  8.40 306 1017.9   8.1   9.1   4.8 99.0 99.00
2008 03 13 00 50 182  2.0  3.4  2.20 10.81  8.23 305 1016.8   8.1   9.2   5.4 99.0 99.00
2008 03 13 01 50 190  3.4  4.6  2.02 11.43  7.81 304 1016.4   8.2   9.0   6.0 99.0 99.00
2008 03 13 02 50 183  6.6  8.6  2.02 10.81  7.55 316 1015.4   8.2   9.0   5.1 99.0 99.00
2008 03 13 03 50 187  6.2  7.1  1.89 10.81  6.96 305 1014.6   7.8   9.0   4.5 99.0 99.00
2008 03 13 04 50 168  4.7  5.6  1.77 10.00  6.54 298 1014.0   7.4   8.9   5.2 99.0 99.00
2008 03 13 05 50 166  2.5  3.2  1.63 10.00  6.57 289 1013.6   7.0   8.9   5.7 99.0 99.00
2008 03 13 06 50 116  2.4  3.0  1.59 10.00  6.59 290 1012.8   7.0   8.9   6.1 99.0 99.00
2008 03 13 07 50  96  3.1  4.1  1.63 10.00  6.87 296 1011.6   7.0   8.8   6.4 99.0 99.00
2008 03 13 08 50  71  4.2  5.0  1.41 10.00  6.55 302 1010.6   7.0   8.9   6.4 99.0 99.00
2008 03 13 09 50  73  5.9  6.8  1.53 10.00  6.92 268 1009.7   6.9   8.8   6.4 99.0 99.00
2008 03 13 10 50  32  4.4  5.7  1.49 10.00  6.56 308 1009.1   6.8   8.8   5.9 99.0 99.00
2008 03 13 11 50  41  4.8  5.6  1.53 10.00  7.29 273 1008.7   6.6   8.8   6.0 99.0 99.00
2008 03 13 12 50 323  3.5  4.4  1.56  9.09  7.55 276 1009.3   6.8   8.8   5.7 99.0 99.00
2008 03 13 13 50 284  4.3  5.1  1.50  9.09  7.52 263 1009.9   7.0   8.8   6.0 99.0 99.00
2008 03 13 14 50 262  4.9  5.9  1.75  7.69  7.07 250 1010.5   7.2   8.8   5.6 99.0 99.00
2008 03 13 15 50 230  3.7  4.4  1.98  8.33  6.95 250 1010.6   7.2   8.7   6.4 99.0 99.00
2008 03 13 16 50 221  7.3  9.2  1.95  7.69  6.67 223 1010.5   8.1   8.8   7.3 99.0 99.00
2008 03 13 17 50 228  5.1  7.1  2.11 19.05  6.82 278 1010.4   8.4   8.8   6.7 99.0 99.00
2008 03 13 18 50 221 10.0 11.4  2.00 19.05  6.30 276 1009.9   8.9   8.8   6.6 99.0 99.00
2008 03 13 19 50 225  7.9  9.8  2.00 19.05  6.14 263 1010.1   8.5   8.9   6.5 99.0 99.00
2008 03 13 20 50 235  8.8 10.7  2.15 19.05  6.14 277 1010.1   8.5   8.8   6.8 99.0 99.00
2008 03 13 21 50 230  9.3 10.9  2.20 17.39  6.44 265 1009.8   9.0   8.9   7.1 99.0 99.00
2008 03 13 22 50 231  9.1 11.3  2.48 17.39  7.11 263 1010.0   9.1   8.9   7.4 99.0 99.00
2008 03 13 23 50 224  7.7  9.4  2.55 17.39  7.08 282 1010.0   8.9   8.9   7.1 99.0 99.00
2008 03 14 00 50 208 10.5 12.7  2.60 17.39  7.12 279 1009.4   7.8   8.9   5.4 99.0 99.00
2008 03 14 01 50 205  7.3  9.6  2.51 17.39  6.99 260 1009.2   8.6   8.9   6.5 99.0 99.00
2008 03 14 02 50 205  6.8  8.3  2.44 16.00  6.81 273 1008.8   8.2   8.9   5.9 99.0 99.00
2008 03 14 03 50 204  6.7  8.2  2.76 16.00  7.79 268 1008.7   8.2   8.9   5.5 99.0 99.00
2008 03 14 04 50 217  6.6  7.9  2.66 16.00  7.25 279 1008.5   7.9   8.8   6.6 99.0 99.00
2008 03 14 05 50 223  5.6  7.2  2.65 14.81  7.61 281 1008.2   7.8   8.8   5.8 99.0 99.00
2008 03 14 06 50 224  5.5  6.7  2.74 16.00  7.42 274 1007.9   8.1   8.8   5.6 99.0 99.00
2008 03 14 07 50 237  3.9  5.1  2.91 16.00  7.66 280 1007.7   7.5   8.8   5.6 99.0 99.00
2008 03 14 08 50 235  5.7  6.9  2.83 16.00  7.62 270 1007.7   8.2   8.8   5.1 99.0 99.00
2008 03 14 09 50 222  4.8  6.0  2.83 14.81  7.71 270 1007.4   8.2   8.7   6.0 99.0 99.00
2008 03 14 10 50 255  5.6  7.4  2.72 16.00  7.87 261 1007.1   7.0   8.7   5.1 99.0 99.00
2008 03 14 11 50 233  4.3  5.7  2.73 14.81  8.29 273 1006.8   7.6   8.7   5.6 99.0 99.00
2008 03 14 12 50 225  3.7  5.6  2.83 14.81  8.78 277 1006.5   7.8   8.7   5.9 99.0 99.00
2008 03 14 13 50 225  6.4  9.5  2.92 16.00  8.48 267 1006.4   7.5   8.8   5.4 99.0 99.00
2008 03 14 14 50 251  7.3  9.0  2.86 14.81  8.37 277 1006.4   7.1   8.7   5.4 99.0 99.00
2008 03 14 15 50 253  4.5  6.1  2.89 14.81  8.16 277 1006.7   6.9   8.7   4.6 99.0 99.00
2008 03 14 16 50 224  3.5  4.9  2.90 13.79  8.34 273 1007.1   6.8   8.7   4.9 99.0 99.00
