#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC   mi    ft
2004 02 01 02 00 297  9.5 13.5  3.25  7.69  6.42 223 1010.4   7.4   9.8 999.0 99.0 99.00
2004 02 01 03 00 288  7.8  9.6  3.12  7.69  6.51 205 1010.6   8.2   9.8 999.0 99.0 99.00
2004 02 01 04 00 263  7.9 10.2  2.91  7.14  6.42 210 1011.0   8.2   9.8 999.0 99.0 99.00
2004 02 01 05 00 233  4.4  5.7  3.25 11.11  7.01 275 1011.2   7.4   9.8 999.0 99.0 99.00
2004 02 01 06 00 252  6.9 10.8  2.98 11.11  6.64 270 1011.4   7.1   9.8 999.0 99.0 99.00
2004 02 01 07 00 256  6.7  8.4  2.91  7.69  6.64 242 1011.8   8.0   9.8 999.0 99.0 99.00
2004 02 01 08 00 253  8.1 10.1  3.11 10.00  6.98 275 1012.4   7.8   9.8 999.0 99.0 99.00
2004 02 01 09 00 266  7.7  9.8  2.88 10.00  6.82 269 1012.3   8.2   9.8 999.0 99.0 99.00
2004 02 01 10 00 270  7.0  8.5  3.17  8.33  6.98 249 1012.6   7.9   9.8 999.0 99.0 99.00
2004 02 01 11 00 280  6.9  8.6  3.22  7.69  7.08 222 1012.8   8.2   9.8 999.0 99.0 99.00
2004 02 01 12 00 283  5.7  7.3  3.06 12.50  7.08 280 1012.9   7.9   9.8 999.0 99.0 99.00
2004 02 01 13 00 290  3.5  4.9  3.03  8.33  7.16 268 1012.8   7.8   9.8 999.0 99.0 99.00
2004 02 01 14 00 312  3.5  4.6  2.96 10.00  7.17 277 1012.7   7.9   9.8 999.0 99.0 99.00
2004 02 01 15 00 318  2.5  3.9  3.02 10.00  7.27 273 1013.3   7.8   9.8 999.0 99.0 99.00
2004 02 01 16 00 252  6.2  7.8  3.15 12.50  7.65 283 1013.4   6.9   9.8 999.0 99.0 99.00
2004 02 01 17 00  61  0.4  2.1  2.98 11.11  7.53 271 1013.6   7.1   9.8 999.0 99.0 99.00
2004 02 01 18 00 124  4.0  5.2  3.37 11.11  8.33 275 1013.5   7.5   9.8 999.0 99.0 99.00
2004 02 01 19 00 112  4.8  6.8  2.92 10.00  7.95 274 1013.5   7.6  10.1 999.0 99.0 99.00
2004 02 01 20 00 148  5.0  6.6  2.86 11.11  8.30 282 1013.5   7.8  10.0 999.0 99.0 99.00
2004 02 01 21 00 128  5.1  6.3  2.71 12.50  7.80 280 1012.9   7.9   9.8 999.0 99.0 99.00
2004 02 01 22 00 109  5.4  7.8  3.32 20.00  9.02 284 1012.1   8.0   9.9 999.0 99.0 99.00
2004 02 01 23 00  71  6.5  8.3  3.10 20.00  8.70 283 1011.0   7.8  10.1 999.0 99.0 99.00
2004 02 02 00 00  83  6.6  8.3  3.20 20.00  8.95 282 1010.6   8.3  10.2 999.0 99.0 99.00
2004 02 02 01 00  94  6.7  8.9  3.05 11.11  8.43 278 1010.1   8.4  10.2 999.0 99.0 99.00
2004 02 02 02 00 103  7.7  9.4  2.97 11.11  8.58 281 1008.7   8.6  10.2 999.0 99.0 99.00
2004 02 02 03 00 132  7.9 10.3  3.14 16.67  8.85 289 1007.8   8.6  10.2 999.0 99.0 99.00
2004 02 02 04 00 131  8.7 10.8  3.33 16.67  8.86 281 1007.0   8.2  10.2 999.0 99.0 99.00
2004 02 02 05 00  96  7.6  9.1  2.93 12.50  7.86 274 1006.6   7.5  10.2 999.0 99.0 99.00
2004 02 02 06 00 132  9.2 11.1  3.08 16.67  7.79 279 1005.6   8.7  10.2 999.0 99.0 99.00
2004 02 02 07 00 107  9.0 12.1  3.55 16.67  8.63 283 1004.5   8.7  10.2 999.0 99.0 99.00
2004 02 02 08 00  93 11.6 13.6  3.13 16.67  7.17 290 1003.1   8.2  10.2 999.0 99.0 99.00
2004 02 02 09 00  93 12.2 15.0  2.95 16.67  6.77 292 1001.9   7.9  10.2 999.0 99.0 99.00
2004 02 02 10 00 103 11.7 13.8  3.20 16.67  6.84 279 1001.0   8.6  10.2 999.0 99.0 99.00
2004 02 02 11 00 128 12.0 15.0  3.17 16.67  6.72 283 1000.5   9.9  10.2 999.0 99.0 99.00
2004 02 02 12 00 110 10.4 12.7  3.26 16.67  6.82 287 1000.0   8.7  10.2 999.0 99.0 99.00
2004 02 02 13 00  99 11.2 13.7  3.34 16.67  6.70 277  999.6   8.0  10.2 999.0 99.0 99.00
2004 02 02 14 00 103 11.2 13.6  3.24 16.67  6.52 282  998.7   9.0  10.2 999.0 99.0 99.00
2004 02 02 15 00 104 11.3 14.8  3.13  8.33  6.50 195  998.3   9.2  10.1 999.0 99.0 99.00
2004 02 02 16 00 104 12.9 15.6  3.30  9.09  6.56 196  997.7   9.4   9.8 999.0 99.0 99.00
2004 02 02 17 00  98 13.3 16.1  3.28  9.09  6.55 188  998.0   9.0   9.8 999.0 99.0 99.00
2004 02 02 18 00 105 11.3 13.6  3.44  9.09  6.55 195  998.7   9.2   9.9 999.0 99.0 99.00
2004 02 02 19 00 110 11.4 13.9  3.56 10.00  6.70 194  999.3   9.3  10.2 999.0 99.0 99.00
2004 02 02 20 00 120  9.9 11.7  3.61 10.00  7.24 194  999.5   9.4  10.2 999.0 99.0 99.00
2004 02 02 21 00 113  7.3  9.1  3.35  9.09  6.84 189  999.7   9.4  10.2 999.0 99.0 99.00
2004 02 02 22 00 106  9.4 10.9  3.71 10.00  7.33 194  999.5   9.7  10.2 999.0 99.0 99.00
2004 02 02 23 00 142  9.2 11.9  3.76 10.00  7.51 192  999.9  10.4  10.2 999.0 99.0 99.00
2004 02 03 00 00 166  9.4 11.9  3.53 10.00  7.20 193 1000.7  10.2  10.2 999.0 99.0 99.00
2004 02 03 01 00 162 11.1 15.1  3.24 10.00  6.90 196 1000.9   9.7  10.2 999.0 99.0 99.00
2004 02 03 02 00 114  8.7 10.5  3.39 10.00  6.91 200 1001.6   8.7  10.2 999.0 99.0 99.00
2004 02 03 03 00 133  7.6  9.3  3.20  9.09  6.95 191 1001.8   9.8  10.2 999.0 99.0 99.00
2004 02 03 04 00 120  6.4  8.2  3.14 10.00  7.15 206 1002.6   9.5  10.2 999.0 99.0 99.00
2004 02 03 05 00 142  6.4  8.4  3.63 14.29  8.08 281 1003.1  10.1  10.2 999.0 99.0 99.00
2004 02 03 06 00 140  5.2  7.0  3.05 10.00  7.21 215 1003.8   9.4  10.2 999.0 99.0 99.00
2004 02 03 07 00 130  6.6  7.8  2.91 14.29  7.33 273 1004.2   9.5  10.2 999.0 99.0 99.00
2004 02 03 08 00 152  7.2  8.8  3.14 14.29  7.83 274 1005.0   9.7  10.2 999.0 99.0 99.00
2004 02 03 09 00 153  7.3  9.1  3.13 14.29  7.79 280 1005.5   9.1  10.2 999.0 99.0 99.00
2004 02 03 10 00 151  8.1  9.6  3.25 14.29  7.97 264 1006.0   9.4  10.2 999.0 99.0 99.00
2004 02 03 11 00 161  8.3 10.0  3.63 14.29  8.18 274 1006.5   9.1  10.2 999.0 99.0 99.00
2004 02 03 12 00 163  7.9  9.2  3.60 14.29  8.37 254 1006.8   8.8  10.2 999.0 99.0 99.00
2004 02 03 13 00 164  8.3  9.6  4.15 12.50  8.89 252 1006.9   9.0  10.2 999.0 99.0 99.00
2004 02 03 14 00 162  7.6  9.0  4.06 12.50  8.75 254 1007.1   8.9   9.8 999.0 99.0 99.00
2004 02 03 15 00 166  8.2  9.8  3.72 12.50  8.23 254 1007.2   9.0   9.8 999.0 99.0 99.00
2004 02 03 16 00 162  8.3 10.2  3.59 14.29  8.18 267 1007.4   8.9   9.8 999.0 99.0 99.00
2004 02 03 17 00 178  8.6 10.3  3.05 12.50  7.64 262 1007.8   9.4   9.8 999.0 99.0 99.00
2004 02 03 18 00 180  6.9  8.7  3.29 12.50  7.49 262 1008.6   9.0   9.8 999.0 99.0 99.00
2004 02 03 19 00 202  5.5  6.6  3.31 12.50  8.10 275 1009.3   9.0   9.8 999.0 99.0 99.00
2004 02 03 20 00 212  5.3  6.4  2.90 12.50  7.83 267 1009.8   9.0   9.8 999.0 99.0 99.00
2004 02 03 21 00 198  6.4  7.5  3.07 12.50  8.38 273 1009.8   9.0   9.8 999.0 99.0 99.00
2004 02 03 22 00 246  5.3  6.6  3.20 12.50  8.65 272 1010.0   8.9   9.8 999.0 99.0 99.00
2004 02 03 23 00 252  5.6  6.8  3.32 12.50  8.72 276 1010.2   9.1  10.2 999.0 99.0 99.00
2004 02 04 00 00 256  6.7  8.2  2.84 12.50  8.01 273 1010.7   9.0  10.2 999.0 99.0 99.00
2004 02 04 01 00 285  8.4 10.2  2.92 12.50  8.14 276 1011.0   8.6  10.2 999.0 99.0 99.00
2004 02 04 02 00 289  8.5 10.7  3.11 12.50  7.59 283 1011.7   8.2  10.2 999.0 99.0 99.00
2004 02 04 03 00 287  8.9 10.8  2.83 14.29  7.24 289 1012.7   8.3  10.2 999.0 99.0 99.00
2004 02 04 04 00 294  8.0 10.0  3.17 12.50  7.33 283 1013.5   8.2  10.2 999.0 99.0 99.00
2004 02 04 05 00 290  8.3 10.0  3.04 12.50  6.91 278 1014.3   8.3  10.2 999.0 99.0 99.00
2004 02 04 06 00 299  7.5  9.3  2.74 12.50  6.91 281 1014.7   8.2  10.2 999.0 99.0 99.00
2004 02 04 07 00 304  7.5  9.1  2.89 12.50  6.92 300 1015.7   8.3  10.2 999.0 99.0 99.00
2004 02 04 08 00 300  7.8  9.7  2.96 11.11  7.09 288 1016.1   8.3  10.2 999.0 99.0 99.00
2004 02 04 09 00 318  8.7 10.6  2.96 12.50  7.06 289 1016.5   8.3  10.2 999.0 99.0 99.00
2004 02 04 10 00 307  7.0  9.4  2.92 12.50  7.08 287 1017.7   8.4  10.2 999.0 99.0 99.00
2004 02 04 11 00 307  8.6 10.5  2.88 12.50  7.09 288 1018.4   8.7  10.2 999.0 99.0 99.00
2004 02 04 12 00 326  5.9  7.5  2.95 12.50  6.98 289 1018.9   8.2   9.8 999.0 99.0 99.00
2004 02 04 13 00 307  6.9  8.3  2.86 12.50  6.88 290 1019.3   8.6   9.8 999.0 99.0 99.00
2004 02 04 14 00 314  6.7  8.2  2.80 12.50  7.32 289 1019.6   8.7   9.8 999.0 99.0 99.00
2004 02 04 15 00 313  5.5  7.0  2.80 12.50  7.20 289 1020.5   8.6   9.8 999.0 99.0 99.00
2004 02 04 16 00 304  4.6  5.9  2.64 12.50  7.19 283 1021.2   8.7   9.8 999.0 99.0 99.00
2004 02 04 17 00 301  5.8  7.4  2.45 14.29  6.93 285 1022.0   8.7   9.8 999.0 99.0 99.00
2004 02 04 20 00 289  3.2  4.5  2.37 12.50  7.43 283 1023.6   8.9   9.8 999.0 99.0 99.00
2004 02 04 21 00 274  5.4  6.7  2.32  7.69  7.19 298 1023.6   8.7   9.8 999.0 99.0 99.00
2004 02 04 22 00 306  4.6  5.8  2.20  7.14  6.94 309 1024.0   8.5   9.8 999.0 99.0 99.00
2004 02 04 23 00 301  4.0  5.1  2.22  9.09  7.10 280 1024.2   8.7   9.8 999.0 99.0 99.00
2004 02 05 00 00 307  3.1  4.6  2.30 11.11  6.88 287 1024.9   8.7   9.8 999.0 99.0 99.00
2004 02 05 01 00 294  2.2  3.3  2.11  9.09  6.70 268 1025.2   8.7   9.8 999.0 99.0 99.00
2004 02 05 02 00 316  1.2  1.9  2.00  9.09  6.59 277 1025.7   8.7   9.8 999.0 99.0 99.00
2004 02 05 03 00 342  0.2  0.8  2.10  8.33  6.73 284 1025.9   8.7   9.8 999.0 99.0 99.00
2004 02 05 04 00  62  0.2  1.2  2.00 12.50  6.72 279 1026.0   8.6   9.7 999.0 99.0 99.00
2004 02 05 05 00 125  0.9  2.0  1.73 12.50  6.69 279 1026.6   8.7   9.8 999.0 99.0 99.00
2004 02 05 06 00 126  2.5  3.2  1.72 11.11  6.99 279 1026.4   8.7   9.8 999.0 99.0 99.00
2004 02 05 07 00 138  3.1  4.3  1.80 12.50  7.21 277 1026.7   8.7   9.8 999.0 99.0 99.00
2004 02 05 08 00 146  4.7  6.1  1.54 12.50  7.14 275 1026.5   8.7   9.7 999.0 99.0 99.00
2004 02 05 09 00 150  4.5  5.7  1.56 12.50  7.25 275 1026.1   8.7   9.7 999.0 99.0 99.00
2004 02 05 10 00 147  5.0  6.2  1.57 12.50  7.69 275 1026.0   8.8   9.8 999.0 99.0 99.00
2004 02 05 11 00 149  5.0  5.8 99.00 99.00 99.00 999 1025.9   8.6   9.8 999.0 99.0 99.00
2004 02 05 12 00 114  5.0  6.5  1.55 12.50  7.02 279 1025.5   8.4   9.8 999.0 99.0 99.00
2004 02 05 13 00 102  5.1  6.4  1.51 12.50  6.78 274 1025.6   7.8   9.8 999.0 99.0 99.00
2004 02 05 14 00 104  4.8  5.8  1.56 20.00  6.92 275 1025.6   7.8   9.8 999.0 99.0 99.00
2004 02 05 15 00 143  5.4  6.9  1.96 20.00  8.80 281 1025.2   8.5   9.8 999.0 99.0 99.00
2004 02 05 16 00 131  7.0  8.5  1.75 16.67  7.87 274 1024.4   8.8   9.8 999.0 99.0 99.00
2004 02 05 17 00 103  6.6  8.1  1.47 20.00  6.02 275 1024.2   8.2   9.8 999.0 99.0 99.00
2004 02 05 18 00  98  6.6  8.4  1.62 16.67  6.09 273 1024.1   8.1   9.8 999.0 99.0 99.00
2004 02 05 19 00 109  4.7  5.9  1.93 16.67  7.02 277 1024.5   8.3   9.8 999.0 99.0 99.00
2004 02 05 20 00 119  4.6  5.7  1.89 16.67  7.32 273 1024.3   8.9   9.8 999.0 99.0 99.00
2004 02 05 21 00 138  6.4  7.5  2.05 16.67  7.53 272 1023.2   9.4   9.8 999.0 99.0 99.00
2004 02 05 22 00 150  7.4  9.2  1.84 16.67  7.10 271 1022.6   9.5   9.8 999.0 99.0 99.00
2004 02 05 23 00 156  7.6  9.2  2.11 16.67  6.87 271 1022.3   9.8   9.8 999.0 99.0 99.00
2004 02 06 00 00 141  7.5  9.6  2.38 16.67  7.39 277 1021.3   9.8   9.8 999.0 99.0 99.00
2004 02 06 01 00 149  7.8  9.2  2.31 16.67  7.04 278 1020.6  10.2   9.8 999.0 99.0 99.00
2004 02 06 02 00 156  8.6 10.0  2.32 16.67  6.81 275 1020.4  10.2   9.8 999.0 99.0 99.00
2004 02 06 03 00 159  9.9 13.2  2.63 16.67  7.43 272 1019.1  10.6   9.8 999.0 99.0 99.00
2004 02 06 04 00 159 10.4 13.6  2.71 16.67  6.67 273 1017.8  10.5   9.8 999.0 99.0 99.00
2004 02 06 05 00 169 10.2 12.2  2.80 16.67  6.66 265 1017.9  10.5   9.8 999.0 99.0 99.00
2004 02 06 06 00 163 11.0 13.6  3.03 16.67  7.12 274 1017.1  10.5   9.8 999.0 99.0 99.00
2004 02 06 07 00 174 14.4 18.4  2.99 16.67  6.66 271 1016.0  10.1   9.8 999.0 99.0 99.00
2004 02 06 08 00 166 13.7 16.7  3.14 16.67  6.56 276 1015.4   9.5   9.8 999.0 99.0 99.00
2004 02 06 09 00 164 14.8 18.0  3.34 16.67  7.03 275 1014.4   9.7   9.8 999.0 99.0 99.00
2004 02 06 10 00 165 14.5 17.5  3.72 16.67  6.96 265 1013.7   9.8   9.9 999.0 99.0 99.00
2004 02 06 11 00 166 13.9 16.7  3.73 16.67  6.85 278 1013.2   9.8   9.8 999.0 99.0 99.00
2004 02 06 12 00 169 14.5 17.4  3.67  7.69  6.54 211 1012.3   9.8  10.1 999.0 99.0 99.00
2004 02 06 13 00 184 13.0 15.9  4.26  7.69  6.98 195 1012.3  10.2  10.1 999.0 99.0 99.00
2004 02 06 14 00 194  9.7 11.6  4.18  8.33  6.98 210 1012.6  10.5  10.2 999.0 99.0 99.00
2004 02 06 15 00 211  9.3 11.9  3.78  7.69  6.95 190 1013.0  10.2  10.1 999.0 99.0 99.00
2004 02 06 16 00 226  9.8 11.9  3.75  8.33  7.13 212 1013.8  10.2  10.1 999.0 99.0 99.00
2004 02 06 17 00 215  9.3 11.3  3.51  8.33  7.07 202 1014.6  10.2   9.9 999.0 99.0 99.00
2004 02 06 18 00 213  7.5  9.2  3.53  9.09  7.12 240 1015.5  10.3  10.1 999.0 99.0 99.00
2004 02 06 19 00 199  8.2 10.8  3.35  8.33  7.56 207 1016.0  10.3  10.2 999.0 99.0 99.00
2004 02 06 20 00 202  6.8  8.4  3.44  8.33  7.61 217 1016.1  10.3  10.2 999.0 99.0 99.00
2004 02 06 21 00 209  7.4  9.2  3.77  9.09  7.98 231 1015.7  10.2  10.2 999.0 99.0 99.00
2004 02 06 22 00 197  6.2  7.6  3.64  9.09  7.58 225 1015.7  10.3  10.1 999.0 99.0 99.00
2004 02 06 23 00 207  6.8  8.5  3.77 14.29  7.82 280 1016.2  10.2   9.8 999.0 99.0 99.00
2004 02 07 00 00 244  4.2  6.3  3.69 14.29  8.01 283 1016.7   8.1 999.0 999.0 99.0 99.00
2004 02 07 01 00 199  5.0  6.3  4.05 14.29  8.49 280 1017.3   8.6 999.0 999.0 99.0 99.00
2004 02 07 02 00 278  2.2  3.5  3.97  9.09  8.07 236 1017.7   8.6 999.0 999.0 99.0 99.00
2004 02 07 03 00 290  7.0  9.2  4.37 12.50  8.48 279 1018.6   8.5 999.0 999.0 99.0 99.00
2004 02 07 04 00 313  7.6  9.8  4.20 12.50  8.44 280 1019.9   8.6 999.0 999.0 99.0 99.00
2004 02 07 05 00 327  9.9 13.6  3.60 12.50  7.76 275 1021.0   7.8 999.0 999.0 99.0 99.00
2004 02 07 06 00 312  9.5 12.4  3.95 12.50  8.11 270 1022.1   9.0 999.0 999.0 99.0 99.00
2004 02 07 07 00 301  9.4 11.8  4.46 12.50  8.60 266 1023.3   9.0 999.0 999.0 99.0 99.00
2004 02 07 08 00 313 10.5 13.3  4.31 12.50  8.41 268 1024.3   8.6 999.0 999.0 99.0 99.00
2004 02 07 09 00 289  8.7 12.4  4.14 12.50  8.22 268 1025.6   7.7 999.0 999.0 99.0 99.00
2004 02 07 10 00 310  8.1  9.8  3.60 11.11  7.50 265 1025.9   8.9 999.0 999.0 99.0 99.00
2004 02 07 11 00 304  9.2 11.7  3.87 12.50  7.69 261 1027.0   9.0 999.0 999.0 99.0 99.00
2004 02 07 12 00 314  8.2 11.7  3.83 12.50  7.62 275 1027.5   8.2 999.0 999.0 99.0 99.00
2004 02 07 13 00 307  8.7 10.8  3.81 11.11  7.57 263 1028.3   8.9 999.0 999.0 99.0 99.00
2004 02 07 14 00 295  6.9  8.6  3.94 11.11  7.93 264 1029.0   8.7 999.0 999.0 99.0 99.00
2004 02 07 15 00 305  6.4  8.7  3.85 11.11  7.67 262 1029.8   8.6 999.0 999.0 99.0 99.00
2004 02 07 16 00 299  7.9  9.9  3.87 10.00  7.47 268 1030.4   8.6 999.0 999.0 99.0 99.00
2004 02 07 17 00 317  5.3  6.7  3.66 11.11  7.57 273 1031.6   8.2 999.0 999.0 99.0 99.00
2004 02 07 18 00 299  7.7  9.6  3.51 11.11  7.38 275 1031.9   8.8 999.0 999.0 99.0 99.00
2004 02 07 19 00 301  6.2  7.9  3.65 10.00  7.35 268 1032.0   8.8 999.0 999.0 99.0 99.00
2004 02 07 20 00 303  6.0  8.0  3.34 11.11  7.24 271 1032.2   8.6 999.0 999.0 99.0 99.00
2004 02 07 21 00 290  5.9  7.4  3.29 11.11  7.40 272 1032.0   8.4 999.0 999.0 99.0 99.00
2004 02 07 22 00 287  6.0  7.6  3.20 11.11  7.34 276 1032.0   8.2 999.0 999.0 99.0 99.00
2004 02 07 23 00 270  5.8  7.2  3.24 11.11  7.51 272 1032.0   8.2 999.0 999.0 99.0 99.00
2004 02 08 00 00 309  5.5  7.2  2.92 11.11  7.22 274 1032.5   8.7 999.0 999.0 99.0 99.00
2004 02 08 01 00 305  6.1  7.6  2.78 11.11  7.13 262 1032.9   8.6 999.0 999.0 99.0 99.00
2004 02 08 02 00 293  5.7  7.2  2.91 11.11  7.29 271 1033.0   8.2 999.0 999.0 99.0 99.00
2004 02 08 03 00 310  5.6  6.7  2.75 11.11  7.33 269 1033.0   8.2 999.0 999.0 99.0 99.00
2004 02 08 04 00 303  4.4  5.8  2.77 11.11  7.14 269 1033.4   7.9 999.0 999.0 99.0 99.00
2004 02 08 05 00 314  4.8  5.8  2.68 11.11  7.46 266 1033.6   8.2 999.0 999.0 99.0 99.00
2004 02 08 06 00 332  6.5  8.8  2.65 12.50  7.19 280 1033.9   7.9 999.0 999.0 99.0 99.00
2004 02 08 07 00 313  4.7  6.5  2.71 12.50  7.97 271 1034.0   7.9 999.0 999.0 99.0 99.00
2004 02 08 08 00 348  5.2  6.6  2.48 12.50  7.81 273 1033.9   7.5 999.0 999.0 99.0 99.00
2004 02 08 09 00 318  4.6  5.7  2.79 12.50  8.22 276 1033.8   7.9 999.0 999.0 99.0 99.00
2004 02 08 10 00 318  3.9  5.1  3.04 12.50  8.57 276 1033.7   7.9 999.0 999.0 99.0 99.00
2004 02 08 11 00 312  4.8  5.9  2.89 11.11  8.28 280 1034.0   8.1 999.0 999.0 99.0 99.00
2004 02 08 12 00 314  4.7  6.3  2.92 11.11  8.17 275 1033.7   8.2 999.0 999.0 99.0 99.00
2004 02 08 13 00 322  4.9  5.9  2.41 11.11  7.50 297 1033.8   8.2 999.0 999.0 99.0 99.00
2004 02 08 14 00 316  5.0  6.1  3.30 11.11  8.38 287 1034.2   8.3 999.0 999.0 99.0 99.00
2004 02 08 15 00 324  4.7  6.1  2.66 11.11  7.90 286 1034.2   8.2 999.0 999.0 99.0 99.00
2004 02 08 16 00 331  4.3  5.6  2.94 11.11  8.05 285 1034.4   8.3 999.0 999.0 99.0 99.00
2004 02 08 17 00 315  4.6  6.0  2.80 12.50  8.02 288 1034.6   8.3 999.0 999.0 99.0 99.00
2004 02 08 18 00 327  3.3  4.4  2.80 12.50  7.99 290 1034.6   6.8 999.0 999.0 99.0 99.00
2004 02 08 19 00  16  3.6  5.1  2.62 12.50  7.80 287 1034.9   7.0 999.0 999.0 99.0 99.00
2004 02 08 20 00 346  2.3  3.0  2.34 11.11  7.76 286 1035.0   7.5 999.0 999.0 99.0 99.00
2004 02 08 21 00 338  0.9  1.8  2.61 12.50  8.56 285 1034.7   7.5 999.0 999.0 99.0 99.00
2004 02 08 22 00 311  3.3  4.0  2.53 11.11  8.14 282 1034.5   7.8 999.0 999.0 99.0 99.00
2004 02 08 23 00   6  5.9  6.9  2.33 11.11  8.13 279 1034.5   7.7 999.0 999.0 99.0 99.00
2004 02 09 00 00 349  4.1  5.7  2.17 11.11  7.76 296 1034.6   7.6 999.0 999.0 99.0 99.00
2004 02 09 01 00 340  4.7  5.6  2.16 11.11  7.41 302 1034.6   7.9 999.0 999.0 99.0 99.00
2004 02 09 02 00 345  5.8  6.9  2.44 11.11  7.88 304 1034.6   7.9 999.0 999.0 99.0 99.00
2004 02 09 03 00 340  4.8  5.8  2.27 11.11  7.64 305 1034.9   7.9 999.0 999.0 99.0 99.00
2004 02 09 04 00 347  5.1  6.0  2.31 11.11  7.71 300 1034.8   8.2 999.0 999.0 99.0 99.00
2004 02 09 05 00   2  5.5  6.4  2.42 11.11  7.68 299 1034.9   8.2 999.0 999.0 99.0 99.00
2004 02 09 06 00 356  5.6  6.6  2.16 11.11  7.23 292 1035.1   8.2 999.0 999.0 99.0 99.00
2004 02 09 07 00 355  5.3  6.5  2.43 11.11  8.09 292 1035.1   8.0 999.0 999.0 99.0 99.00
2004 02 09 08 00 360  4.8  5.8  1.94 11.11  7.60 285 1035.1   7.9 999.0 999.0 99.0 99.00
2004 02 09 09 00  18  4.9  6.2  1.76 11.11  7.28 283 1035.0   7.9 999.0 999.0 99.0 99.00
2004 02 09 10 00  32  4.1  5.1  2.10 11.11  7.91 282 1035.1   7.4 999.0 999.0 99.0 99.00
2004 02 09 11 00  12  4.3  5.2  2.19 11.11  8.10 286 1035.0   7.5 999.0 999.0 99.0 99.00
2004 02 09 12 00  17  3.9  4.7  2.14 11.11  8.03 282 1034.6   7.5 999.0 999.0 99.0 99.00
2004 02 09 13 00  15  3.5  4.4  2.01 11.11  8.09 296 1034.6   7.4 999.0 999.0 99.0 99.00
2004 02 09 14 00  58  3.4  4.6  2.23 12.50  8.42 288 1034.8   6.8 999.0 999.0 99.0 99.00
2004 02 09 15 00  48  2.4  3.7  2.10 11.11  8.19 298 1034.6   5.5 999.0 999.0 99.0 99.00
2004 02 09 16 00  21  2.6  3.3  2.25 11.11  8.55 290 1034.8   5.9 999.0 999.0 99.0 99.00
2004 02 09 17 00 355  2.9  4.0  2.45 12.50  8.92 293 1035.0   6.6 999.0 999.0 99.0 99.00
2004 02 09 18 00   8  4.0  4.8  2.44 11.11  8.97 292 1035.0   6.7 999.0 999.0 99.0 99.00
2004 02 09 19 00  19  4.4  5.5  2.47 11.11  9.21 291 1034.6   6.7 999.0 999.0 99.0 99.00
2004 02 09 20 00  17  4.7  5.7  2.42 12.50  9.47 291 1034.5   7.1 999.0 999.0 99.0 99.00
2004 02 09 21 00   8  4.7  5.3  2.41 11.11  9.43 296 1033.6   7.1 999.0 999.0 99.0 99.00
2004 02 09 22 00 355  5.9  6.7  2.47 12.50  9.68 287 1033.4   7.4 999.0 999.0 99.0 99.00
2004 02 09 23 00 357  6.8  8.0  2.75 12.50 10.10 289 1032.9   7.5 999.0 999.0 99.0 99.00
2004 02 10 00 00 347  7.0  8.3  2.39 14.29  8.91 284 1032.2   7.5 999.0 999.0 99.0 99.00
2004 02 10 01 00 354  7.6  9.1  2.49 14.29  8.58 288 1031.8   7.9 999.0 999.0 99.0 99.00
2004 02 10 02 00   4  7.7  8.7  2.43 14.29  8.11 289 1031.5   7.9 999.0 999.0 99.0 99.00
2004 02 10 03 00 356  7.8  9.4  2.73 14.29  8.22 287 1031.5   7.9 999.0 999.0 99.0 99.00
2004 02 10 04 00   4  8.4  9.6  2.84 14.29  7.97 286 1031.4   7.9 999.0 999.0 99.0 99.00
2004 02 10 05 00  15  7.0  7.9  2.72 14.29  7.89 293 1031.2   7.8 999.0 999.0 99.0 99.00
2004 02 10 06 00  14  7.0  8.1  2.52 14.29  7.74 282 1031.0   7.4 999.0 999.0 99.0 99.00
2004 02 10 07 00  21  5.9  6.8  2.31 14.29  8.40 285 1030.7   7.3 999.0 999.0 99.0 99.00
2004 02 10 08 00  24  5.4  6.8  2.76 14.29  9.53 288 1030.5   7.1 999.0 999.0 99.0 99.00
2004 02 10 09 00  38  4.2  5.5  2.81 14.29  9.51 281 1030.2   7.1 999.0 999.0 99.0 99.00
2004 02 10 10 00  51  4.4  5.5  2.89 12.50  9.50 280 1029.9   7.1 999.0 999.0 99.0 99.00
2004 02 10 11 00  45  5.3  7.2  3.18 14.29 10.15 278 1029.4   7.5 999.0 999.0 99.0 99.00
2004 02 10 12 00 356  4.0  4.9  3.09 12.50  9.41 285 1028.9   7.2 999.0 999.0 99.0 99.00
2004 02 10 13 00  15  3.4  4.6  2.87 14.29  9.49 282 1028.6   7.2 999.0 999.0 99.0 99.00
2004 02 10 14 00  39  4.6  5.7  2.95 14.29  9.38 288 1028.3   7.0 999.0 999.0 99.0 99.00
2004 02 10 15 00  57  4.2  5.5  2.76 14.29  9.62 278 1028.4   7.4 999.0 999.0 99.0 99.00
2004 02 10 16 00  73  6.5  7.9  3.00 16.67  9.58 283 1028.1   7.1 999.0 999.0 99.0 99.00
2004 02 10 17 00  61  6.9  8.4  2.72 14.29  8.21 283 1028.0   7.1 999.0 999.0 99.0 99.00
2004 02 10 18 00  61  7.6  9.0  2.94 16.67  8.66 285 1027.3   7.4 999.0 999.0 99.0 99.00
