#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC   mi    ft
2005 05 19 15 00 183 10.6 12.8  3.19  9.09  6.38 227 1007.0  12.8 999.0 999.0 99.0 99.00
2005 05 19 16 00 180 10.9 13.4  3.21  9.09  6.28 230 1007.2  12.8 999.0 999.0 99.0 99.00
2005 05 19 17 00 191  9.9 11.4  3.31  9.09  6.35 250 1008.4  11.9 999.0 999.0 99.0 99.00
2005 05 19 18 00 194  9.1 11.4  3.44  9.09  6.57 230 1009.4  12.1 999.0 999.0 99.0 99.00
2005 05 19 19 00 185  9.4 11.9  3.50  9.09  6.72 236 1010.2  12.7 999.0 999.0 99.0 99.00
2005 05 19 20 00 185  9.4 11.6  3.53  9.09  6.88 240 1011.0  12.9 999.0 999.0 99.0 99.00
2005 05 19 21 00 187 10.9 13.9  3.62  9.09  7.08 240 1011.6  12.9 999.0 999.0 99.0 99.00
2005 05 19 22 00 188 10.0 12.5  3.23 10.00  6.75 238 1012.1  12.9 999.0 999.0 99.0 99.00
2005 05 19 23 00 182  9.3 11.2  3.41 10.00  7.10 243 1012.3  12.9 999.0 999.0 99.0 99.00
2005 05 20 00 00 180 10.3 12.6  3.47 11.11  7.40 246 1012.5  12.9 999.0 999.0 99.0 99.00
2005 05 20 01 00 178  8.9 11.7  3.80 14.29  7.64 253 1012.8  12.9 999.0 999.0 99.0 99.00
2005 05 20 02 00 180  8.6 10.2  3.78 11.11  8.00 249 1012.8  12.8 999.0 999.0 99.0 99.00
2005 05 20 03 00 183  9.5 11.9  3.52 14.29  7.59 251 1012.9  12.5 999.0 999.0 99.0 99.00
2005 05 20 04 00 182  8.0  9.8  4.15 14.29  8.46 253 1013.3  12.5 999.0 999.0 99.0 99.00
2005 05 20 05 00 180  8.7 10.8  4.35 12.50  8.43 252 1013.5  12.8 999.0 999.0 99.0 99.00
2005 05 20 06 00 182  7.6  9.2  4.20 12.50  8.41 253 1013.8  12.6 999.0 999.0 99.0 99.00
2005 05 20 07 00 187  7.5  9.5  4.57 14.29  8.67 261 1014.2  12.6 999.0 999.0 99.0 99.00
2005 05 20 08 00 178  6.7  8.1  4.58 14.29  8.89 264 1014.1  12.5 999.0 999.0 99.0 99.00
2005 05 20 09 00 170  6.7  8.1  4.69 14.29  9.07 265 1014.1  12.5 999.0 999.0 99.0 99.00
2005 05 20 10 00 178  6.9  8.6  4.79 14.29  9.34 262 1013.7  12.5 999.0 999.0 99.0 99.00
2005 05 20 11 00 178  7.2  8.5  4.84 14.29  8.94 264 1013.5  12.5 999.0 999.0 99.0 99.00
2005 05 20 12 00 178  6.6  7.9  4.29 14.29  8.59 268 1013.3  12.5 999.0 999.0 99.0 99.00
2005 05 20 13 00 180  6.6  8.1  4.39 14.29  8.95 262 1013.0  12.5 999.0 999.0 99.0 99.00
2005 05 20 14 00 177  6.7  7.9  3.67 14.29  8.50 261 1013.2  12.5 999.0 999.0 99.0 99.00
2005 05 20 15 00 168  6.2  7.2  3.44 14.29  8.65 270 1013.5  12.5 999.0 999.0 99.0 99.00
2005 05 20 16 00 169  9.0 10.9  3.74 14.29  8.52 257 1013.7  12.1 999.0 999.0 99.0 99.00
2005 05 20 17 00 203  7.1  8.6  3.31 12.50  7.89 255 1014.1  11.2 999.0 999.0 99.0 99.00
2005 05 20 18 00 165  6.9  8.8  3.77 12.50  8.09 263 1014.4  11.3 999.0 999.0 99.0 99.00
2005 05 20 19 00 167  7.4  8.7  3.42 12.50  7.83 258 1014.9  11.3 999.0 999.0 99.0 99.00
2005 05 20 20 00 178  6.8  8.1  3.28 12.50  8.10 258 1015.4  12.1 999.0 999.0 99.0 99.00
2005 05 20 21 00 208  7.2  8.6  3.77 12.50  8.68 263 1016.1  12.5 999.0 999.0 99.0 99.00
2005 05 20 22 00 211  7.6  9.7  3.45 12.50  7.97 265 1016.8  12.5 999.0 999.0 99.0 99.00
2005 05 20 23 00 210  6.3  8.3  3.56 12.50  8.07 267 1017.4  12.6 999.0 999.0 99.0 99.00
2005 05 21 00 00 219  6.5  8.0  3.99 11.11  8.33 261 1017.8  12.6 999.0 999.0 99.0 99.00
2005 05 21 01 00 216  6.7  8.4  3.56 12.50  7.90 266 1018.2  12.6 999.0 999.0 99.0 99.00
2005 05 21 02 00 218  5.2  6.5  3.69 12.50  8.47 266 1018.7  12.6 999.0 999.0 99.0 99.00
2005 05 21 03 00 215  5.4  6.7  3.28 12.50  7.76 261 1019.3  12.6 999.0 999.0 99.0 99.00
2005 05 21 04 00 206  5.8  7.1  3.05 12.50  7.73 265 1019.6  12.5 999.0 999.0 99.0 99.00
2005 05 21 05 00 196  4.7  6.1  3.10 12.50  8.03 264 1020.0  12.4 999.0 999.0 99.0 99.00
2005 05 21 06 00 199  5.4  6.5  2.92 12.50  7.86 267 1020.2  12.2 999.0 999.0 99.0 99.00
2005 05 21 07 00 203  5.4  6.5  2.68 12.50  8.01 261 1020.6  12.2 999.0 999.0 99.0 99.00
2005 05 21 08 00 188  5.0  5.7  2.67 12.50  7.91 261 1020.5  12.1 999.0 999.0 99.0 99.00
2005 05 21 09 00 183  5.1  5.9  2.78 12.50  8.31 265 1020.6  12.1 999.0 999.0 99.0 99.00
2005 05 21 10 00 184  6.0  7.0  2.83 12.50  8.33 263 1020.7  12.1 999.0 999.0 99.0 99.00
2005 05 21 11 00 173  5.8  6.9  2.73 12.50  8.41 265 1020.7  12.2 999.0 999.0 99.0 99.00
2005 05 21 12 00 173  5.6  6.5  2.89 12.50  8.36 271 1020.3  12.2 999.0 999.0 99.0 99.00
2005 05 21 13 00 164  6.0  6.9  3.31 12.50  8.90 256 1019.6  12.2 999.0 999.0 99.0 99.00
2005 05 21 14 00 141  7.8  9.5  3.16 11.11  8.27 269 1019.2  12.0 999.0 999.0 99.0 99.00
2005 05 21 15 00 148  7.4  8.8  2.72 11.11  7.41 267 1019.2  12.1 999.0 999.0 99.0 99.00
2005 05 21 16 00 122  6.7  8.2  2.79 11.11  7.68 265 1018.3  12.2 999.0 999.0 99.0 99.00
2005 05 21 17 00  95  7.4  9.6  2.77 12.50  7.21 263 1017.3  11.7 999.0 999.0 99.0 99.00
2005 05 21 18 00 117  6.5  7.9  2.54 11.11  7.00 269 1016.9  12.1 999.0 999.0 99.0 99.00
2005 05 21 19 00 120  7.0  8.6  2.44 11.11  6.77 261 1015.8  12.5 999.0 999.0 99.0 99.00
2005 05 21 20 00 148  7.9  9.7  2.37 11.11  6.59 265 1015.2  12.9 999.0 999.0 99.0 99.00
2005 05 21 21 00 167 11.3 14.4  2.30 11.11  6.49 268 1014.8  12.9 999.0 999.0 99.0 99.00
2005 05 21 22 00 162 11.3 14.0  2.24 12.50  5.83 266 1014.2  12.7 999.0 999.0 99.0 99.00
2005 05 21 23 00 165 15.1 18.6  2.67 11.11  5.72 270 1013.1  12.9 999.0 999.0 99.0 99.00
2005 05 22 00 00 162 15.8 19.2  3.10  6.25  5.87 185 1012.3  11.4 999.0 999.0 99.0 99.00
2005 05 22 01 00 202 11.1 13.8 99.00 99.00 99.00 999 1013.6   9.8 999.0 999.0 99.0 99.00
2005 05 22 02 00 176  9.7 11.7  3.41  7.14  6.30 186 1013.1  10.7 999.0 999.0 99.0 99.00
2005 05 22 03 00 180 11.0 13.3 99.00 99.00 99.00 999 1013.2  11.3 999.0 999.0 99.0 99.00
2005 05 22 04 00 180 11.9 13.8  3.23  7.69  6.21 193 1013.4  11.7 999.0 999.0 99.0 99.00
2005 05 22 05 00 197  9.6 12.4  3.46  7.69  6.28 189 1014.2  12.4 999.0 999.0 99.0 99.00
2005 05 22 06 00 206 11.2 13.9  3.21  7.69  6.23 199 1014.6  12.6 999.0 999.0 99.0 99.00
2005 05 22 07 00 208 11.0 13.7  3.33  8.33  6.40 208 1015.0  12.5 999.0 999.0 99.0 99.00
2005 05 22 08 00 205 11.4 13.8  3.59  9.09  6.71 235 1015.4  12.5 999.0 999.0 99.0 99.00
2005 05 22 09 00 206 10.8 13.4  4.62  9.09  7.79 232 1016.0  12.2 999.0 999.0 99.0 99.00
2005 05 22 10 00 210 11.8 15.0  5.60 14.29  8.66 260 1016.5  12.2 999.0 999.0 99.0 99.00
2005 05 22 11 00 202 10.5 14.1  6.67 16.67  9.77 258 1016.8  12.2 999.0 999.0 99.0 99.00
2005 05 22 12 00 202 10.8 13.5  6.87 14.29  9.92 252 1017.1  12.0 999.0 999.0 99.0 99.00
2005 05 22 13 00 201 11.4 14.1  6.47 14.29  9.70 251 1017.2  12.1 999.0 999.0 99.0 99.00
2005 05 22 14 00 218  9.0 11.9  6.58 16.67  9.82 257 1018.1  12.1 999.0 999.0 99.0 99.00
2005 05 22 15 00 211  8.1 10.7  6.96 14.29 10.29 253 1018.8  12.1 999.0 999.0 99.0 99.00
2005 05 22 16 00 221  8.1 10.8  6.44 14.29  9.85 253 1019.3  12.1 999.0 999.0 99.0 99.00
2005 05 22 17 00 217  8.0 10.2  6.16 14.29  9.75 255 1019.8  12.1 999.0 999.0 99.0 99.00
2005 05 22 18 00 213  8.1 10.3  6.01 12.50  9.82 249 1020.5  12.1 999.0 999.0 99.0 99.00
2005 05 22 19 00 217  8.8 11.0  5.52 14.29  9.22 257 1020.8  12.1 999.0 999.0 99.0 99.00
2005 05 22 20 00 208  6.9 10.3  5.84 14.29  9.43 256 1021.3  12.0 999.0 999.0 99.0 99.00
2005 05 22 21 00 212  8.4 10.6  5.64 14.29  9.49 263 1022.0  12.0 999.0 999.0 99.0 99.00
2005 05 22 22 00 225  9.0 11.1  5.81 12.50  9.21 263 1022.3  11.9 999.0 999.0 99.0 99.00
2005 05 22 23 00 231  7.9  9.9  5.23 12.50  8.69 265 1022.9  12.1 999.0 999.0 99.0 99.00
2005 05 23 00 00 235  6.9  8.6  5.62 12.50  9.22 262 1023.3  12.1 999.0 999.0 99.0 99.00
2005 05 23 01 00 242  6.3  8.6  4.92 12.50  8.53 259 1023.5  12.0 999.0 999.0 99.0 99.00
2005 05 23 02 00 237  5.8  7.8  4.73 12.50  8.43 263 1023.6  11.9 999.0 999.0 99.0 99.00
2005 05 23 03 00 234  4.4  6.6  4.20 12.50  8.12 255 1023.9  11.7 999.0 999.0 99.0 99.00
2005 05 23 04 00 237  5.1  6.7  4.55 12.50  8.56 266 1023.8  11.7 999.0 999.0 99.0 99.00
2005 05 23 05 00 243  3.7  5.9  4.50 12.50  8.72 260 1024.2  11.3 999.0 999.0 99.0 99.00
2005 05 23 06 00 243  4.6  6.7  3.69 12.50  8.25 264 1024.4  11.7 999.0 999.0 99.0 99.00
2005 05 23 07 00 254  4.7  6.2  3.60 12.50  8.23 257 1024.4  11.4 999.0 999.0 99.0 99.00
2005 05 23 08 00 263  3.7  5.2  4.17 12.50  9.01 263 1024.3  11.4 999.0 999.0 99.0 99.00
2005 05 23 09 00 265  2.7  4.1  3.44 12.50  8.47 262 1024.3  11.3 999.0 999.0 99.0 99.00
2005 05 23 10 00 297  4.4  5.7  3.36 11.11  8.32 260 1024.3  11.3 999.0 999.0 99.0 99.00
2005 05 23 11 00 302  3.4  4.5  3.34 11.11  8.08 274 1024.4  11.3 999.0 999.0 99.0 99.00
2005 05 23 12 00 315  2.7  3.8  3.44 11.11  8.37 272 1024.6  11.1 999.0 999.0 99.0 99.00
2005 05 23 13 00 298  2.5  3.6  3.09 11.11  8.07 271 1024.9  11.0 999.0 999.0 99.0 99.00
2005 05 23 14 00 317  2.4  3.3  3.48 11.11  8.16 268 1025.0  11.2 999.0 999.0 99.0 99.00
2005 05 23 15 00 308  2.5  3.5  3.18 10.00  7.82 276 1025.2  11.3 999.0 999.0 99.0 99.00
2005 05 23 16 00 331  2.3  3.4  2.83 10.00  7.61 272 1025.3  11.3 999.0 999.0 99.0 99.00
2005 05 23 17 00 327  2.2  3.1  3.14 10.00  7.77 267 1025.4  11.3 999.0 999.0 99.0 99.00
2005 05 23 18 00 324  2.0  3.1  2.72 10.00  7.49 268 1025.3  11.3 999.0 999.0 99.0 99.00
2005 05 23 19 00 328  2.3  3.2  2.50 10.00  7.24 263 1025.3  11.3 999.0 999.0 99.0 99.00
2005 05 23 20 00 310  2.8  3.9  2.49 11.11  7.28 257 1025.5  11.4 999.0 999.0 99.0 99.00
2005 05 23 21 00 316  4.0  5.0  2.51 10.00  7.42 267 1025.5  11.5 999.0 999.0 99.0 99.00
2005 05 23 22 00 318  4.4  5.7  2.33 10.00  7.33 263 1025.5  11.7 999.0 999.0 99.0 99.00
2005 05 23 23 00 311  5.8  7.0  2.33 10.00  7.44 272 1025.5  11.7 999.0 999.0 99.0 99.00
2005 05 24 00 00 312  6.5  8.2  2.11 10.00  6.96 268 1025.3  11.7 999.0 999.0 99.0 99.00
2005 05 24 01 00 325  7.1  8.3  2.16  9.09  6.75 275 1025.2  11.7 999.0 999.0 99.0 99.00
2005 05 24 02 00 331  7.2  8.6  2.19 10.00  6.93 268 1025.2  11.8 999.0 999.0 99.0 99.00
2005 05 24 03 00 334  7.6  9.1  2.02 10.00  6.37 269 1025.2  11.8 999.0 999.0 99.0 99.00
2005 05 24 04 00 342  7.9  9.7  1.89  9.09  6.16 277 1025.3  11.6 999.0 999.0 99.0 99.00
2005 05 24 05 00 342  8.0  9.5  2.00  9.09  6.06 262 1025.6  11.4 999.0 999.0 99.0 99.00
2005 05 24 06 00 339  7.8  8.9  1.88  9.09  5.98 279 1025.7  11.4 999.0 999.0 99.0 99.00
2005 05 24 07 00 340  7.4  8.6  2.07  9.09  6.12 269 1025.8  11.4 999.0 999.0 99.0 99.00
2005 05 24 08 00 339  7.0  8.9  1.98  9.09  6.04 268 1025.7  11.3 999.0 999.0 99.0 99.00
2005 05 24 09 00 341  7.8  9.2  2.15  9.09  6.21 272 1025.7  11.3 999.0 999.0 99.0 99.00
2005 05 24 10 00 347  7.0  8.5  2.01  8.33  6.00 276 1025.7  11.3 999.0 999.0 99.0 99.00
2005 05 24 11 00 354  7.0  8.5  2.00  9.09  5.96 274 1025.8  11.3 999.0 999.0 99.0 99.00
2005 05 24 12 00 360  7.5  8.4  1.85  9.09  5.77 270 1025.9  11.3 999.0 999.0 99.0 99.00
2005 05 24 13 00 347  7.7  9.4  1.87 10.00  5.59 271 1026.0  11.5 999.0 999.0 99.0 99.00
2005 05 24 14 00 340  7.8  9.1  1.88  9.09  5.63 267 1026.6  11.4 999.0 999.0 99.0 99.00
2005 05 24 15 00 344  8.3  9.7  1.76  9.09  5.54 267 1026.7  11.8 999.0 999.0 99.0 99.00
2005 05 24 16 00 343  7.8  9.3  1.77  9.09  5.63 267 1027.4  11.7 999.0 999.0 99.0 99.00
2005 05 24 17 00   7  7.4  8.8  1.79  9.09  5.67 268 1027.4  11.7 999.0 999.0 99.0 99.00
2005 05 24 18 00   2  8.6  9.9  1.61 10.00  5.70 273 1027.2  11.8 999.0 999.0 99.0 99.00
2005 05 24 19 00 349  8.0  9.5  1.66 10.00  5.79 269 1027.4  12.1 999.0 999.0 99.0 99.00
2005 05 24 20 00 353  8.7  9.9  1.62 10.00  5.68 272 1027.3  12.1 999.0 999.0 99.0 99.00
2005 05 24 21 00 339  8.2 10.0  1.58  9.09  5.54 274 1027.4  12.3 999.0 999.0 99.0 99.00
2005 05 24 22 00 329  9.8 11.4  1.60  9.09  5.54 276 1027.1  12.4 999.0 999.0 99.0 99.00
2005 05 24 23 00 334 10.0 11.9  1.73  8.33  5.24 270 1026.8  12.2 999.0 999.0 99.0 99.00
2005 05 25 00 00 331 10.5 12.0  1.61  9.09  5.08 275 1026.3  12.1 999.0 999.0 99.0 99.00
2005 05 25 01 00 339 10.9 13.1  1.62  9.09  4.88 279 1025.9  12.2 999.0 999.0 99.0 99.00
2005 05 25 02 00 344 11.2 13.2  1.74  9.09  5.00 274 1025.5  12.5 999.0 999.0 99.0 99.00
2005 05 25 03 00 347 11.2 13.6  1.79  9.09  4.90 282 1025.3  12.6 999.0 999.0 99.0 99.00
2005 05 25 04 00 352 11.0 12.5  1.97  5.00  4.78 345 1025.2  12.6 999.0 999.0 99.0 99.00
2005 05 25 05 00 356 10.4 12.0  2.02  9.09  5.13 275 1025.2  12.6 999.0 999.0 99.0 99.00
2005 05 25 06 00 360 10.1 11.3  2.10  5.56  5.38 342 1025.3  12.9 999.0 999.0 99.0 99.00
2005 05 25 07 00 360  9.8 12.2  2.13  5.56  5.37 342 1025.0  13.2 999.0 999.0 99.0 99.00
2005 05 25 08 00 360  9.7 11.7  2.04  5.88  5.52 343 1024.3  13.4 999.0 999.0 99.0 99.00
2005 05 25 09 00 357  9.5 11.3  2.05  5.88  5.52 345 1023.9  13.4 999.0 999.0 99.0 99.00
2005 05 25 10 00 356  9.7 11.5  1.99  6.25  5.46 336 1023.5  13.5 999.0 999.0 99.0 99.00
2005 05 25 11 00   6  8.7 10.8  1.88  6.25  5.36 337 1022.9  13.9 999.0 999.0 99.0 99.00
2005 05 25 12 00  14  9.1 11.1  1.78  5.88  5.23 344 1022.6  13.7 999.0 999.0 99.0 99.00
2005 05 25 13 00  18  9.2 10.8  1.70  5.88  5.08 335 1022.4  13.7 999.0 999.0 99.0 99.00
2005 05 25 14 00  17  8.8 10.4  1.63  9.09  4.95 278 1022.4  13.7 999.0 999.0 99.0 99.00
2005 05 25 15 00  19  7.7  9.0  1.56  8.33  4.89 275 1022.6  14.1 999.0 999.0 99.0 99.00
2005 05 25 16 00  23  7.0  8.3  1.35  5.26  4.72 343 1022.2  14.5 999.0 999.0 99.0 99.00
2005 05 25 17 00  31  6.1  6.8  1.36  7.69  4.88 283 1021.6  14.5 999.0 999.0 99.0 99.00
2005 05 25 18 00  35  4.0  4.7  1.17  8.33  4.83 277 1021.1  14.8 999.0 999.0 99.0 99.00
2005 05 25 19 00  17  7.3  8.4  1.18  7.69  4.98 283 1020.3  15.7 999.0 999.0 99.0 99.00
2005 05 25 20 00   7  7.0  8.3  1.18  8.33  4.84 278 1019.6  15.9 999.0 999.0 99.0 99.00
2005 05 25 21 00 356  7.8  9.0  1.12  7.69  4.87 283 1018.9  15.7 999.0 999.0 99.0 99.00
2005 05 25 22 00 355  9.6 11.4  1.26  7.14  4.83 285 1018.0  15.2 999.0 999.0 99.0 99.00
2005 05 25 23 00 352  9.6 11.1  1.25  5.00  4.53 331 1017.4  15.3 999.0 999.0 99.0 99.00
2005 05 26 00 00 354  9.7 11.2  1.28  4.35  4.47 334 1016.7  15.9 999.0 999.0 99.0 99.00
2005 05 26 01 00 356  9.5 10.7  1.25  5.00  4.28 328 1016.3  16.4 999.0 999.0 99.0 99.00
2005 05 26 02 00 360 10.2 12.0  1.25  4.55  4.27 350 1015.7  17.2 999.0 999.0 99.0 99.00
2005 05 26 03 00   3 10.1 11.6  1.40  4.35  4.25 355 1015.3  17.5 999.0 999.0 99.0 99.00
2005 05 26 04 00   8  8.5  9.8  1.33  4.55  4.24 360 1015.1  16.8 999.0 999.0 99.0 99.00
2005 05 26 05 00  20  7.0  7.7  1.16  4.55  4.42 359 1015.0  16.8 999.0 999.0 99.0 99.00
2005 05 26 06 00  29  6.6  7.6  1.08  4.76  4.69 341 1014.9  16.8 999.0 999.0 99.0 99.00
2005 05 26 07 00  32  6.6  7.3  1.05  8.33  5.01 285 1014.4  17.3 999.0 999.0 99.0 99.00
2005 05 26 08 00  35  7.1  8.3  1.02  5.26  5.03 322 1014.0  17.6 999.0 999.0 99.0 99.00
2005 05 26 09 00  48  6.5  7.4  0.95  7.69  5.27 295 1013.5  16.7 999.0 999.0 99.0 99.00
2005 05 26 10 00  41  6.7  7.5  0.95  4.76  4.82 312 1013.4  16.8 999.0 999.0 99.0 99.00
2005 05 26 11 00  47  7.5  8.6  0.97  7.69  4.39 291 1013.0  17.5 999.0 999.0 99.0 99.00
2005 05 26 12 00  53  7.3  8.6  0.98  3.23  4.22  51 1012.9  17.2 999.0 999.0 99.0 99.00
2005 05 26 13 00  52  6.8  7.8  1.02  4.35  4.31 330 1013.1  16.7 999.0 999.0 99.0 99.00
2005 05 26 14 00  56  6.7  7.6  1.01  3.85  4.30  61 1013.3  16.7 999.0 999.0 99.0 99.00
2005 05 26 15 00  47  5.9  6.6  1.00  3.85  4.19  69 1013.5  16.5 999.0 999.0 99.0 99.00
2005 05 26 16 00  56  5.0  6.3  0.96  4.00  4.30  73 1013.5  16.5 999.0 999.0 99.0 99.00
2005 05 26 17 00  73  4.6  5.5  0.91  3.70  4.16  69 1013.5  16.8 999.0 999.0 99.0 99.00
2005 05 26 18 00  70  4.3  5.5  0.85  3.70  4.11  71 1013.5  17.9 999.0 999.0 99.0 99.00
2005 05 26 19 00  60  3.3  3.8  0.80 14.29  4.49 189 1013.4  18.1 999.0 999.0 99.0 99.00
2005 05 26 20 00  52  3.0  3.5  0.68 14.29  4.67 199 1012.8  18.8 999.0 999.0 99.0 99.00
2005 05 26 21 00  49  3.3  3.7  0.70 14.29  5.39 212 1012.5  19.5 999.0 999.0 99.0 99.00
2005 05 26 22 00 322  2.0  2.7  0.62 14.29  5.29 217 1012.0  18.9 999.0 999.0 99.0 99.00
2005 05 26 23 00 307  3.3  3.9  0.59 14.29  5.33 204 1011.9  18.5 999.0 999.0 99.0 99.00
2005 05 27 00 00 325  3.8  4.9  0.58 14.29  5.90 215 1011.3  18.4 999.0 999.0 99.0 99.00
2005 05 27 01 00 338  4.3  4.7  0.56 14.29  5.64 217 1011.1  18.0 999.0 999.0 99.0 99.00
2005 05 27 02 00 342  5.9  6.8  0.58 14.29  5.78 223 1010.5  18.3 999.0 999.0 99.0 99.00
2005 05 27 03 00 346  5.8  6.6  0.61 14.29  5.88 224 1010.4  18.3 999.0 999.0 99.0 99.00
2005 05 27 04 00 358  6.0  6.7  0.66 14.29  5.45 220 1010.4  18.0 999.0 999.0 99.0 99.00
2005 05 27 05 00   7  5.5  6.0  0.67 14.29  5.57 223 1010.4  17.6 999.0 999.0 99.0 99.00
2005 05 27 06 00  13  4.1  4.7  0.61 14.29  5.45 219 1010.4  16.7 999.0 999.0 99.0 99.00
2005 05 27 07 00  89  3.8  4.2  0.64 14.29  5.45 224 1010.4  17.3 999.0 999.0 99.0 99.00
2005 05 27 08 00 116  3.1  3.7  0.66  9.09  5.75 255 1010.3  15.9 999.0 999.0 99.0 99.00
2005 05 27 09 00 123  3.7  4.2  0.59  9.09  5.80 252 1010.3  15.9 999.0 999.0 99.0 99.00
2005 05 27 10 00 144  4.4  5.2  0.66  9.09  7.19 258 1010.0  15.7 999.0 999.0 99.0 99.00
2005 05 27 11 00 140  4.0  4.6  0.65 14.29  7.43 211 1009.7  15.3 999.0 999.0 99.0 99.00
2005 05 27 12 00 160  4.9  5.7  0.63 14.29  6.71 212 1009.7  15.2 999.0 999.0 99.0 99.00
2005 05 27 13 00 174  5.4  6.7  0.64 14.29  6.74 220 1010.3  13.2 999.0 999.0 99.0 99.00
2005 05 27 14 00 167  4.9  5.9  0.67  8.33  5.28 263 1010.5  12.8 999.0 999.0 99.0 99.00
2005 05 27 15 00 164  5.9  7.1  0.78 14.29  4.48 205 1011.0  12.5 999.0 999.0 99.0 99.00
2005 05 27 16 00 177  5.6  6.8  0.77  8.33  4.41 256 1011.2  12.5 999.0 999.0 99.0 99.00
2005 05 27 17 00 180  5.3  6.6  0.91  8.33  4.64 261 1011.3  12.6 999.0 999.0 99.0 99.00
2005 05 27 18 00 183  5.5  6.7  0.94  4.55  4.74 166 1011.2  12.7 999.0 999.0 99.0 99.00
2005 05 27 19 00 178  5.5  6.6  0.98  4.55  4.78 171 1011.1  13.0 999.0 999.0 99.0 99.00
2005 05 27 20 00 198  5.8  6.7  1.00  4.76  4.85 177 1010.5  13.1 999.0 999.0 99.0 99.00
2005 05 27 21 00 195  6.4  7.7  0.99  5.00  4.81 172 1010.4  13.4 999.0 999.0 99.0 99.00
2005 05 27 22 00 195  6.0  7.3  1.01  5.00  4.72 174 1010.4  13.4 999.0 999.0 99.0 99.00
2005 05 27 23 00 201  5.8  7.2  1.04  5.00  4.61 182 1010.2  13.4 999.0 999.0 99.0 99.00
2005 05 28 00 00 210  4.3  5.6  1.00  5.00  4.76 181 1010.2  13.4 999.0 999.0 99.0 99.00
2005 05 28 01 00 197  3.4  4.6  0.91  5.26  4.85 186 1009.5  12.9 999.0 999.0 99.0 99.00
2005 05 28 02 00 201  3.3  4.5  0.93  5.00  5.00 181 1009.5  13.0 999.0 999.0 99.0 99.00
2005 05 28 03 00 194  5.4  6.4  0.96  8.33  5.20 265 1009.4  13.3 999.0 999.0 99.0 99.00
2005 05 28 04 00 190  6.9  8.2  0.94  8.33  4.94 258 1009.5  13.3 999.0 999.0 99.0 99.00
2005 05 28 05 00 199  6.1  7.4  0.98  7.69  4.77 255 1009.6  13.3 999.0 999.0 99.0 99.00
2005 05 28 06 00 192  5.6  6.8  1.03  7.69  4.51 257 1009.6  13.2 999.0 999.0 99.0 99.00
2005 05 28 07 00 192  5.1  6.2  1.08  7.69  4.80 252 1009.6  13.3 999.0 999.0 99.0 99.00
2005 05 28 08 00 201  4.9  5.7  1.05  8.33  4.73 261 1009.5  12.9 999.0 999.0 99.0 99.00
2005 05 28 09 00 197  7.2  8.5  1.12  6.67  4.89 280 1009.8  12.9 999.0 999.0 99.0 99.00
2005 05 28 10 00 195  5.7  7.5  1.20  7.14  4.79 275 1009.4  12.9 999.0 999.0 99.0 99.00
2005 05 28 11 00 184  3.0  4.4  1.17  5.00  4.92 187 1009.4  12.9 999.0 999.0 99.0 99.00
2005 05 28 12 00 186  4.8  6.1  1.11  7.14  4.93 279 1009.5  12.9 999.0 999.0 99.0 99.00
2005 05 28 13 00 188  5.1  6.3  1.16  6.67  5.07 299 1009.5  12.9 999.0 999.0 99.0 99.00
2005 05 28 14 00 197  4.3  5.7  1.12  7.14  5.15 284 1009.6  12.9 999.0 999.0 99.0 99.00
2005 05 28 15 00 191  5.5  7.3  1.03  6.67  5.19 297 1010.2  13.0 999.0 999.0 99.0 99.00
2005 05 28 16 00 193  4.6  5.7  1.03  6.67  5.28 291 1010.4  13.3 999.0 999.0 99.0 99.00
2005 05 28 17 00 188  5.4  6.4  1.03  7.14  5.18 286 1011.0  13.3 999.0 999.0 99.0 99.00
2005 05 28 18 00 190  5.2  6.1  1.05  7.14  5.03 287 1011.1  13.6 999.0 999.0 99.0 99.00
2005 05 28 19 00 183  6.8  8.1  1.06  6.67  5.15 299 1011.2  13.6 999.0 999.0 99.0 99.00
2005 05 28 20 00 188  6.8  8.6  1.16  7.69  4.87 284 1011.2  13.7 999.0 999.0 99.0 99.00
2005 05 28 21 00 202  4.7  5.6  1.13  7.69  5.06 291 1011.1  13.7 999.0 999.0 99.0 99.00
2005 05 28 22 00 228  3.5  4.3  1.12  7.14  5.26 295 1010.6  13.6 999.0 999.0 99.0 99.00
2005 05 28 23 00 228  3.5  4.5  1.11  7.14  5.60 292 1010.9  13.6 999.0 999.0 99.0 99.00
2005 05 29 00 00 211  5.3  6.6  1.19  8.33  6.11 296 1011.0  13.6 999.0 999.0 99.0 99.00
2005 05 29 01 00 205  5.8  6.8  1.20  8.33  6.16 299 1010.8  13.6 999.0 999.0 99.0 99.00
2005 05 29 02 00 199  7.7  9.3  1.24  8.33  5.66 293 1011.1  13.6 999.0 999.0 99.0 99.00
2005 05 29 03 00 205  7.4  8.8  1.40  7.69  5.44 306 1011.3  13.6 999.0 999.0 99.0 99.00
2005 05 29 04 00 193  8.3  9.9  1.57  8.33  5.23 297 1011.8  13.7 999.0 999.0 99.0 99.00
2005 05 29 05 00 201  6.7  8.0  1.58  8.33  5.13 302 1011.9  13.6 999.0 999.0 99.0 99.00
