#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC   mi    ft
2005 04 15 01 00 188  8.2 10.2  1.95 11.11  5.64 284 1025.1   9.5 999.0 999.0 99.0 99.00
2005 04 15 02 00 182  8.5  9.9  1.92 11.11  5.49 281 1024.2   9.5 999.0 999.0 99.0 99.00
2005 04 15 03 00 180  8.9 10.8  1.97 11.11  5.52 280 1023.6   9.5 999.0 999.0 99.0 99.00
2005 04 15 04 00 176  8.5  9.8  1.89  5.56  5.32 219 1023.1   9.5 999.0 999.0 99.0 99.00
2005 04 15 05 00 172  9.4 11.5  1.99  5.56  5.27 220 1022.7   9.5 999.0 999.0 99.0 99.00
2005 04 15 06 00 175  9.8 11.8  2.01  5.88  5.35 228 1022.0   9.5 999.0 999.0 99.0 99.00
2005 04 15 07 00 169  9.4 11.5  2.00  5.88  5.18 228 1021.3   9.6 999.0 999.0 99.0 99.00
2005 04 15 08 00 170 10.6 12.5  2.18  5.56  5.47 204 1020.6   9.7 999.0 999.0 99.0 99.00
2005 04 15 09 00 168 10.8 14.1  2.40  5.88  5.49 206 1020.0   9.3 999.0 999.0 99.0 99.00
2005 04 15 10 00 167 11.8 14.1 99.00 99.00 99.00 999 1019.0   9.6 999.0 999.0 99.0 99.00
2005 04 15 11 00 165 12.7 15.2  2.72  7.14  5.60 236 1018.3   9.1 999.0 999.0 99.0 99.00
2005 04 15 12 00 169 12.5 15.9  2.69  7.69  5.70 242 1017.8   9.4 999.0 999.0 99.0 99.00
2005 04 15 13 00 168 12.3 15.3  3.10  7.69  5.98 231 1017.3   9.0 999.0 999.0 99.0 99.00
2005 04 15 14 00 169 13.6 16.2  3.01  7.69  5.91 233 1016.8   9.0 999.0 999.0 99.0 99.00
2005 04 15 15 00 167 13.7 16.4  3.09  7.69  5.88 228 1016.6   8.8 999.0 999.0 99.0 99.00
2005 04 15 16 00 166 13.9 16.2  3.15  7.69  6.06 216 1016.8   8.6 999.0 999.0 99.0 99.00
2005 04 15 17 00 164 13.8 16.9  3.54  8.33  6.15 231 1016.4   8.7 999.0 999.0 99.0 99.00
2005 04 15 18 00 173 13.1 16.3  3.13  8.33  5.89 222 1016.6   9.0 999.0 999.0 99.0 99.00
2005 04 15 19 00 174 13.8 17.1 99.00 99.00 99.00 999 1016.1   9.1 999.0 999.0 99.0 99.00
2005 04 15 20 00 169 13.2 16.2 99.00 99.00 99.00 999 1016.0   9.2 999.0 999.0 99.0 99.00
2005 04 15 21 00 167 12.9 15.9  3.16  7.69  6.12 208 1015.6   9.4 999.0 999.0 99.0 99.00
2005 04 15 22 00 172 12.9 15.6  3.24  7.69  6.17 200 1015.0   9.6 999.0 999.0 99.0 99.00
2005 04 15 23 00 173 13.0 15.4  3.21  8.33  6.08 215 1014.1   9.7 999.0 999.0 99.0 99.00
2005 04 16 00 00 174 11.1 13.8  3.00  7.69  6.03 209 1013.6   9.8 999.0 999.0 99.0 99.00
2005 04 16 01 00 172 10.5 12.3  3.06  7.69  6.09 190 1012.9  10.2 999.0 999.0 99.0 99.00
2005 04 16 02 00 173 10.4 13.0  2.98  7.14  6.25 193 1012.0  10.2 999.0 999.0 99.0 99.00
2005 04 16 03 00 172 10.8 13.1  2.78  7.69  5.91 190 1011.1  10.3 999.0 999.0 99.0 99.00
2005 04 16 04 00 170 11.3 13.7  2.83  9.09  6.11 241 1010.3  10.5 999.0 999.0 99.0 99.00
2005 04 16 05 00 175 12.2 14.6  2.99  7.69  5.99 198 1009.8  10.6 999.0 999.0 99.0 99.00
2005 04 16 06 00 180 12.4 14.8  2.94  8.33  6.02 219 1009.4  10.9 999.0 999.0 99.0 99.00
2005 04 16 07 00 183 13.0 16.4  3.36  8.33  6.12 216 1008.9  10.9 999.0 999.0 99.0 99.00
2005 04 16 08 00 183 12.2 14.8  3.33  8.33  6.11 216 1008.6  10.7 999.0 999.0 99.0 99.00
2005 04 16 09 00 185 12.3 15.2  3.82  8.33  6.60 201 1008.3  10.9 999.0 999.0 99.0 99.00
2005 04 16 10 00 188 12.2 14.5  3.51  8.33  6.40 206 1008.1  11.0 999.0 999.0 99.0 99.00
2005 04 16 11 00 195 10.8 12.5  3.16  8.33  6.21 196 1008.0  10.6 999.0 999.0 99.0 99.00
2005 04 16 12 00 244  6.8  8.3  3.29  8.33  6.27 216 1008.9   9.5 999.0 999.0 99.0 99.00
2005 04 16 13 00 269  8.5 10.2  3.05  7.69  6.33 196 1009.2   8.8 999.0 999.0 99.0 99.00
2005 04 16 14 00 258  7.4  8.8  3.11  8.33  6.65 198 1010.0   8.7 999.0 999.0 99.0 99.00
2005 04 16 15 00 195  4.9  6.2  2.80  8.33  6.39 201 1010.4   8.7 999.0 999.0 99.0 99.00
2005 04 16 16 00 211  6.6  8.0  2.86  8.33  6.60 194 1011.2   9.4 999.0 999.0 99.0 99.00
2005 04 16 17 00 243  7.9  9.5  2.72  8.33  6.67 208 1011.8   9.8 999.0 999.0 99.0 99.00
2005 04 16 18 00 236  7.1  9.2  2.78  8.33  6.56 203 1012.8  10.1 999.0 999.0 99.0 99.00
2005 04 16 19 00 240  7.2 10.3  2.83  9.09  6.90 242 1013.9   9.0 999.0 999.0 99.0 99.00
2005 04 16 20 00 220  7.0  8.6  2.70  9.09  6.65 255 1014.3  10.2 999.0 999.0 99.0 99.00
2005 04 16 21 00 199  6.6  7.8  3.21  8.33  6.96 232 1014.8   9.8 999.0 999.0 99.0 99.00
2005 04 16 22 00 203  6.6  7.8  3.14 10.00  6.97 266 1015.1  10.2 999.0 999.0 99.0 99.00
2005 04 16 23 00 224  6.1  7.7  3.42 10.00  7.35 267 1015.3   9.8 999.0 999.0 99.0 99.00
2005 04 17 00 00 186  6.6  8.8  3.32 10.00  7.08 268 1015.6   9.8 999.0 999.0 99.0 99.00
2005 04 17 01 00 204  7.0  8.4  3.30 11.11  7.35 272 1015.3  10.3 999.0 999.0 99.0 99.00
2005 04 17 02 00 194  6.9  8.0  3.31 10.00  7.26 264 1015.0  10.2 999.0 999.0 99.0 99.00
2005 04 17 03 00 191  7.2  8.6  3.01 11.11  7.00 271 1014.5  10.2 999.0 999.0 99.0 99.00
2005 04 17 04 00 207  7.1  8.6  2.79 11.11  6.74 268 1014.9  10.2 999.0 999.0 99.0 99.00
2005 04 17 05 00 204  7.1  8.6  3.00 11.11  7.36 264 1015.0  10.1 999.0 999.0 99.0 99.00
2005 04 17 06 00 207  5.9  7.0  3.11 11.11  7.42 268 1014.8   9.8 999.0 999.0 99.0 99.00
2005 04 17 07 00 198  6.7  8.2  2.88 11.11  7.42 269 1014.3   9.8 999.0 999.0 99.0 99.00
2005 04 17 08 00 204  6.7  8.6  3.11 11.11  7.49 268 1014.3   9.8 999.0 999.0 99.0 99.00
2005 04 17 09 00 204  6.7  9.7  3.19 11.11  7.64 267 1014.2   9.8 999.0 999.0 99.0 99.00
2005 04 17 10 00 223 11.5 14.6  3.17 10.00  7.47 268 1013.8   8.7 999.0 999.0 99.0 99.00
2005 04 17 11 00 208  5.0  6.0  3.05 11.11  7.41 270 1014.1   8.8 999.0 999.0 99.0 99.00
2005 04 17 12 00 217  5.7  7.0  3.72 10.00  8.21 268 1014.2   9.0 999.0 999.0 99.0 99.00
2005 04 17 13 00 239  4.5  6.1  3.35 10.00  7.72 268 1014.2   9.0 999.0 999.0 99.0 99.00
2005 04 17 14 00 262  4.6  6.3  3.21 11.11  7.65 269 1014.4   9.2 999.0 999.0 99.0 99.00
2005 04 17 15 00 277  5.1  6.4  3.37 11.11  7.76 269 1015.0   9.4 999.0 999.0 99.0 99.00
2005 04 17 16 00 275  4.3  5.7  3.65 11.11  8.05 266 1015.7   9.4 999.0 999.0 99.0 99.00
2005 04 17 17 00 263  4.8  6.3  3.27 11.11  8.02 277 1016.2   9.5 999.0 999.0 99.0 99.00
2005 04 17 18 00 266  6.3  8.1  3.19 10.00  7.84 268 1017.2   9.4 999.0 999.0 99.0 99.00
2005 04 17 19 00 284  6.1  7.6  3.17 11.11  7.84 284 1018.0   9.0 999.0 999.0 99.0 99.00
2005 04 17 20 00 287  5.6  7.0  3.48 11.11  8.06 273 1018.7   9.0 999.0 999.0 99.0 99.00
2005 04 17 21 00 284  4.2  5.5  2.97 11.11  7.76 269 1019.1   8.6 999.0 999.0 99.0 99.00
2005 04 17 22 00 266  4.2  5.4  3.12 12.50  8.14 261 1019.6   9.4 999.0 999.0 99.0 99.00
2005 04 17 23 00 261  6.2  7.6  3.02 11.11  8.21 262 1019.7   9.5 999.0 999.0 99.0 99.00
2005 04 18 00 00 261  7.0  8.8  3.22 12.50  8.36 263 1020.0   9.7 999.0 999.0 99.0 99.00
2005 04 18 01 00 252  6.1  7.7  3.08 11.11  7.87 260 1020.3   9.8 999.0 999.0 99.0 99.00
2005 04 18 02 00 252  5.7  7.5  2.97 11.11  7.62 268 1020.4   9.4 999.0 999.0 99.0 99.00
2005 04 18 03 00 303  5.7  7.6  3.31 11.11  7.83 267 1020.4   8.7 999.0 999.0 99.0 99.00
2005 04 18 04 00 270  5.9  7.4  2.99 11.11  7.43 271 1020.7   9.3 999.0 999.0 99.0 99.00
2005 04 18 05 00 274  6.2  8.0  3.19 10.00  8.01 272 1021.1   8.8 999.0 999.0 99.0 99.00
2005 04 18 06 00 285  6.1  7.7  3.23 12.50  8.05 276 1021.2   9.4 999.0 999.0 99.0 99.00
2005 04 18 07 00 277  6.1  8.2  3.53 11.11  8.34 274 1021.2   9.2 999.0 999.0 99.0 99.00
2005 04 18 08 00 277  5.4  7.2  3.35 11.11  8.18 275 1021.4   9.2 999.0 999.0 99.0 99.00
2005 04 18 09 00 298  5.0  6.1  3.03 11.11  7.99 271 1021.4   9.2 999.0 999.0 99.0 99.00
2005 04 18 10 00 292  5.3  7.5  2.79 11.11  7.50 270 1021.5   8.6 999.0 999.0 99.0 99.00
2005 04 18 11 00 308  7.6  9.2  3.09 12.50  8.14 274 1021.6   9.4 999.0 999.0 99.0 99.00
2005 04 18 12 00 308  7.9  9.9  3.22 11.11  7.66 280 1022.0   9.3 999.0 999.0 99.0 99.00
2005 04 18 13 00 309  7.7  9.2  3.05 11.11  7.26 280 1022.3   9.3 999.0 999.0 99.0 99.00
2005 04 18 14 00 324  7.5  9.1  2.95 12.50  7.24 276 1022.7   9.1 999.0 999.0 99.0 99.00
2005 04 18 15 00 322  5.9  7.6  3.35 11.11  7.57 278 1023.6   9.0 999.0 999.0 99.0 99.00
2005 04 18 16 00 318  4.6  6.1  3.07 11.11  7.59 277 1024.0   8.9 999.0 999.0 99.0 99.00
2005 04 18 17 00 315  3.3  4.6  3.04 11.11  7.48 279 1024.3   8.9 999.0 999.0 99.0 99.00
2005 04 18 18 00 346  2.5  3.5  3.05 11.11  7.50 276 1025.1   9.0 999.0 999.0 99.0 99.00
2005 04 18 19 00 346  1.9  3.1  2.90 11.11  7.47 286 1025.4   9.4 999.0 999.0 99.0 99.00
2005 04 18 20 00  28  1.7  2.9  3.04 10.00  7.62 282 1025.7   9.4 999.0 999.0 99.0 99.00
2005 04 18 21 00 338  1.9  3.1  2.70 10.00  7.22 288 1025.9   9.5 999.0 999.0 99.0 99.00
2005 04 18 22 00 319  2.5  3.8  2.68 10.00  7.41 282 1026.6   9.8 999.0 999.0 99.0 99.00
2005 04 18 23 00 317  4.0  5.1  2.82 10.00  7.52 279 1026.5   9.8 999.0 999.0 99.0 99.00
2005 04 19 00 00 317  5.4  6.7  2.43 10.00  7.24 277 1026.3  10.2 999.0 999.0 99.0 99.00
2005 04 19 01 00 322  6.4  7.8  2.45 10.00  7.35 283 1026.3  10.1 999.0 999.0 99.0 99.00
2005 04 19 02 00 325  6.4  7.4  2.45 10.00  7.21 281 1025.9  10.2 999.0 999.0 99.0 99.00
2005 04 19 03 00 322  7.2  8.3  2.31 10.00  6.98 280 1026.0  10.1 999.0 999.0 99.0 99.00
2005 04 19 04 00 337  7.9  9.1  2.22  8.33  6.51 280 1026.6   9.8 999.0 999.0 99.0 99.00
2005 04 19 05 00 342  7.8  9.0  2.22 10.00  6.29 290 1026.8   9.7 999.0 999.0 99.0 99.00
2005 04 19 06 00 346  7.2  8.4  2.36 11.11  6.58 283 1026.8   9.7 999.0 999.0 99.0 99.00
2005 04 19 07 00 348  7.3  8.4  2.34  9.09  6.73 292 1026.7   9.7 999.0 999.0 99.0 99.00
2005 04 19 08 00 340  7.3  8.9  2.26 10.00  7.06 287 1026.8   9.7 999.0 999.0 99.0 99.00
2005 04 19 09 00 335  8.1  9.5  2.10 10.00  6.57 290 1026.1   9.7 999.0 999.0 99.0 99.00
2005 04 19 10 00 334  7.4  8.9  2.24  9.09  6.88 292 1025.8   9.5 999.0 999.0 99.0 99.00
2005 04 19 11 00 334  7.2  8.7  2.12 10.00  6.74 285 1025.8   9.6 999.0 999.0 99.0 99.00
2005 04 19 12 00 332  8.2  9.7  2.03  9.09  6.32 293 1025.6   9.5 999.0 999.0 99.0 99.00
2005 04 19 13 00 337  8.4 10.1  2.08  9.09  6.36 295 1025.7   9.4 999.0 999.0 99.0 99.00
2005 04 19 14 00 340  8.6 10.6  2.14 16.67  6.49 286 1025.7   9.4 999.0 999.0 99.0 99.00
2005 04 19 15 00 345  8.0  9.9  2.26  9.09  6.08 286 1025.8   9.1 999.0 999.0 99.0 99.00
2005 04 19 16 00 345  7.6  9.8  2.12 16.67  6.35 285 1025.7   9.1 999.0 999.0 99.0 99.00
2005 04 19 17 00 348  7.5  9.0  2.02 16.67  6.57 290 1025.5   9.1 999.0 999.0 99.0 99.00
2005 04 19 18 00 347  7.2  8.5  1.79 16.67  6.18 283 1025.3   9.4 999.0 999.0 99.0 99.00
2005 04 19 19 00 339  7.5  9.1  1.81 16.67  6.39 281 1025.1   9.4 999.0 999.0 99.0 99.00
2005 04 19 20 00 338  7.4  9.0  1.69 16.67  6.04 292 1024.2   9.4 999.0 999.0 99.0 99.00
2005 04 19 21 00 333  7.3  9.9  1.80 16.67  6.63 287 1023.6   9.4 999.0 999.0 99.0 99.00
2005 04 19 22 00 318  8.3  9.7  1.88 16.67  6.54 291 1023.4   9.3 999.0 999.0 99.0 99.00
2005 04 19 23 00 331  9.2 10.8  1.77 16.67  6.12 291 1022.6   9.4 999.0 999.0 99.0 99.00
2005 04 20 00 00 327  9.9 12.1  1.78 16.67  5.39 292 1022.0   9.4 999.0 999.0 99.0 99.00
2005 04 20 01 00 331  9.7 11.2  1.77 16.67  5.54 294 1021.3   9.4 999.0 999.0 99.0 99.00
2005 04 20 02 00 328  9.1 10.6  1.74 16.67  5.33 290 1020.8   9.8 999.0 999.0 99.0 99.00
2005 04 20 03 00 331  8.1  9.3  1.80 16.67  5.71 287 1020.5   9.7 999.0 999.0 99.0 99.00
2005 04 20 04 00 330  8.3  9.9  1.83 16.67  5.85 281 1020.2   9.7 999.0 999.0 99.0 99.00
2005 04 20 05 00 341  6.4  7.7  1.77 16.67  6.06 284 1020.7   9.8 999.0 999.0 99.0 99.00
2005 04 20 06 00 331  5.0  6.3  1.78 16.67  6.28 285 1020.6   9.8 999.0 999.0 99.0 99.00
2005 04 20 07 00 330  6.0  7.3  1.86 16.67  6.61 286 1020.4   9.8 999.0 999.0 99.0 99.00
2005 04 20 08 00 342  6.7  8.4  1.88 16.67  6.20 274 1020.2   9.5 999.0 999.0 99.0 99.00
2005 04 20 09 00 340  6.0  7.8  1.90 16.67  6.55 280 1019.9   9.1 999.0 999.0 99.0 99.00
2005 04 20 10 00 331  6.1  7.6  1.71 16.67  6.08 280 1019.5   9.0 999.0 999.0 99.0 99.00
2005 04 20 11 00 322  6.7  8.4  1.78 16.67  5.76 271 1019.1   8.9 999.0 999.0 99.0 99.00
2005 04 20 12 00 331  5.2  7.0  1.86 16.67  6.55 282 1019.0   8.9 999.0 999.0 99.0 99.00
2005 04 20 13 00 343  5.3  7.7  1.65 16.67  5.93 281 1018.9   9.0 999.0 999.0 99.0 99.00
2005 04 20 14 00 349  4.5  6.6  1.87 14.29  6.74 282 1018.9   8.9 999.0 999.0 99.0 99.00
2005 04 20 15 00 344  3.1  4.5  1.89 14.29  6.89 272 1018.9   8.6 999.0 999.0 99.0 99.00
2005 04 20 16 00 356  3.6  5.1  1.78 14.29  6.92 283 1019.0   8.7 999.0 999.0 99.0 99.00
2005 04 20 17 00 354  3.1  4.2  1.51 14.29  6.40 279 1019.2   9.0 999.0 999.0 99.0 99.00
2005 04 20 18 00 315  3.5  4.9  1.50 14.29  6.59 272 1019.3   9.0 999.0 999.0 99.0 99.00
2005 04 20 19 00 307  4.2  5.3  1.46 14.29  6.65 275 1019.3   9.0 999.0 999.0 99.0 99.00
2005 04 20 20 00 293  2.4  3.8  1.55 14.29  7.33 273 1019.6   9.1 999.0 999.0 99.0 99.00
2005 04 20 21 00 278  4.1  5.1  1.33 14.29  6.75 276 1019.6   9.4 999.0 999.0 99.0 99.00
2005 04 20 22 00 278  5.1  6.2  1.50 14.29  7.16 280 1019.6   9.4 999.0 999.0 99.0 99.00
2005 04 20 23 00 291  3.7  4.7  1.46 14.29  7.21 278 1019.7   9.4 999.0 999.0 99.0 99.00
2005 04 21 00 00 281  4.2  5.9  1.56 14.29  7.26 272 1019.6   9.7 999.0 999.0 99.0 99.00
2005 04 21 01 00 293  3.6  5.2  1.62 14.29  7.66 276 1019.9   9.5 999.0 999.0 99.0 99.00
2005 04 21 02 00 258  2.5  3.2  1.69 14.29  7.79 274 1020.1   9.7 999.0 999.0 99.0 99.00
2005 04 21 03 00 252  3.5  4.5  1.77 14.29  7.79 275 1020.3   9.5 999.0 999.0 99.0 99.00
2005 04 21 04 00 276  3.7  4.8  1.91 14.29  8.04 277 1020.5   9.4 999.0 999.0 99.0 99.00
2005 04 21 05 00 263  4.2  6.4  1.95 14.29  8.60 281 1021.1   9.4 999.0 999.0 99.0 99.00
2005 04 21 06 00 242  1.5  2.3  1.91 14.29  8.19 278 1021.8   9.4 999.0 999.0 99.0 99.00
2005 04 21 07 00 254  2.8  4.3  1.98 14.29  8.68 270 1021.3   9.3 999.0 999.0 99.0 99.00
2005 04 21 08 00 264  2.1  3.3  1.70 14.29  7.98 282 1021.8   9.0 999.0 999.0 99.0 99.00
2005 04 21 09 00 279  3.4  4.8  1.80 14.29  8.45 263 1021.9   8.8 999.0 999.0 99.0 99.00
2005 04 21 10 00 309  3.3  4.1  1.52 14.29  7.66 279 1022.0   8.9 999.0 999.0 99.0 99.00
2005 04 21 11 00 316  3.0  3.9  1.75 14.29  8.10 285 1022.1   8.3 999.0 999.0 99.0 99.00
2005 04 21 12 00 298  4.2  5.2  1.77 14.29  8.07 276 1022.6   8.7 999.0 999.0 99.0 99.00
2005 04 21 13 00 301  3.4  4.7  1.64 14.29  7.84 282 1022.8   8.8 999.0 999.0 99.0 99.00
2005 04 21 14 00 325  3.3  4.4  1.64 14.29  7.99 275 1023.1   8.9 999.0 999.0 99.0 99.00
2005 04 21 15 00   8  1.2  1.8 99.00 99.00 99.00 999 1023.8   8.9 999.0 999.0 99.0 99.00
2005 04 21 16 00 321  3.2  3.9  1.70 14.29  8.08 277 1023.8   8.7 999.0 999.0 99.0 99.00
2005 04 21 17 00 312  3.1  3.9  1.82 14.29  8.30 272 1023.8   9.1 999.0 999.0 99.0 99.00
2005 04 21 18 00 321  1.4  2.5  1.66 14.29  7.96 268 1024.4   9.0 999.0 999.0 99.0 99.00
2005 04 21 19 00 342  1.4  2.0  1.96 14.29  8.55 275 1024.8   9.4 999.0 999.0 99.0 99.00
2005 04 21 20 00 305  3.2  4.2  1.60 14.29  8.10 268 1024.8   9.4 999.0 999.0 99.0 99.00
2005 04 21 21 00 288  4.2  5.3  1.93 14.29  8.99 277 1024.3   9.4 999.0 999.0 99.0 99.00
2005 04 21 22 00 281  3.4  4.4  1.70 14.29  8.62 276 1024.4   9.4 999.0 999.0 99.0 99.00
2005 04 21 23 00 305  4.0  5.7  1.74 14.29  8.89 280 1023.9   9.6 999.0 999.0 99.0 99.00
2005 04 22 00 00 312  4.2  5.4  1.72 12.50  9.04 282 1023.9   9.5 999.0 999.0 99.0 99.00
2005 04 22 01 00 334  4.5  6.0  1.76 14.29  9.15 269 1023.8   9.0 999.0 999.0 99.0 99.00
2005 04 22 02 00 332  5.6  7.2  1.75 14.29  9.11 275 1023.2   8.9 999.0 999.0 99.0 99.00
2005 04 22 03 00   7  4.5  5.6  1.68 14.29  8.59 274 1023.5   9.0 999.0 999.0 99.0 99.00
2005 04 22 04 00 345  5.7  6.9  1.68 12.50  8.70 274 1022.8   9.0 999.0 999.0 99.0 99.00
2005 04 22 05 00 354  4.4  5.6  1.44 14.29  7.96 276 1023.3   8.7 999.0 999.0 99.0 99.00
2005 04 22 06 00 348  5.1  7.1  1.61 14.29  7.91 274 1022.8   8.6 999.0 999.0 99.0 99.00
2005 04 22 07 00 360  5.3  7.2  1.69 12.50  7.85 284 1022.6   8.7 999.0 999.0 99.0 99.00
2005 04 22 08 00 352  6.5  8.1  1.71 12.50  7.61 283 1022.3   9.1 999.0 999.0 99.0 99.00
2005 04 22 09 00 354  7.6  9.0  1.68 12.50  7.26 286 1021.5   9.4 999.0 999.0 99.0 99.00
2005 04 22 10 00   3  8.0  9.2  1.73 12.50  6.80 279 1020.7   9.4 999.0 999.0 99.0 99.00
2005 04 22 11 00  15  7.2  8.4  1.77 14.29  6.64 274 1020.4   9.5 999.0 999.0 99.0 99.00
2005 04 22 12 00  10  6.8  8.4  1.75 14.29  6.37 273 1019.6   9.5 999.0 999.0 99.0 99.00
2005 04 22 13 00   7  7.0  8.2  1.77 12.50  6.27 283 1019.0   9.7 999.0 999.0 99.0 99.00
2005 04 22 14 00  11  7.1  8.6  1.83 14.29  6.45 274 1018.6   9.7 999.0 999.0 99.0 99.00
2005 04 22 15 00  16  6.5  7.9  1.75 14.29  6.36 272 1018.3  10.2 999.0 999.0 99.0 99.00
2005 04 22 16 00  16  5.8  7.0  1.76 12.50  6.81 278 1017.9  10.9 999.0 999.0 99.0 99.00
2005 04 22 17 00  14  5.1  6.2  1.70 14.29  6.90 260 1017.2  11.1 999.0 999.0 99.0 99.00
2005 04 22 18 00  14  4.3  5.4  1.80 12.50  7.56 283 1016.4  11.3 999.0 999.0 99.0 99.00
2005 04 22 19 00 360  4.6  5.4  1.84 12.50  7.96 277 1015.8  11.7 999.0 999.0 99.0 99.00
2005 04 22 20 00 357  6.5  7.9  1.59 12.50  6.61 283 1014.2  12.0 999.0 999.0 99.0 99.00
2005 04 22 21 00 343  5.5  6.4  1.75 12.50  6.77 278 1012.8  12.5 999.0 999.0 99.0 99.00
2005 04 22 22 00 340  5.3  6.1  1.60 12.50  6.74 285 1012.0  12.6 999.0 999.0 99.0 99.00
2005 04 22 23 00 345  8.3  9.6  1.60 12.50  6.70 279 1010.8  12.5 999.0 999.0 99.0 99.00
2005 04 23 00 00 342  8.7 10.0  1.50 12.50  5.89 278 1009.8  12.5 999.0 999.0 99.0 99.00
2005 04 23 01 00 344  9.0 10.7  1.65 12.50  5.69 280 1009.0  12.6 999.0 999.0 99.0 99.00
2005 04 23 02 00 343  8.9 10.7  1.63 11.11  5.43 283 1008.0  12.5 999.0 999.0 99.0 99.00
2005 04 23 03 00 349  9.3 11.2  1.88 12.50  5.77 277 1007.2  12.1 999.0 999.0 99.0 99.00
2005 04 23 04 00 356  8.8 10.6  1.76 12.50  5.99 283 1007.1  12.1 999.0 999.0 99.0 99.00
2005 04 23 05 00  24  8.5 10.8  1.73 12.50  5.78 279 1007.2  12.1 999.0 999.0 99.0 99.00
2005 04 23 06 00  42  5.7  6.9  1.80 12.50  6.37 287 1006.6  13.7 999.0 999.0 99.0 99.00
2005 04 23 07 00  63  5.4  6.3  1.82 12.50  7.29 282 1006.2  14.1 999.0 999.0 99.0 99.00
2005 04 23 08 00  40  2.7  3.4  1.74 12.50  7.04 282 1005.7  13.6 999.0 999.0 99.0 99.00
2005 04 23 09 00  51  3.3  3.9  1.84 11.11  7.48 283 1005.4  14.0 999.0 999.0 99.0 99.00
2005 04 23 10 00   4  2.9  3.7  1.71 12.50  6.87 276 1004.9  12.7 999.0 999.0 99.0 99.00
2005 04 23 11 00  78  1.1  2.0  1.86 12.50  6.96 283 1005.3  12.1 999.0 999.0 99.0 99.00
2005 04 23 12 00 182 10.3 12.7  1.75 12.50  7.01 279 1005.4  12.2 999.0 999.0 99.0 99.00
2005 04 23 13 00 178 11.7 13.8  1.89 11.11  5.92 279 1006.2  11.3 999.0 999.0 99.0 99.00
2005 04 23 14 00 177 13.9 16.8  2.18 10.00  5.36 284 1006.6  11.0 999.0 999.0 99.0 99.00
2005 04 23 15 00 180 12.0 14.9  2.80  5.88  5.69 171 1007.5  11.0 999.0 999.0 99.0 99.00
2005 04 23 16 00 183 11.7 14.1  2.90  6.67  5.82 167 1008.0  11.0 999.0 999.0 99.0 99.00
2005 04 23 17 00 183  8.5 10.4  2.58  6.67  5.91 168 1008.8  10.6 999.0 999.0 99.0 99.00
2005 04 23 18 00 190  8.4 10.0  2.59  7.14  6.18 168 1009.0  10.9 999.0 999.0 99.0 99.00
