YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2001 03 01 03   3  5.9  7.3  3.79 16.67 10.19 284 1016.3   8.2   9.4   4.7 99.0 99.00
2001 03 01 04  15  5.0  6.3  4.02 16.67 10.32 290 1016.1   7.9   9.4   4.2 99.0 99.00
2001 03 01 05 353  5.0  6.0  3.60 16.67  9.86 276 1015.5   7.9   9.4   3.9 99.0 99.00
2001 03 01 06 343  7.7  9.3  4.32 16.67 10.53 283 1015.0   7.9   9.1   3.6 99.0 99.00
2001 03 01 07  20  7.2  8.8  4.43 16.67 10.33 281 1014.0   7.8   9.1   3.7 99.0 99.00
2001 03 01 08  44  5.8  8.1  4.38 14.29 10.09 288 1013.0   7.8   9.0   3.8 99.0 99.00
2001 03 01 09  57  5.5  7.3  4.28 16.67 10.44 280 1011.4   7.4   9.0   4.2 99.0 99.00
2001 03 01 10  82  4.2  6.8  4.30 16.67 10.67 278 1010.4   7.3   9.0   4.7 99.0 99.00
2001 03 01 11 104  2.1  4.0  4.22 14.29 11.02 290 1009.9   7.7   9.0   5.4 99.0 99.00
2001 03 01 12 159  4.6  6.2  4.24 14.29 10.54 284 1008.8   8.3   9.0   5.1 99.0 99.00
2001 03 01 13 180  5.5  6.8  4.04 16.67 10.63 277 1008.6   8.9   9.0   5.2 99.0 99.00
2001 03 01 14 209  5.6  6.7  4.35 14.29 10.57 283 1008.2   8.7   9.0   6.3 99.0 99.00
2001 03 01 15 172  6.2  8.0  4.33 14.29 10.34 282 1006.6   8.3   9.0   6.2 99.0 99.00
2001 03 01 16 178  8.0 10.2  3.66 14.29  9.51 285 1006.2   8.7   9.0   6.7 99.0 99.00
2001 03 01 17 186  9.4 11.8  3.93 14.29  9.19 284 1005.7   8.3   9.0   6.4 99.0 99.00
2001 03 01 18 173 12.2 15.1  3.92 12.50  8.23 287 1004.4   8.7   9.0   6.8 99.0 99.00
2001 03 01 19 178 13.5 16.4  3.90 14.29  7.27 269 1003.9   9.0   9.0   7.3 99.0 99.00
2001 03 01 20 177 17.8 22.2  4.06 12.50  7.21 284 1002.6   9.1   9.1   7.1 99.0 99.00
2001 03 01 21 184 17.8 22.1  4.30 14.29  7.03 274 1001.5   9.0   9.2   7.0 99.0 99.00
2001 03 01 22 190 16.5 20.5  4.57  7.69  6.95 185 1000.9   9.0   9.4   7.5 99.0 99.00
2001 03 01 23 248 10.7 13.8  4.59  9.09  7.34 199 1002.8   8.9   9.4   4.5 99.0 99.00
2001 03 02 00 263  8.9 11.5  4.41  8.33  7.68 196 1004.0   9.0   9.0   3.7 99.0 99.00
2001 03 02 01 260  8.6 11.2  4.00  9.09  7.57 184 1005.4   8.8   9.1   3.3 99.0 99.00
2001 03 02 02 261  7.9  9.9  3.74 10.00  7.49 210 1006.4   8.7   9.1   2.6 99.0 99.00
2001 03 02 03 246  6.9  9.2  3.84 10.00  7.52 202 1007.0   8.7   9.1   2.1 99.0 99.00
2001 03 02 04 251  4.0  7.5  3.56 10.00  7.41 217 1007.8   6.8   9.1   1.9 99.0 99.00
2001 03 02 05 235  7.1  9.6  3.62 12.50  7.93 270 1007.9   7.8   9.1   3.2 99.0 99.00
2001 03 02 06 240  7.5  9.3  4.06 10.00  7.87 217 1008.1   8.6   9.1   2.4 99.0 99.00
2001 03 02 07 234  7.0  8.7  3.65  9.09  7.82 211 1008.6   8.3   9.1   2.5 99.0 99.00
2001 03 02 08 227  7.4  9.4  3.50  8.33  7.43 230 1008.8   8.3   9.1   2.4 99.0 99.00
2001 03 02 09 197  6.4  8.3  3.84  8.33  7.94 221 1009.1   7.1   9.1   1.1 99.0 99.00
2001 03 02 10 266  4.1  6.2  4.02 14.29  8.05 281 1009.9   6.6   9.1   2.4 99.0 99.00
2001 03 02 11 246  8.0  9.9  3.86 10.00  8.00 255 1009.8   7.4   9.1   2.8 99.0 99.00
2001 03 02 12 261  6.6  8.7  4.20  9.09  8.34 253 1010.0   7.2   9.1   2.1 99.0 99.00
2001 03 02 13 247  5.2  6.7  4.04 20.00  8.36 287 1010.4   7.4   9.1   1.8 99.0 99.00
2001 03 02 14 246 10.5 12.6  4.66 16.67  8.95 283 1010.9   7.1   9.2   1.8 99.0 99.00
2001 03 02 15 220  4.8  6.1  6.06 16.67 10.52 280 1011.3   6.7   9.1   0.6 99.0 99.00
2001 03 02 16 247  7.7  9.8  5.79 16.67 10.26 288 1011.5   7.4   9.3   0.7 99.0 99.00
2001 03 02 17 227  6.3  8.6  5.96 16.67 10.41 289 1012.4   7.3   9.4   0.5 99.0 99.00
2001 03 02 18 230  7.9 10.2  7.30 16.67 11.68 287 1013.0   7.5   9.1   0.6 99.0 99.00
2001 03 02 19 233  7.6 10.8  7.02 16.67 11.00 290 1013.6   7.4   9.1   1.0 99.0 99.00
2001 03 02 20 250  6.9  9.4  6.20 16.67 10.63 289 1014.3   7.4   9.3  -0.4 99.0 99.00
2001 03 02 21 230  6.7  9.2  6.47 16.67 10.89 286 1014.4   7.4   9.4  -0.1 99.0 99.00
2001 03 02 22 244  8.6 11.2  6.32 16.67 10.86 283 1014.2   7.5   9.4   0.6 99.0 99.00
2001 03 02 23 246  5.8  7.6  5.94 16.67 11.22 287 1014.5   7.4   9.4  -1.1 99.0 99.00
2001 03 03 00 251  5.9  8.2  6.37 16.67 11.29 285 1014.6   7.5   9.4  -0.5 99.0 99.00
2001 03 03 01 247  5.9  8.4  5.00 16.67 10.24 283 1014.8   7.5   9.4  -0.5 99.0 99.00
2001 03 03 02 216  5.7  8.2  6.42 16.67 11.07 284 1014.7   6.3   9.4   0.8 99.0 99.00
2001 03 03 03 208  2.8  4.8  6.68 16.67 11.52 286 1015.0   6.7   9.4   0.4 99.0 99.00
2001 03 03 04 265  4.6  8.4  6.19 16.67 11.01 285 1015.0   6.6   9.4   0.1 99.0 99.00
2001 03 03 05 261  3.0  5.4  5.96 16.67 11.02 285 1015.4   6.7   9.4  -0.9 99.0 99.00
2001 03 03 06 166  1.0  3.3  6.04 16.67 10.77 293 1016.1   5.5   9.1  -1.2 99.0 99.00
2001 03 03 07 203  2.0  3.4  5.72 14.29 10.59 287 1016.1   5.9   9.1  -0.4 99.0 99.00
2001 03 03 08 207  3.5  5.3  6.28 14.29 10.86 283 1016.2   6.3   9.0   1.0 99.0 99.00
2001 03 03 09 266  2.3  4.1  5.68 14.29 10.41 286 1016.3   5.9   9.0   1.6 99.0 99.00
2001 03 03 10 232  2.2  4.6  4.90 14.29  9.94 292 1016.4   4.8   9.0  -0.4 99.0 99.00
2001 03 03 11 180  5.3  6.8  4.43 14.29 10.02 289 1016.1   5.5   9.1   0.6 99.0 99.00
2001 03 03 12 178  3.8  5.1  5.56 14.29 10.63 290 1015.8   5.8   9.4  -0.2 99.0 99.00
2001 03 03 13 184  2.1  3.2  4.92 14.29 10.23 287 1015.4   5.9   9.4  -0.3 99.0 99.00
2001 03 03 14 190  2.2  3.3  4.04 12.50  9.46 292 1015.2   6.3   9.4  -0.6 99.0 99.00
2001 03 03 15 152  4.2  6.6  5.11 14.29 10.73 288 1014.7   6.2   9.4   1.2 99.0 99.00
2001 03 03 16 162  5.4  8.5  4.65 14.29 10.13 295 1014.5   6.0   9.3   1.1 99.0 99.00
2001 03 03 17 178  5.1  7.3  4.48 14.29  9.74 287 1014.5   5.9   9.3   1.1 99.0 99.00
2001 03 03 18 137  3.4  5.5  4.97 14.29 10.44 293 1014.6   6.3   9.3   0.2 99.0 99.00
2001 03 03 19  98  6.9 10.1  4.00 14.29  9.18 292 1014.4   5.6   9.3   0.7 99.0 99.00
2001 03 03 20 107  2.8  5.8  4.30 14.29  9.76 296 1014.4   6.2   9.4  -0.9 99.0 99.00
2001 03 03 21  99  1.8  3.7  4.20 12.50  9.84 284 1013.9   6.9   9.4   0.6 99.0 99.00
2001 03 03 22  53  1.8  3.4  3.81 12.50  9.45 289 1013.3   6.7   9.5   1.3 99.0 99.00
2001 03 03 23  51  3.0  4.7  4.11 14.29  9.56 286 1012.9   6.5   9.5   0.9 99.0 99.00
2001 03 04 00  30  3.5  5.1  3.64 12.50  9.60 297 1012.6   6.7   9.5   0.1 99.0 99.00
2001 03 04 01  14  3.3  4.2  3.76 12.50  9.84 290 1012.0   7.0   9.5   0.0 99.0 99.00
2001 03 04 02   3  3.0  4.5  3.62 12.50  9.35 296 1011.9   7.0   9.5  -0.2 99.0 99.00
2001 03 04 03 357  3.4  4.5  4.08 12.50  9.83 293 1011.8   6.8   9.4  -0.5 99.0 99.00
2001 03 04 04   5  3.9  5.0  3.16 12.50  9.43 289 1011.6   7.0   9.4   0.3 99.0 99.00
2001 03 04 05   3  5.1  6.0  3.16 12.50  9.34 295 1011.3   7.1   9.4   1.8 99.0 99.00
2001 03 04 06  14  5.7  7.0  3.47 12.50  9.31 301 1011.0   7.3   9.4   2.3 99.0 99.00
2001 03 04 07  14  5.2  6.2  2.89 12.50  8.87 298 1010.6   7.5   9.4   2.4 99.0 99.00
2001 03 04 08  55  5.3  6.9  3.31 12.50  9.26 297 1010.6   7.4   9.1   2.6 99.0 99.00
2001 03 04 09  57  6.1  8.4  3.08 12.50  9.27 294 1010.1   6.7   9.1   0.9 99.0 99.00
2001 03 04 10  69  7.4  9.1  2.80 12.50  8.74 294 1009.9   6.6   9.1   1.8 99.0 99.00
2001 03 04 11  75  6.8  8.6  2.93 12.50  8.62 294 1009.4   6.7   9.1   1.6 99.0 99.00
2001 03 04 12  71  7.8  9.8  2.84 12.50  8.24 294 1008.4   6.7   9.1   1.7 99.0 99.00
2001 03 04 13  69  7.8  9.5  2.85 12.50  8.35 294 1007.9   6.6   9.1   1.8 99.0 99.00
2001 03 04 14  61  8.4 10.6  3.07 12.50  8.29 287 1007.4   6.5   9.1   1.4 99.0 99.00
2001 03 04 15  61  8.0 10.2  2.66 11.11  8.06 295 1007.1   6.6   9.1   1.7 99.0 99.00
2001 03 04 16  59  9.3 11.5  2.61 12.50  7.45 292 1006.5   6.8   9.1   1.5 99.0 99.00
2001 03 04 17  56  9.7 11.5  2.59 12.50  7.41 295 1006.0   7.1   9.1   0.6 99.0 99.00
2001 03 04 18  56  9.7 11.9  2.64 12.50  7.41 297 1005.5   7.4   9.1   1.1 99.0 99.00
2001 03 04 19  56  9.8 12.1  2.59 12.50  7.34 296 1005.4   7.8   9.3   0.9 99.0 99.00
2001 03 04 20  55  9.4 11.0  2.32 12.50  6.77 290 1004.7   7.9   9.4   1.1 99.0 99.00
2001 03 04 21  58  9.0 10.7  2.14 11.11  6.44 297 1003.9   8.9   9.4   2.5 99.0 99.00
2001 03 04 22  62  7.9 10.7  2.02 11.11  6.58 298 1003.2   9.5   9.4   3.2 99.0 99.00
2001 03 04 23  70  8.7 10.4  2.10 11.11  7.04 290 1002.9  10.2   9.4   3.6 99.0 99.00
2001 03 05 00  68  8.2  9.9  2.01 11.11  6.52 287 1003.2  10.2   9.4   4.7 99.0 99.00
2001 03 05 01  67  6.2  7.6  1.82 11.11  6.61 296 1003.2  10.2   9.4   5.3 99.0 99.00
2001 03 05 02  73  7.5  9.0  1.88 11.11  6.98 291 1003.1  10.2   9.4   4.8 99.0 99.00
2001 03 05 03  65  8.6 10.5  1.75 11.11  6.59 288 1003.4   9.4   9.4   5.2 99.0 99.00
2001 03 05 04  63  9.8 11.9  1.67 12.50  5.86 285 1003.3   9.0   9.4   5.1 99.0 99.00
2001 03 05 05  65  8.0  9.4  1.75 10.00  5.93 298 1003.8   9.4   9.4   5.4 99.0 99.00
2001 03 05 06  60  7.8  9.5  1.73 12.50  6.24 274 1004.3   9.5   9.4   5.2 99.0 99.00
2001 03 05 07  70  8.3 10.3  1.67 11.11  5.70 292 1004.8   9.7   9.4   5.3 99.0 99.00
2001 03 05 08  67  7.4  8.6  1.61 11.11  5.64 285 1005.5   9.8   9.4   5.3 99.0 99.00
2001 03 05 09  60  7.4  8.6  1.56 11.11  5.83 287 1006.4   9.7   9.1   5.5 99.0 99.00
2001 03 05 10  64  7.3  8.9  1.48 11.11  5.69 293 1007.1   9.7   9.0   5.7 99.0 99.00
2001 03 05 11  70  5.3  6.2  1.49 11.11  6.27 287 1008.1   9.8   9.0   5.9 99.0 99.00
2001 03 05 12  98  3.7  4.5  1.35 11.11  6.33 279 1009.4   9.8   9.0   6.2 99.0 99.00
2001 03 05 13 122  2.4  3.2  1.48 11.11  6.91 264 1010.7   9.8   9.0   6.8 99.0 99.00
2001 03 05 14 173  3.4  4.2  1.75 14.29  8.02 285 1011.6   9.8   9.0   7.2 99.0 99.00
2001 03 05 15 201  5.0  6.0  1.98 11.11  8.83 257 1012.6   9.8   9.0   7.3 99.0 99.00
2001 03 05 16 170  3.0  3.9  2.01 14.29  8.93 285 1013.4   9.7   9.0   7.3 99.0 99.00
2001 03 05 17 163  2.4  3.2  2.10 14.29  8.91 283 1014.8  10.2   9.0   7.5 99.0 99.00
2001 03 05 18 155  2.1  3.0  2.51 14.29  9.91 284 1015.7  10.3   9.0   7.5 99.0 99.00
2001 03 05 19 174  3.3  3.9  2.45 14.29  9.91 292 1016.4  10.2   9.0   7.8 99.0 99.00
2001 03 05 20 201  2.2  2.8  2.64 14.29 10.51 284 1017.4  10.2   9.1   7.5 99.0 99.00
2001 03 05 21 234  2.7  3.4  2.48 14.29 10.27 288 1018.0  10.6   9.5   7.7 99.0 99.00
2001 03 05 22 232  1.5  2.3  2.78 14.29 10.41 290 1018.0  10.6   9.7   8.1 99.0 99.00
2001 03 05 23 278  1.5  2.4  3.03 12.50 10.00 281 1018.1  10.5   9.8   8.0 99.0 99.00
2001 03 06 00 303  2.2  3.1  2.82 14.29  9.65 283 1018.4  10.4   9.7   8.1 99.0 99.00
2001 03 06 01 319  2.8  3.8  3.22 14.29 10.36 290 1018.2  10.2   9.4   8.0 99.0 99.00
2001 03 06 02 333  2.9  3.7  2.78 12.50 10.11 282 1018.6   9.8   9.4   7.9 99.0 99.00
2001 03 06 03 356  2.8  3.6  2.80 14.29 10.27 290 1018.8   9.7   9.4   8.1 99.0 99.00
2001 03 06 04 343  4.2  5.1  2.96 12.50 10.43 282 1019.0   9.7   9.4   8.0 99.0 99.00
2001 03 06 05   6  4.2  5.1  2.46 12.50  9.97 288 1019.3   9.5   9.4   7.5 99.0 99.00
2001 03 06 06  12  5.7  6.7  2.62 14.29 10.37 287 1019.3   9.6   9.5   7.4 99.0 99.00
2001 03 06 07   8  4.9  5.9  2.40 14.29  9.58 285 1019.4   9.8   9.4   6.8 99.0 99.00
2001 03 06 08  11  4.0  4.9  2.40 14.29  9.54 292 1019.5   9.7   9.4   7.4 99.0 99.00
2001 03 06 09  10  3.9  4.7  2.12 14.29  8.71 286 1019.5   9.5   9.4   7.5 99.0 99.00
2001 03 06 10  10  3.9  4.5  2.55 14.29 10.06 288 1019.6   9.4   9.4   7.6 99.0 99.00
2001 03 06 11  15  5.0  6.1  2.38 14.29 10.22 284 1019.1   9.4   9.4   7.4 99.0 99.00
2001 03 06 12  25  5.4  6.5  2.23 14.29  9.71 293 1018.8   9.5   9.4   7.1 99.0 99.00
2001 03 06 13  41  5.1  6.3  2.33 12.50  9.51 282 1018.7  10.2   9.4   6.7 99.0 99.00
2001 03 06 14  46  6.6  8.1  2.52 14.29  9.08 285 1018.6   9.8   9.4   6.5 99.0 99.00
2001 03 06 15  52  8.1 10.0  1.96 12.50  7.43 289 1018.3  10.2   9.4   6.2 99.0 99.00
2001 03 06 16  53  6.9  8.2  2.19 14.29  7.86 285 1018.7  10.2   9.4   6.1 99.0 99.00
2001 03 06 17  52  7.1  8.8  2.28 12.50  7.72 287 1018.7  10.2   9.4   5.8 99.0 99.00
2001 03 06 18  56  7.8  9.6  2.08 12.50  7.52 287 1018.5  10.5   9.4   5.8 99.0 99.00
2001 03 06 19  65  6.4  7.9  2.32 12.50  8.07 283 1018.4  10.8   9.4   6.1 99.0 99.00
2001 03 06 20  67  6.9  8.6  2.19 12.50  7.98 291 1018.2  11.3   9.5   5.9 99.0 99.00
2001 03 06 21  55  5.9  7.3  2.83 20.00 10.07 289 1018.0  11.7   9.5   6.1 99.0 99.00
2001 03 06 22  55  6.1  7.7  2.92 20.00 10.99 291 1017.4  12.1   9.5   6.3 99.0 99.00
2001 03 06 23  51  5.0  6.0  3.13 20.00 12.24 291 1017.3  12.8   9.5   6.4 99.0 99.00
2001 03 07 00   8  3.6  4.4  2.95 20.00 11.51 290 1016.9  12.1   9.7   7.3 99.0 99.00
2001 03 07 01 360  4.3  4.9  3.30 20.00 12.84 289 1016.5  12.0   9.7   7.9 99.0 99.00
2001 03 07 02 357  4.2  4.9  2.90 20.00 12.61 289 1016.3  11.8   9.7   8.0 99.0 99.00
2001 03 07 03 356  4.0  4.8  2.81 20.00 13.07 287 1016.3  11.7   9.5   7.9 99.0 99.00
2001 03 07 04  18  4.6  5.3  3.65 20.00 14.75 288 1016.4  12.1   9.5   7.4 99.0 99.00
2001 03 07 05  35  4.0  5.2  3.74 20.00 14.25 288 1016.6  12.0   9.5   7.0 99.0 99.00
2001 03 07 06  48  4.7  6.2  3.06 16.67 12.98 284 1016.8  12.5   9.5   7.3 99.0 99.00
2001 03 07 07  54  4.4  6.4  2.98 20.00 13.00 288 1016.7  11.8   9.5   7.4 99.0 99.00
2001 03 07 08  48  3.2  4.4  3.24 20.00 13.11 288 1017.0  11.0   9.5   7.5 99.0 99.00
2001 03 07 09  66  2.6  4.1  3.17 16.67 12.90 290 1017.2  10.6   9.5   7.4 99.0 99.00
2001 03 07 10  98  2.9  4.0  3.29 16.67 13.00 289 1017.4  10.9   9.5   7.4 99.0 99.00
2001 03 07 11 115  2.3  4.0  3.92 20.00 13.88 289 1017.3  10.6   9.5   7.3 99.0 99.00
2001 03 07 12 102  1.9  3.4  3.43 16.67 12.70 291 1017.3  10.5   9.5   7.4 99.0 99.00
2001 03 07 13 136  2.7  3.7  3.62 16.67 12.90 289 1017.4  10.2   9.5   7.4 99.0 99.00
2001 03 07 14 116  2.9  4.0  3.09 16.67 12.23 290 1017.4  10.2   9.5   7.5 99.0 99.00
2001 03 07 15 138  3.2  4.3  4.29 16.67 13.59 289 1017.6  10.3   9.5   7.5 99.0 99.00
2001 03 07 16 155  5.3  6.7  3.50 16.67 12.74 281 1017.7  10.6   9.5   8.1 99.0 99.00
2001 03 07 17 152  6.3  7.6  3.92 16.67 12.73 282 1017.6  10.5   9.5   8.6 99.0 99.00
2001 03 07 18 163  5.5  6.9  3.75 16.67 12.11 282 1018.2  10.3   9.5   8.6 99.0 99.00
2001 03 07 19 164  7.0  9.0  3.37 16.67 11.17 283 1018.2  10.2   9.5   8.6 99.0 99.00
2001 03 07 20 170  7.4  8.8  3.79 16.67 10.47 279 1018.2   9.4   9.5   8.4 99.0 99.00
2001 03 07 21 175  8.2  9.4  3.90 16.67 10.61 278 1018.0   9.0   9.5   8.2 99.0 99.00
2001 03 07 22 186  8.2  9.9  3.16 16.67  9.42 280 1018.1   9.0   9.5   8.3 99.0 99.00
2001 03 07 23 203  6.4  7.7  3.20 16.67  9.28 283 1018.4   9.4   9.5   8.6 99.0 99.00
2001 03 08 00 199  4.3  5.2  3.25 16.67 10.10 283 1018.7   9.5   9.5   8.4 99.0 99.00
2001 03 08 01 256  5.0  6.7  3.30 16.67 10.97 286 1018.8   9.5   9.5   8.2 99.0 99.00
2001 03 08 02 269  6.2  8.2  2.95 16.67 10.18 285 1019.3   9.4   9.5   7.6 99.0 99.00
2001 03 08 03 273  6.1  8.6  3.34 16.67 10.35 284 1019.7   8.6   9.5   7.1 99.0 99.00
2001 03 08 04 262  5.2  7.0  3.24 16.67  9.83 288 1020.3   8.9   9.5   7.0 99.0 99.00
2001 03 08 05 247  6.1  7.6  2.99 16.67  9.13 284 1020.4   9.0   9.5   7.0 99.0 99.00
2001 03 08 06 246  6.5  8.3  2.94 16.67  8.80 290 1020.6   8.6   9.5   6.3 99.0 99.00
2001 03 08 07 254  6.3  8.0  2.87 16.67  8.56 289 1020.9   8.9   9.5   6.5 99.0 99.00
2001 03 08 08 248  4.6  5.9  2.94 16.67  9.15 287 1020.9   8.8   9.5   6.5 99.0 99.00
2001 03 08 09 228  4.7  5.8  3.07 14.29  9.30 283 1021.2   9.0   9.5   6.9 99.0 99.00
2001 03 08 10 229  6.5  8.2  3.24 16.67  9.73 287 1021.1   8.3   9.5   7.0 99.0 99.00
2001 03 08 11 238  8.3  9.8  3.20 16.67  8.75 286 1021.0   8.2   9.5   5.5 99.0 99.00
2001 03 08 12 235  8.3 10.4  2.90 16.67  8.28 285 1020.9   7.9   9.5   4.5 99.0 99.00
2001 03 08 13 229  7.6 10.1  3.19 16.67  8.65 287 1021.1   7.9   9.5   4.5 99.0 99.00
2001 03 08 14 212  7.1  8.7  3.48 14.29  8.67 283 1021.0   7.8   9.5   4.1 99.0 99.00
2001 03 08 15 218  5.4  7.2  3.48 16.67  8.76 281 1020.8   7.5   9.5   4.6 99.0 99.00
2001 03 08 16 236  2.4  3.7  3.55 14.29  8.76 280 1020.7   6.6   9.5   3.8 99.0 99.00
2001 03 08 17 290  1.9  3.8  3.28 14.29  8.49 284 1020.7   7.0   9.5   4.6 99.0 99.00
2001 03 08 18 349  1.4  2.2  3.30 14.29  8.80 279 1020.8   7.4   9.5   4.8 99.0 99.00
2001 03 08 19 290  1.7  4.3  3.22 14.29  8.85 288 1021.1   7.9   9.7   4.8 99.0 99.00
2001 03 08 20 308  1.5  2.8  3.29 14.29  9.10 278 1021.6   8.2   9.7   4.2 99.0 99.00
2001 03 08 21 284  1.2  3.0  3.71 14.29  9.27 287 1021.5   8.7   9.8   4.9 99.0 99.00
2001 03 08 22 333  2.0  3.1  4.27 11.11  9.40 283 1021.5   8.6   9.8   5.5 99.0 99.00
2001 03 08 23 317  8.0 11.4  4.28 11.11  8.70 291 1021.3   8.3   9.7   6.3 99.0 99.00
2001 03 09 00 320  6.8  8.6  4.78 12.50  8.78 286 1021.3   7.9   9.7   6.0 99.0 99.00
2001 03 09 01 294  8.2  9.7  4.64 12.50  8.86 288 1021.2   8.2   9.5   5.4 99.0 99.00
2001 03 09 02 294  9.2 11.1  4.40 11.11  8.84 291 1021.3   7.9   9.5   5.9 99.0 99.00
2001 03 09 03 309  9.6 12.0  4.66 12.50  8.66 287 1021.3   7.7   9.5   6.0 99.0 99.00
2001 03 09 04 302  9.3 11.5  4.40 12.50  8.15 289 1021.1   7.9   9.5   5.7 99.0 99.00
2001 03 09 05 310  9.8 12.3  4.23 11.11  8.32 289 1020.9   8.2   9.5   5.1 99.0 99.00
2001 03 09 06 307  9.5 12.0  4.25  9.09  7.90 298 1020.8   8.1   9.5   4.9 99.0 99.00
2001 03 09 07 311 10.1 12.2  4.82 12.50  8.43 291 1021.0   8.3   9.5   4.1 99.0 99.00
2001 03 09 08 308  9.8 12.1  4.50 11.11  8.19 291 1020.7   8.3   9.5   4.0 99.0 99.00
2001 03 09 09 308  9.8 12.1  4.38 11.11  8.23 299 1020.8   8.3   9.4   3.7 99.0 99.00
2001 03 09 10 308  9.6 11.6  4.31 11.11  7.93 294 1021.1   8.3   9.4   3.9 99.0 99.00
2001 03 09 11 305  8.5 10.7  4.34 11.11  8.05 301 1020.7   8.4   9.4   4.3 99.0 99.00
2001 03 09 12 305  8.8 10.9  4.38 11.11  8.17 300 1020.8   8.3   9.4   4.3 99.0 99.00
2001 03 09 13 310  7.2  9.1  4.05 11.11  8.01 302 1021.1   8.3   9.4   4.2 99.0 99.00
2001 03 09 14 320  5.7  8.2  4.63 11.11  8.68 300 1021.1   8.3   9.4   4.2 99.0 99.00
2001 03 09 15 320  3.5  5.2  4.34 12.50  8.63 290 1021.4   8.3   9.4   4.1 99.0 99.00
2001 03 09 16 332  2.0  3.5  3.68 11.11  8.03 309 1021.7   8.3   9.4   4.1 99.0 99.00
2001 03 09 17  11  2.1  3.4  3.60 11.11  8.17 301 1022.1   8.6   9.4   4.6 99.0 99.00
2001 03 09 18   6  2.4  3.5  3.30 10.00  8.20 304 1022.3   8.7   9.4   3.7 99.0 99.00
2001 03 09 19 331  1.3  2.6  3.39 10.00  8.44 289 1022.1   8.9   9.5   3.8 99.0 99.00
2001 03 09 20 316  2.9  4.1  3.39 11.11  8.48 302 1022.4   9.0   9.7   4.4 99.0 99.00
2001 03 09 21 354  1.4  2.4  3.15 10.00  8.15 304 1022.1   9.4   9.8   4.9 99.0 99.00
2001 03 09 22 308  4.6  6.0  3.25 11.11  8.51 300 1022.0   9.2   9.8   5.4 99.0 99.00
2001 03 09 23 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2001 03 10 00 320  4.3  5.7  3.13 11.11  7.97 295 1022.0   9.0   9.8   5.6 99.0 99.00
2001 03 10 01 309  5.9  7.1  2.95  9.09  8.01 316 1022.0   9.0   9.7   5.7 99.0 99.00
2001 03 10 02 308  7.7  9.2  3.24 12.50  7.98 284 1022.0   8.7   9.5   4.9 99.0 99.00
2001 03 10 03 322  5.5  6.9  2.99 12.50  7.56 281 1022.5   8.5   9.5   5.2 99.0 99.00
2001 03 10 04 333  6.4  7.5  2.89 12.50  7.28 281 1022.7   8.7   9.5   5.4 99.0 99.00
2001 03 10 05 334  6.2  7.4  2.79 10.00  7.35 288 1022.8   8.7   9.5   5.5 99.0 99.00
2001 03 10 06 332  6.8  8.2  2.96 12.50  7.58 287 1022.7   8.7   9.7   5.2 99.0 99.00
2001 03 10 07 326  6.6  7.8  2.62 10.00  7.15 292 1023.0   8.6   9.7   5.2 99.0 99.00
2001 03 10 08 315  7.1  8.4  2.77 12.50  7.68 281 1023.4   8.6   9.5   4.4 99.0 99.00
2001 03 10 09 315  7.0  8.6  2.55  9.09  7.63 290 1023.4   8.3   9.6   4.3 99.0 99.00
2001 03 10 10 313  6.4  7.7  2.55 12.50  7.20 280 1023.5   8.4   9.5   3.9 99.0 99.00
2001 03 10 11 315  8.0  9.7  2.40 12.50  7.14 288 1023.3   8.3   9.5   3.5 99.0 99.00
2001 03 10 12 338  6.1  7.3  2.51 11.11  6.88 280 1023.1   8.3   9.5   3.5 99.0 99.00
2001 03 10 13 323  8.6 10.2  2.14 11.11  6.35 284 1022.8   8.2   9.5   3.2 99.0 99.00
2001 03 10 14 317  6.5  9.0  2.29  8.33  6.32 301 1023.2   8.0   9.5   1.8 99.0 99.00
2001 03 10 15 330  6.6  8.5  2.10 10.00  6.28 276 1023.5   7.9   9.5   1.6 99.0 99.00
2001 03 10 16 322  7.1  8.6  2.17 12.50  6.46 284 1023.6   7.8   9.4   4.0 99.0 99.00
2001 03 10 17 318  7.5  9.0  2.14 12.50  6.57 280 1024.1   8.2   9.4   2.4 99.0 99.00
2001 03 10 18 343  5.0  5.8  2.07 12.50  6.43 282 1024.2   8.3   9.4   2.1 99.0 99.00
2001 03 10 19 322  6.3  7.9  2.09 11.11  6.54 288 1024.3   7.8   9.0   4.6 99.0 99.00
2001 03 10 20 343  4.6  6.7  2.06 12.50  6.44 290 1024.2   8.1   9.4   4.7 99.0 99.00
2001 03 10 21 317  3.6  5.0  2.13 10.00  7.05 290 1023.9   7.8   9.5   5.4 99.0 99.00
2001 03 10 22 307  5.5  6.9  2.04 12.50  6.83 281 1023.4   8.6   9.5   4.2 99.0 99.00
2001 03 10 23 298  7.4  8.5  2.09 12.50  6.65 287 1023.5   8.7   9.7   4.7 99.0 99.00
2001 03 11 00 306  7.8  9.7  2.14 12.50  6.70 282 1023.5   8.7   9.7   4.7 99.0 99.00
2001 03 11 01 320  7.4  8.8  2.21 12.50  6.55 289 1023.5   7.8   9.7   4.3 99.0 99.00
2001 03 11 02 317  8.2  9.7  2.23 12.50  6.13 287 1023.6   8.2   9.5   3.9 99.0 99.00
