YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2003 01 05 11 173  3.6  4.9  5.77 16.67  9.95 271 1028.6  10.6  11.1   8.7 99.0 99.00
2003 01 05 12 178  5.2  6.7  5.60 16.67 10.09 269 1028.7  10.6  11.2   9.1 99.0 99.00
2003 01 05 13 159  6.5  8.8  4.90 14.29  9.46 263 1028.4  10.6  11.3   8.8 99.0 99.00
2003 01 05 14 154  6.8  8.9  4.66 16.67  9.53 269 1028.9  10.5  11.3   8.4 99.0 99.00
2003 01 05 15 133  6.5  8.5  4.64 16.67  9.60 265 1028.8  10.5  11.3   8.4 99.0 99.00
2003 01 05 16 131  5.1  7.3  4.53 14.29  9.58 261 1029.2  10.5  11.3   6.6 99.0 99.00
2003 01 05 17 114  5.6  7.9  4.71 16.67 10.15 273 1029.4   9.7  11.3   7.3 99.0 99.00
2003 01 05 18 107  5.6  8.2  4.39 14.29  9.70 275 1029.6   9.4  11.3   7.3 99.0 99.00
2003 01 05 19 106  6.2  8.2  4.49 14.29  9.72 270 1029.6   9.5  11.3   6.3 99.0 99.00
2003 01 05 20 105  5.4  7.4  4.63 14.29  9.93 270 1028.7  10.2  11.3   6.9 99.0 99.00
2003 01 05 21  97  5.3  8.2  5.20 14.29 10.45 276 1028.4  10.1  11.3   6.8 99.0 99.00
2003 01 05 22  92  5.6  7.9  4.50 14.29 10.14 268 1027.5  10.2  11.3   7.4 99.0 99.00
2003 01 05 23  89  6.6  9.4  4.59 14.29  9.82 269 1027.5  10.5  11.3   7.3 99.0 99.00
2003 01 06 00  84  6.7  9.0  4.97 14.29 10.30 276 1027.6  10.6  11.3   7.8 99.0 99.00
2003 01 06 01  86  5.7  7.5  4.22 14.29  9.58 266 1027.5  11.0  11.3   7.9 99.0 99.00
2003 01 06 02  90  5.5  7.6  4.12 14.29  9.90 274 1027.3  11.3  11.3   7.2 99.0 99.00
2003 01 06 03  93  5.3  7.7  3.73 14.29  9.44 274 1027.1  11.0  11.3   7.5 99.0 99.00
2003 01 06 04  96  5.8  7.7  3.76 14.29  9.31 269 1026.9  11.0  11.3   7.7 99.0 99.00
2003 01 06 05  96  5.6  7.5  3.44 14.29  9.29 262 1026.5  10.9  11.3   8.0 99.0 99.00
2003 01 06 06  98  6.2  8.1  3.21 12.50  8.61 265 1025.9  10.9  11.3   7.7 99.0 99.00
2003 01 06 07  94  5.7  7.6  3.12 14.29  8.86 273 1025.6  11.0  11.3   7.0 99.0 99.00
2003 01 06 08  90  5.8  7.4  3.11 14.29  8.80 269 1025.0  11.0  11.3   7.2 99.0 99.00
2003 01 06 09  92  6.9  8.5  2.93 14.29  8.78 267 1024.2  10.9  11.3   7.3 99.0 99.00
2003 01 06 10  94  8.2  9.6  2.86 14.29  8.45 271 1023.3  11.0  11.3   7.0 99.0 99.00
2003 01 06 11  95  7.6  9.5  3.06 14.29  8.22 274 1023.1  11.3  11.3   6.6 99.0 99.00
2003 01 06 12  93  7.4  9.3  3.18 14.29  8.64 273 1022.8  11.3  11.3   6.4 99.0 99.00
2003 01 06 13  96  7.5 10.1  2.99 14.29  7.91 273 1022.1  11.3  11.3   6.4 99.0 99.00
2003 01 06 14  92  6.6  8.2  3.25 12.50  8.54 266 1021.9  11.7  11.3   6.1 99.0 99.00
2003 01 06 15  90  7.9 10.7  3.32 12.50  8.40 268 1021.3  11.7  11.3   6.5 99.0 99.00
2003 01 06 16  94  7.1  9.3  3.78 14.29  9.12 270 1021.2  11.7  11.3   6.0 99.0 99.00
2003 01 06 17  98  7.8  9.8  3.86 14.29  8.93 270 1021.0  11.8  11.3   5.8 99.0 99.00
2003 01 06 18  98  7.6  9.6  3.98 14.29  9.15 272 1020.7  11.8  11.3   4.8 99.0 99.00
2003 01 06 19 103  7.1  9.4  4.13 12.50  9.58 270 1020.3  12.1  11.3   5.6 99.0 99.00
2003 01 06 20 108  5.1  7.2  3.89 11.11  9.72 261 1019.4  12.5  11.3   6.9 99.0 99.00
2003 01 06 21  99  2.8  4.7  3.96 14.29 10.16 272 1018.7  12.5  11.3   8.3 99.0 99.00
2003 01 06 22  91  5.0  7.6  4.92 20.00 11.99 272 1017.9  12.5  11.3   7.3 99.0 99.00
2003 01 06 23  93  6.1  8.3  5.10 20.00 11.91 274 1017.1  12.8  11.3   7.0 99.0 99.00
2003 01 07 00  96  5.7  7.9  5.36 20.00 12.10 272 1017.0  12.9  11.3   6.8 99.0 99.00
2003 01 07 01  95  5.1  8.4  5.39 20.00 12.61 272 1017.4  13.4  11.3   6.9 99.0 99.00
2003 01 07 02 107  5.4  8.7  5.26 16.67 12.23 268 1017.8  13.3  11.3   7.2 99.0 99.00
2003 01 07 03 153  2.3  3.7  5.04 16.67 11.69 267 1018.5  12.4  11.3   8.5 99.0 99.00
2003 01 07 04 108  3.7  6.7  5.54 16.67 12.58 268 1018.4  12.2  11.3   8.1 99.0 99.00
2003 01 07 05 111  4.4  7.2  5.45 20.00 12.41 272 1018.4  12.1  11.3   7.3 99.0 99.00
2003 01 07 06 126  3.0  5.4  5.38 16.67 12.51 266 1018.6  11.8  11.3   7.7 99.0 99.00
2003 01 07 07 252  1.3  3.7  5.59 16.67 12.45 266 1019.6  11.4  11.0   9.2 99.0 99.00
2003 01 07 08 123  0.2  2.6  5.49 16.67 12.61 269 1019.9  11.0  11.0   9.6 99.0 99.00
2003 01 07 09 146  1.4  2.9  5.71 16.67 12.01 268 1019.6  11.3  11.2   9.4 99.0 99.00
2003 01 07 10 126  4.5  6.8  5.41 16.67 11.64 273 1019.2  11.3  11.1  10.0 99.0 99.00
2003 01 07 11 141  2.7  4.5  5.46 16.67 11.77 265 1020.0  11.3  11.0   9.7 99.0 99.00
2003 01 07 12 197  0.7  2.2  4.96 14.29 11.20 259 1020.2  11.0  10.9   9.5 99.0 99.00
2003 01 07 13 173  1.5  2.6  4.55 16.67 10.52 263 1020.2  11.0  11.0   8.6 99.0 99.00
2003 01 07 14  77  1.1  3.8  4.47 16.67 10.66 261 1020.6  10.6  11.0   8.6 99.0 99.00
2003 01 07 15  83  2.2  4.5  4.23 14.29 10.54 257 1021.4  10.3  11.0   7.7 99.0 99.00
2003 01 07 16  99  2.4  4.0  4.66 14.29 11.08 261 1022.0  10.3  11.0   7.3 99.0 99.00
2003 01 07 17 111  3.1  5.7  4.03 16.67 10.36 261 1022.8  10.5  11.0   6.8 99.0 99.00
2003 01 07 18 115  5.9  7.7  4.27 14.29 10.43 261 1022.8  10.5  11.3   6.4 99.0 99.00
2003 01 07 19 115  5.3  7.2  3.81 14.29 10.29 259 1022.9  10.6  11.3   6.6 99.0 99.00
2003 01 07 20 120  5.2  6.9  4.17 14.29 10.39 259 1022.5  10.5  11.4   6.4 99.0 99.00
2003 01 07 21 121  4.3  6.4  3.86 14.29 10.05 258 1022.1  10.9  11.4   6.2 99.0 99.00
2003 01 07 22 122  2.8  4.9  4.37 12.50 10.69 255 1021.6  11.3  11.4   6.4 99.0 99.00
2003 01 07 23 122  1.6  3.3  3.95 14.29 10.16 261 1020.9  11.7  11.4   6.9 99.0 99.00
2003 01 08 00 331  0.4  1.8  3.73 14.29  9.67 259 1021.0  12.1  11.4   8.5 99.0 99.00
2003 01 08 01  17  1.3  2.9  3.85 14.29 10.03 266 1021.0  11.1  11.3   9.1 99.0 99.00
2003 01 08 02  29  5.9  7.8  3.72 12.50  9.81 266 1021.0  10.6  11.3   8.6 99.0 99.00
2003 01 08 03 360  6.4  7.7  4.01 14.29  9.89 265 1021.0  10.6  11.4   9.4 99.0 99.00
2003 01 08 04   8  6.8  8.6  3.31 14.29  9.58 262 1020.9  10.6  11.4   8.9 99.0 99.00
2003 01 08 05  20  6.9  8.3  3.37 12.50  9.52 267 1020.6  10.6  11.4   9.0 99.0 99.00
2003 01 08 06  35  6.0  7.7  3.03 14.29  8.85 269 1020.3  10.5  11.4   9.3 99.0 99.00
2003 01 08 07  40  5.0  6.9  3.07 12.50  8.71 261 1019.9  10.2  11.3   8.5 99.0 99.00
2003 01 08 08  28  3.9  5.1  3.04 14.29  9.28 274 1019.6  10.2  11.0   8.8 99.0 99.00
2003 01 08 09  56  2.9  4.2  3.12 14.29  9.87 264 1019.0  10.2  10.9   8.6 99.0 99.00
2003 01 08 10  24  2.7  3.7  2.85 14.29  9.34 261 1018.6   9.8  10.6   8.4 99.0 99.00
2003 01 08 11  66  3.6  4.9  3.03 12.50  9.54 266 1018.5  10.2  10.5   5.1 99.0 99.00
2003 01 08 12  38  3.1  4.0  3.17 12.50  9.73 266 1018.2   9.8  10.5   6.8 99.0 99.00
2003 01 08 13  76  7.2  9.3  2.92 14.29  9.16 265 1017.3  10.3  10.5   5.7 99.0 99.00
2003 01 08 14  75  6.7  8.7  2.71 12.50  8.70 264 1016.6   9.7  10.5   6.4 99.0 99.00
2003 01 08 15  71  7.2  9.1  3.15 12.50  9.08 264 1016.4   9.5  10.5   5.8 99.0 99.00
2003 01 08 16  81  7.2  9.0  2.86 12.50  8.46 266 1016.2   9.5  10.5   5.4 99.0 99.00
2003 01 08 17  95  6.6  8.5  2.96 12.50  8.16 261 1016.7   9.4  10.5   5.6 99.0 99.00
2003 01 08 18  91  6.0  7.8  2.74 12.50  8.18 266 1016.8   9.8  10.5   5.8 99.0 99.00
2003 01 08 19  90  6.0  7.5  2.56 12.50  7.99 269 1017.1   9.5  10.5   5.7 99.0 99.00
2003 01 08 20  84  5.7  7.4  2.78 12.50  8.26 266 1016.3  10.0  10.5   5.3 99.0 99.00
2003 01 08 21  87  6.0  8.1  2.30 12.50  7.06 249 1015.7  10.2  10.6   5.1 99.0 99.00
2003 01 08 22 105  2.4  3.8  2.30 14.29  7.53 266 1015.5  10.5  10.6   5.4 99.0 99.00
2003 01 08 23  87  5.3  6.9  2.38 14.29  8.47 266 1015.3  10.5  10.6   5.8 99.0 99.00
2003 01 09 00  86  5.5  6.9  1.98 12.50  7.43 277 1015.0  10.9  10.6   6.1 99.0 99.00
2003 01 09 01 100  4.8  5.9  2.07 12.50  7.72 262 1014.8  10.6  10.6   6.8 99.0 99.00
2003 01 09 02  88  5.5  6.6  1.98 14.29  7.75 260 1014.7  10.6  11.0   7.1 99.0 99.00
2003 01 09 03  90  5.8  7.3  1.95 12.50  7.41 259 1014.9  10.6  11.1   6.0 99.0 99.00
2003 01 09 04  93  6.4  8.0  2.17 12.50  7.84 275 1014.8  10.3  11.0   6.5 99.0 99.00
2003 01 09 05  92  7.4  8.8  1.89 12.50  6.64 272 1014.9  10.2  11.0   5.6 99.0 99.00
2003 01 09 06  90  6.9  8.4  2.14 11.11  7.12 282 1015.2  10.0  11.0   5.3 99.0 99.00
2003 01 09 07  86  7.2  9.1  2.23 14.29  7.12 265 1015.2   9.8  11.0   4.7 99.0 99.00
2003 01 09 08  96  7.0  8.5  2.13 12.50  6.91 262 1015.3   9.7  11.0   4.6 99.0 99.00
2003 01 09 09  90  6.6  8.2  2.07 11.11  7.07 280 1015.0  10.0  10.9   4.7 99.0 99.00
2003 01 09 10  96  6.4  8.0  1.89 11.11  6.55 291 1015.0   9.7  10.9   5.0 99.0 99.00
2003 01 09 11 105  6.7  8.2  1.93 14.29  6.86 269 1015.6   9.7  10.9   4.2 99.0 99.00
2003 01 09 12 101  6.5  7.7  1.97 14.29  6.67 263 1015.4   9.8  10.9   4.2 99.0 99.00
2003 01 09 13  87  6.7  8.1  1.74 14.29  6.51 262 1015.0   9.7  10.9   4.5 99.0 99.00
2003 01 09 14  86  6.4  7.9  1.72 14.29  6.39 261 1014.8   9.7  10.6   4.0 99.0 99.00
2003 01 09 15  90  6.4  7.9  1.77 11.11  6.38 260 1014.8   9.7  10.6   5.1 99.0 99.00
2003 01 09 16  93  7.6  8.8  1.66 14.29  5.90 253 1014.8   9.7  10.6   4.6 99.0 99.00
2003 01 09 17  95  7.6  9.2  1.67 11.11  5.77 273 1014.9   9.7  10.6   4.2 99.0 99.00
2003 01 09 18  88  8.1  9.8  1.65 14.29  5.87 258 1015.3   9.5  10.6   3.1 99.0 99.00
2003 01 09 19  90  8.6 10.5  1.81 11.11  5.65 259 1015.5   9.5  10.6   3.3 99.0 99.00
2003 01 09 20  97  8.9 10.6  1.71 12.50  5.35 252 1014.9  10.2  10.6   3.0 99.0 99.00
2003 01 09 21 109  7.2  8.8  1.68 12.50  5.14 257 1014.7  10.5  10.5   3.2 99.0 99.00
2003 01 09 22 103  6.6  8.4  1.60 14.29  5.54 257 1014.1  10.9  10.5   2.1 99.0 99.00
2003 01 09 23 114  7.6  8.9  1.56 12.50  5.53 254 1013.8  11.0  10.5   3.5 99.0 99.00
2003 01 10 00 111  7.2  8.5  1.65 12.50  5.80 256 1013.9  10.6  10.5   2.2 99.0 99.00
2003 01 10 01 110  7.7  8.9  1.83 12.50  6.09 257 1013.5  10.3  10.5   4.0 99.0 99.00
2003 01 10 02 108  7.5  9.5  1.76 12.50  6.53 256 1013.3  10.2  10.5   4.3 99.0 99.00
2003 01 10 03 103  8.2  9.5  1.65 12.50  6.08 244 1013.3   9.5  10.5   3.8 99.0 99.00
2003 01 10 04 113  8.1  9.1  1.77 12.50  5.78 245 1013.6   9.4  10.6   3.6 99.0 99.00
2003 01 10 05 105  9.6 11.3  1.72 12.50  5.51 262 1013.4   9.0  10.6   2.9 99.0 99.00
2003 01 10 06 105  9.0 10.4  1.62 12.50  5.24 256 1013.3   9.0  10.6   4.0 99.0 99.00
2003 01 10 07 100  9.3 11.2  1.63 12.50  5.29 249 1013.3   9.2  10.9   4.2 99.0 99.00
2003 01 10 08  98  9.0 10.7  1.57 12.50  4.98 249 1013.2   9.0  10.9   4.1 99.0 99.00
2003 01 10 09 105  9.6 11.4  1.69 12.50  5.17 246 1012.8   9.0  10.9   2.7 99.0 99.00
2003 01 10 10 111  9.2 10.7  1.63 14.29  5.22 250 1012.6   9.4  11.0   4.2 99.0 99.00
2003 01 10 11 103  9.3 10.8  1.60 12.50  5.24 238 1012.6   9.7  11.0   4.7 99.0 99.00
2003 01 10 12 107  8.3  9.7  1.65 12.50  5.34 244 1012.6   9.1  11.0   4.1 99.0 99.00
2003 01 10 13 100  8.7 10.0  1.68 14.29  5.53 259 1012.5   9.0  11.0   3.9 99.0 99.00
2003 01 10 14 103  8.6 10.2  1.83 14.29  5.79 267 1012.5   9.0  11.0   3.0 99.0 99.00
2003 01 10 15 101  9.1 10.5  1.65 14.29  5.67 272 1012.4   9.0  11.0   4.0 99.0 99.00
2003 01 10 16  99  8.6  9.9  1.86 12.50  6.00 252 1012.1   9.0  11.0   3.5 99.0 99.00
2003 01 10 17  94  8.0  9.4  1.86 14.29  5.82 269 1012.5   8.7  11.0   3.2 99.0 99.00
2003 01 10 18  98  7.2  8.5  1.97 14.29  6.52 279 1013.2   9.0  11.0   3.2 99.0 99.00
2003 01 10 19  95  7.6  8.8  2.10 14.29  6.59 274 1013.2   9.2  11.0   2.4 99.0 99.00
2003 01 10 20  95  7.2  8.6  1.88 14.29  5.95 271 1012.7   9.5  11.0   2.1 99.0 99.00
2003 01 10 21  93  7.1  8.7  1.91 14.29  6.35 271 1012.5   9.7  11.0   3.4 99.0 99.00
2003 01 10 22  96  7.0  8.4  2.14 14.29  6.95 278 1012.1  10.2  11.0   3.3 99.0 99.00
