#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC   mi    ft
2006 01 05 22 00 159  7.0  8.7  7.40 16.67 11.55 246 1018.8  11.0 999.0 999.0 99.0 99.00
2006 01 05 23 00 153  7.3  8.7  8.07 16.67 11.66 240 1017.9  11.0 999.0 999.0 99.0 99.00
2006 01 06 00 00 150 12.0 14.3  7.60 16.67 11.00 234 1016.5  11.0 999.0 999.0 99.0 99.00
2006 01 06 01 00 151 11.1 13.4  6.93 14.29  9.69 237 1016.6  10.9 999.0 999.0 99.0 99.00
2006 01 06 02 00 154 12.7 15.8  6.15 14.29  9.39 227 1015.0  11.3 999.0 999.0 99.0 99.00
2006 01 06 03 00 166 12.5 15.0  6.29 12.50  9.25 232 1014.3  12.0 999.0 999.0 99.0 99.00
2006 01 06 04 00 174 13.0 15.5  6.56 14.29  9.19 235 1014.2  12.3 999.0 999.0 99.0 99.00
2006 01 06 05 00 175 13.7 17.2  5.87 14.29  8.50 228 1014.1  12.0 999.0 999.0 99.0 99.00
2006 01 06 06 00 176 12.4 15.8 99.00 99.00 99.00 999 1014.3  11.8 999.0 999.0 99.0 99.00
2006 01 06 07 00 178 12.0 14.6  5.67 14.29  8.86 239 1014.9  11.3 999.0 999.0 99.0 99.00
2006 01 06 08 00 173 11.3 14.0  5.35 14.29  8.55 240 1014.7  11.0 999.0 999.0 99.0 99.00
2006 01 06 09 00 180 10.5 12.5  5.43 14.29  8.57 232 1014.5  11.3 999.0 999.0 99.0 99.00
2006 01 06 10 00 180  9.5 12.1  5.40 14.29  8.94 227 1014.4  11.0 999.0 999.0 99.0 99.00
2006 01 06 11 00 176 10.1 12.4  5.22 14.29  8.54 220 1014.5  11.0 999.0 999.0 99.0 99.00
2006 01 06 12 00 178  9.9 12.0  5.39 11.11  8.39 226 1014.9  11.0 999.0 999.0 99.0 99.00
2006 01 06 13 00 180  8.6 10.9  5.42 14.29  8.76 230 1014.3  11.0 999.0 999.0 99.0 99.00
2006 01 06 14 00 175  8.3 10.7  4.90 12.50  8.37 231 1014.2  11.0 999.0 999.0 99.0 99.00
2006 01 06 15 00 173  8.7 10.4  4.94 14.29  8.28 234 1013.9  10.8 999.0 999.0 99.0 99.00
2006 01 06 16 00 172  8.4 10.6  4.98 12.50  8.34 239 1014.2  10.9 999.0 999.0 99.0 99.00
2006 01 06 17 00 183  7.0  9.6  4.56 12.50  8.33 241 1014.2  10.6 999.0 999.0 99.0 99.00
2006 01 06 18 00 177  7.2  9.1  4.56 11.11  8.26 237 1014.2  10.9 999.0 999.0 99.0 99.00
2006 01 06 19 00 182  7.8  9.5  4.82 12.50  8.47 232 1014.1  10.9 999.0 999.0 99.0 99.00
2006 01 06 20 00 186  7.2  9.2  4.64 12.50  8.29 231 1013.6  10.9 999.0 999.0 99.0 99.00
2006 01 06 21 00 186  6.4  8.1  4.53 12.50  8.31 226 1013.1  10.6 999.0 999.0 99.0 99.00
2006 01 06 22 00 188  6.2  7.7  4.57 12.50  8.51 235 1012.2  10.6 999.0 999.0 99.0 99.00
2006 01 06 23 00 175  5.6  7.1  4.08 12.50  8.91 242 1011.6  10.7 999.0 999.0 99.0 99.00
2006 01 07 00 00 191  5.4  7.0  4.09 12.50  8.95 240 1011.2  10.6 999.0 999.0 99.0 99.00
2006 01 07 01 00 191  3.9  5.6  3.55 12.50  8.79 241 1010.9  10.5 999.0 999.0 99.0 99.00
2006 01 07 02 00 195  4.1  5.3  3.53 12.50  8.76 234 1010.5  10.5 999.0 999.0 99.0 99.00
2006 01 07 03 00 177  4.3  5.6  4.06 12.50  9.55 238 1009.9  10.5 999.0 999.0 99.0 99.00
2006 01 07 04 00 208  4.8  6.1  3.54 12.50  9.10 253 1009.7  10.5 999.0 999.0 99.0 99.00
2006 01 07 05 00 196  5.5  6.7  3.31 12.50  8.49 251 1009.5  10.3 999.0 999.0 99.0 99.00
2006 01 07 06 00 193  5.0  6.3  2.89 12.50  8.35 261 1008.8  10.2 999.0 999.0 99.0 99.00
2006 01 07 07 00 214  6.5  8.1  3.81 12.50  9.26 240 1008.6  10.2 999.0 999.0 99.0 99.00
2006 01 07 08 00 234  5.8  8.0  3.13 12.50  8.37 257 1007.8  10.2 999.0 999.0 99.0 99.00
2006 01 07 09 00 212  6.7  8.5  3.19 11.11  8.16 259 1007.5   9.8 999.0 999.0 99.0 99.00
2006 01 07 10 00 211  6.8  8.8  3.44 11.11  8.27 263 1007.3   9.7 999.0 999.0 99.0 99.00
2006 01 07 11 00 204  7.6  9.0  3.59 12.50  8.30 251 1006.9   9.8 999.0 999.0 99.0 99.00
2006 01 07 12 00 199  8.0  9.9  3.44 12.50  7.99 252 1006.1   9.6 999.0 999.0 99.0 99.00
2006 01 07 13 00 196  9.2 11.2  3.38 11.11  7.96 259 1005.8  10.2 999.0 999.0 99.0 99.00
2006 01 07 14 00 180 10.3 13.2  3.23 12.50  7.59 256 1005.1  10.5 999.0 999.0 99.0 99.00
2006 01 07 15 00 200 10.2 12.1  3.40 11.11  7.61 248 1004.9  10.5 999.0 999.0 99.0 99.00
2006 01 07 16 00 195 10.8 12.8  3.37 11.11  7.31 247 1004.4  10.1 999.0 999.0 99.0 99.00
2006 01 07 17 00 221 15.9 22.0  3.10 12.50  7.07 239 1003.9  10.1 999.0 999.0 99.0 99.00
2006 01 07 18 00 225  7.1  8.7  3.54 12.50  7.05 253 1005.7   7.9 999.0 999.0 99.0 99.00
2006 01 07 19 00 219  9.3 12.1  3.29 12.50  7.34 253 1006.4   8.6 999.0 999.0 99.0 99.00
2006 01 07 20 00 226 11.5 16.5  3.05 12.50  6.80 237 1006.9   8.7 999.0 999.0 99.0 99.00
2006 01 07 21 00 259 11.7 16.3  3.06 12.50  6.86 239 1007.7   8.1 999.0 999.0 99.0 99.00
2006 01 07 22 00 237  9.0 11.0  3.19 11.11  6.67 236 1008.1   9.4 999.0 999.0 99.0 99.00
2006 01 07 23 00 226  9.0 11.0  3.12 12.50  6.84 250 1009.2   9.5 999.0 999.0 99.0 99.00
2006 01 08 00 00 212  9.4 11.2  3.27 11.11  6.75 254 1009.7   9.0 999.0 999.0 99.0 99.00
2006 01 08 01 00 241 10.2 13.0  3.27 11.11  6.99 249 1010.2   7.9 999.0 999.0 99.0 99.00
2006 01 08 02 00 244  5.8  7.4  3.31 11.11  7.05 237 1010.8   8.2 999.0 999.0 99.0 99.00
2006 01 08 03 00 254  6.3  7.9  3.12 10.00  7.11 238 1011.5   8.7 999.0 999.0 99.0 99.00
2006 01 08 04 00 256  8.6 10.3  3.46 11.11  7.50 253 1011.9   8.7 999.0 999.0 99.0 99.00
2006 01 08 05 00 262  8.6 10.2  3.49 11.11  7.05 254 1013.3   8.9 999.0 999.0 99.0 99.00
2006 01 08 06 00 265  7.2  9.3  3.32  8.33  7.02 230 1014.2   9.4 999.0 999.0 99.0 99.00
2006 01 08 07 00 262  7.5  9.2  3.79 10.00  7.41 247 1015.3   9.4 999.0 999.0 99.0 99.00
2006 01 08 08 00 264  6.6  8.5  3.67  9.09  7.64 229 1016.2   9.5 999.0 999.0 99.0 99.00
2006 01 08 09 00 255  7.6  9.4  3.93 11.11  7.74 250 1017.2   9.5 999.0 999.0 99.0 99.00
2006 01 08 10 00 249  6.5  8.5  4.08 12.50  8.12 258 1018.0   9.5 999.0 999.0 99.0 99.00
2006 01 08 11 00 250  7.6  9.2  3.83 11.11  8.00 243 1018.9   9.5 999.0 999.0 99.0 99.00
2006 01 08 12 00 235  6.2  8.7  3.73 11.11  8.10 243 1019.5   8.9 999.0 999.0 99.0 99.00
2006 01 08 13 00 244  6.4  7.9  3.76 12.50  8.31 254 1019.7   9.6 999.0 999.0 99.0 99.00
2006 01 08 14 00 230  6.4  7.7  3.37 11.11  7.67 256 1020.3   9.7 999.0 999.0 99.0 99.00
2006 01 08 15 00 231  6.4  7.9  3.79 12.50  7.99 259 1020.8   9.5 999.0 999.0 99.0 99.00
2006 01 08 16 00 217  5.2  6.7  4.04 12.50  8.20 262 1021.1   9.7 999.0 999.0 99.0 99.00
2006 01 08 17 00 196  6.2  7.7  3.81 12.50  8.32 261 1021.8   9.8 999.0 999.0 99.0 99.00
2006 01 08 18 00 201  8.6 10.0  3.86 11.11  8.25 264 1022.4   9.4 999.0 999.0 99.0 99.00
2006 01 08 19 00 182  7.6  9.1  4.58 12.50  8.66 265 1022.9   9.1 999.0 999.0 99.0 99.00
2006 01 08 20 00 165  8.2 10.2  4.48 12.50  8.35 264 1022.2   9.1 999.0 999.0 99.0 99.00
2006 01 08 21 00 178  9.1 11.4  5.23 12.50  9.22 258 1021.2   9.6 999.0 999.0 99.0 99.00
2006 01 08 22 00 184  9.9 11.9  4.39 12.50  8.26 264 1020.7   9.9 999.0 999.0 99.0 99.00
2006 01 08 23 00 180  9.8 12.0  4.10 11.11  8.16 261 1021.1  10.2 999.0 999.0 99.0 99.00
2006 01 09 00 00 184 11.1 13.9  4.08 14.29  7.98 268 1021.0  10.3 999.0 999.0 99.0 99.00
2006 01 09 01 00 180 11.1 13.7  4.12 12.50  7.89 261 1020.8  10.5 999.0 999.0 99.0 99.00
2006 01 09 02 00 178 12.4 14.7  3.65 12.50  7.30 266 1019.8  10.7 999.0 999.0 99.0 99.00
2006 01 09 03 00 178 13.2 16.3  3.64 12.50  6.94 262 1019.2  11.0 999.0 999.0 99.0 99.00
2006 01 09 04 00 178 14.3 18.1  3.56 14.29  6.69 270 1018.2  10.9 999.0 999.0 99.0 99.00
2006 01 09 05 00 184 14.7 18.3  3.58 14.29  6.43 266 1017.9  10.5 999.0 999.0 99.0 99.00
2006 01 09 06 00 180 15.6 19.2 99.00 99.00 99.00 999 1017.5  10.2 999.0 999.0 99.0 99.00
2006 01 09 07 00 174 14.8 18.5  3.99  7.14  6.68 198 1016.9  10.2 999.0 999.0 99.0 99.00
2006 01 09 08 00 172 16.5 20.4  4.20  7.69  6.68 188 1015.9  10.2 999.0 999.0 99.0 99.00
2006 01 09 09 00 175 14.7 17.9  4.37  9.09  7.03 217 1015.3  10.5 999.0 999.0 99.0 99.00
2006 01 09 10 00 174 14.8 18.7  4.61  8.33  6.99 200 1014.6  10.2 999.0 999.0 99.0 99.00
2006 01 09 11 00 175 15.5 19.7  4.87  8.33  7.14 191 1013.6  10.2 999.0 999.0 99.0 99.00
2006 01 09 12 00 180 14.4 17.2  4.83  9.09  7.21 208 1012.8  10.5 999.0 999.0 99.0 99.00
2006 01 09 13 00 180 14.8 17.7  4.99  8.33  7.36 195 1011.6  10.5 999.0 999.0 99.0 99.00
2006 01 09 14 00 190 13.4 16.0  4.89  9.09  7.49 212 1011.2  10.9 999.0 999.0 99.0 99.00
2006 01 09 15 00 194 13.2 16.2  5.27  8.33  7.53 192 1010.6  10.9 999.0 999.0 99.0 99.00
2006 01 09 16 00 197 14.2 17.1  5.03  9.09  7.42 213 1010.1  11.0 999.0 999.0 99.0 99.00
2006 01 09 17 00 195 13.5 17.3  4.83  9.09  7.04 204 1010.4  11.0 999.0 999.0 99.0 99.00
2006 01 09 18 00 200 12.5 14.8  5.03  9.09  7.33 190 1010.9  10.9 999.0 999.0 99.0 99.00
2006 01 09 19 00 283  7.6  9.4  4.99  9.09  7.45 196 1012.1   9.3 999.0 999.0 99.0 99.00
2006 01 09 20 00 235  5.1  6.6  4.87  9.09  7.81 194 1012.8   9.7 999.0 999.0 99.0 99.00
2006 01 09 21 00 235  5.9  7.7  5.14 10.00  8.22 203 1012.6   9.7 999.0 999.0 99.0 99.00
2006 01 09 22 00 237  4.6  6.0  5.02 10.00  8.33 177 1012.7   9.8 999.0 999.0 99.0 99.00
2006 01 09 23 00 191  4.2  5.4  5.01 10.00  8.72 188 1012.0  10.2 999.0 999.0 99.0 99.00
2006 01 10 00 00 183  4.9  6.1  5.47 10.00  8.90 193 1011.9  10.2 999.0 999.0 99.0 99.00
2006 01 10 01 00 156  5.1  7.2  5.60 10.00  9.25 191 1010.2  10.0 999.0 999.0 99.0 99.00
2006 01 10 02 00 151  7.1  9.4  5.81 10.00  9.57 206 1008.1   9.5 999.0 999.0 99.0 99.00
2006 01 10 03 00 150  6.6  9.0  5.68 10.00  9.35 210 1006.9  10.1 999.0 999.0 99.0 99.00
2006 01 10 04 00 186 10.6 13.7  5.89 16.67  9.44 282 1004.7  11.0 999.0 999.0 99.0 99.00
2006 01 10 05 00 198 13.2 16.1  6.25 16.67  9.35 276 1003.5  11.3 999.0 999.0 99.0 99.00
2006 01 10 06 00 194 15.3 18.5  5.89 14.29  8.29 276 1002.0  11.4 999.0 999.0 99.0 99.00
2006 01 10 07 00 190 14.7 17.9  5.88  9.09  8.09 215 1001.2  11.3 999.0 999.0 99.0 99.00
2006 01 10 08 00 195 15.2 18.6 99.00 99.00 99.00 999 1000.1  11.4 999.0 999.0 99.0 99.00
2006 01 10 09 00 199 16.4 20.6  5.81 10.00  7.99 215  999.4  11.4 999.0 999.0 99.0 99.00
2006 01 10 10 00 206 14.8 18.8  6.67 10.00  8.60 205  999.3  11.6 999.0 999.0 99.0 99.00
2006 01 10 11 00 210 13.9 17.6  6.28 16.67  8.45 273  999.5  11.3 999.0 999.0 99.0 99.00
2006 01 10 12 00 223 13.8 18.1  5.95 10.00  8.23 196 1000.1  11.4 999.0 999.0 99.0 99.00
2006 01 10 13 00 234 15.2 19.9  6.23 16.67  8.66 276 1001.1  11.1 999.0 999.0 99.0 99.00
